residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_unscreened,27.4,27,27.8,Proportion,"27.4 (27, 27.8)",343655,,NA
Rural,htn_undiagnosed,64.8,64.2,65.3,Proportion,"64.8 (64.2, 65.3)",343655,,NA
Urban,htn_unscreened,18.4,17.7,19.1,Proportion,"18.4 (17.7, 19.1)",127700,,NA
Urban,htn_undiagnosed,60.2,59.3,61,Proportion,"60.2 (59.3, 61)",127700,,NA
Rural,htn_unscreened,20.5,20.1,21,Proportion,"20.5 (20.1, 21)",175791,sex,Female
Rural,htn_undiagnosed,57.1,56.4,57.8,Proportion,"57.1 (56.4, 57.8)",175791,sex,Female
Rural,htn_unscreened,35.5,34.9,36,Proportion,"35.5 (34.9, 36)",167864,sex,Male
Rural,htn_undiagnosed,73.8,73.2,74.3,Proportion,"73.8 (73.2, 74.3)",167864,sex,Male
Urban,htn_unscreened,12.6,11.9,13.3,Proportion,"12.6 (11.9, 13.3)",64142,sex,Female
Urban,htn_undiagnosed,52.3,51.2,53.3,Proportion,"52.3 (51.2, 53.3)",64142,sex,Female
Urban,htn_unscreened,24.1,23.2,25,Proportion,"24.1 (23.2, 25)",63558,sex,Male
Urban,htn_undiagnosed,67.9,67,68.7,Proportion,"67.9 (67, 68.7)",63558,sex,Male
Rural,htn_unscreened,30.7,30,31.3,Proportion,"30.7 (30, 31.3)",92064,age_category,18-39
Rural,htn_undiagnosed,67.6,66.8,68.4,Proportion,"67.6 (66.8, 68.4)",92064,age_category,18-39
Rural,htn_unscreened,24.6,24.2,25,Proportion,"24.6 (24.2, 25)",178844,age_category,40-64
Rural,htn_undiagnosed,63.5,63,64,Proportion,"63.5 (63, 64)",178844,age_category,40-64
Rural,htn_unscreened,20.3,19.8,20.8,Proportion,"20.3 (19.8, 20.8)",72747,age_category,65 plus
Rural,htn_undiagnosed,54.4,53.7,55,Proportion,"54.4 (53.7, 55)",72747,age_category,65 plus
Urban,htn_unscreened,26.6,25.4,27.7,Proportion,"26.6 (25.4, 27.7)",33060,age_category,18-39
Urban,htn_undiagnosed,71.6,70.3,72.9,Proportion,"71.6 (70.3, 72.9)",33060,age_category,18-39
Urban,htn_unscreened,13.7,13.1,14.3,Proportion,"13.7 (13.1, 14.3)",69223,age_category,40-64
Urban,htn_undiagnosed,55.6,54.8,56.4,Proportion,"55.6 (54.8, 56.4)",69223,age_category,40-64
Urban,htn_unscreened,8.9,8.2,9.5,Proportion,"8.9 (8.2, 9.5)",25417,age_category,65 plus
Urban,htn_undiagnosed,40.2,39.1,41.4,Proportion,"40.2 (39.1, 41.4)",25417,age_category,65 plus
Rural,htn_unscreened,25,24.1,25.9,Proportion,"25 (24.1, 25.9)",23588,education,Higher
Rural,htn_undiagnosed,64.4,63.3,65.5,Proportion,"64.4 (63.3, 65.5)",23588,education,Higher
Rural,htn_unscreened,28.4,27.7,29.1,Proportion,"28.4 (27.7, 29.1)",141933,education,No education
Rural,htn_undiagnosed,64.5,63.7,65.3,Proportion,"64.5 (63.7, 65.3)",141933,education,No education
Rural,htn_unscreened,27.3,26.6,28.1,Proportion,"27.3 (26.6, 28.1)",58293,education,Primary
Rural,htn_undiagnosed,65,64.2,65.9,Proportion,"65 (64.2, 65.9)",58293,education,Primary
Rural,htn_unscreened,26.7,26.2,27.3,Proportion,"26.7 (26.2, 27.3)",119841,education,Secondary
Rural,htn_undiagnosed,65,64.4,65.6,Proportion,"65 (64.4, 65.6)",119841,education,Secondary
Urban,htn_unscreened,15.6,14.7,16.6,Proportion,"15.6 (14.7, 16.6)",24141,education,Higher
Urban,htn_undiagnosed,58,56.8,59.3,Proportion,"58 (56.8, 59.3)",24141,education,Higher
Urban,htn_unscreened,21,19.6,22.4,Proportion,"21 (19.6, 22.4)",27478,education,No education
Urban,htn_undiagnosed,61.2,59.5,62.8,Proportion,"61.2 (59.5, 62.8)",27478,education,No education
Urban,htn_unscreened,19.5,18.2,20.7,Proportion,"19.5 (18.2, 20.7)",18441,education,Primary
Urban,htn_undiagnosed,61.8,60.4,63.2,Proportion,"61.8 (60.4, 63.2)",18441,education,Primary
Urban,htn_unscreened,18.1,17.4,18.8,Proportion,"18.1 (17.4, 18.8)",57640,education,Secondary
Urban,htn_undiagnosed,60.1,59.2,61,Proportion,"60.1 (59.2, 61)",57640,education,Secondary
