residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,72.7,72.2,73.1,Proportion,"72.7 (72.2, 73.1)",342580,,NA
Rural,htn_diagnosed,35.4,34.8,35.9,Proportion,"35.4 (34.8, 35.9)",342580,,NA
Urban,htn_screened,81.6,80.9,82.3,Proportion,"81.6 (80.9, 82.3)",127440,,NA
Urban,htn_diagnosed,39.9,39.1,40.8,Proportion,"39.9 (39.1, 40.8)",127440,,NA
Rural,htn_screened,79.6,79.1,80,Proportion,"79.6 (79.1, 80)",175225,sex,Female
Rural,htn_diagnosed,43.1,42.4,43.8,Proportion,"43.1 (42.4, 43.8)",175225,sex,Female
Rural,htn_screened,64.6,64,65.2,Proportion,"64.6 (64, 65.2)",167355,sex,Male
Rural,htn_diagnosed,26.3,25.8,26.8,Proportion,"26.3 (25.8, 26.8)",167355,sex,Male
Urban,htn_screened,87.5,86.7,88.2,Proportion,"87.5 (86.7, 88.2)",64009,sex,Female
Urban,htn_diagnosed,47.9,46.8,48.9,Proportion,"47.9 (46.8, 48.9)",64009,sex,Female
Urban,htn_screened,75.9,75.1,76.8,Proportion,"75.9 (75.1, 76.8)",63431,sex,Male
Urban,htn_diagnosed,32.2,31.4,33,Proportion,"32.2 (31.4, 33)",63431,sex,Male
Rural,htn_screened,69.5,68.8,70.1,Proportion,"69.5 (68.8, 70.1)",91424,age_category,18-39
Rural,htn_diagnosed,32.6,31.8,33.4,Proportion,"32.6 (31.8, 33.4)",91424,age_category,18-39
Rural,htn_screened,75.5,75,75.9,Proportion,"75.5 (75, 75.9)",178497,age_category,40-64
Rural,htn_diagnosed,36.6,36.1,37.1,Proportion,"36.6 (36.1, 37.1)",178497,age_category,40-64
Rural,htn_screened,79.7,79.2,80.2,Proportion,"79.7 (79.2, 80.2)",72659,age_category,65 plus
Rural,htn_diagnosed,45.7,45.1,46.4,Proportion,"45.7 (45.1, 46.4)",72659,age_category,65 plus
Urban,htn_screened,73.5,72.4,74.7,Proportion,"73.5 (72.4, 74.7)",32908,age_category,18-39
Urban,htn_diagnosed,28.6,27.2,29.9,Proportion,"28.6 (27.2, 29.9)",32908,age_category,18-39
Urban,htn_screened,86.3,85.7,86.9,Proportion,"86.3 (85.7, 86.9)",69133,age_category,40-64
Urban,htn_diagnosed,44.5,43.7,45.3,Proportion,"44.5 (43.7, 45.3)",69133,age_category,40-64
Urban,htn_screened,91.1,90.5,91.8,Proportion,"91.1 (90.5, 91.8)",25399,age_category,65 plus
Urban,htn_diagnosed,59.8,58.6,61,Proportion,"59.8 (58.6, 61)",25399,age_category,65 plus
Rural,htn_screened,75.1,74.2,75.9,Proportion,"75.1 (74.2, 75.9)",23469,education,Higher
Rural,htn_diagnosed,35.8,34.7,36.9,Proportion,"35.8 (34.7, 36.9)",23469,education,Higher
Rural,htn_screened,71.7,71,72.4,Proportion,"71.7 (71, 72.4)",141605,education,No education
Rural,htn_diagnosed,35.6,34.8,36.4,Proportion,"35.6 (34.8, 36.4)",141605,education,No education
Rural,htn_screened,72.7,71.9,73.5,Proportion,"72.7 (71.9, 73.5)",58149,education,Primary
Rural,htn_diagnosed,35.1,34.3,36,Proportion,"35.1 (34.3, 36)",58149,education,Primary
Rural,htn_screened,73.3,72.8,73.9,Proportion,"73.3 (72.8, 73.9)",119357,education,Secondary
Rural,htn_diagnosed,35.2,34.5,35.8,Proportion,"35.2 (34.5, 35.8)",119357,education,Secondary
Urban,htn_screened,84.4,83.4,85.3,Proportion,"84.4 (83.4, 85.3)",24079,education,Higher
Urban,htn_diagnosed,42.1,40.8,43.3,Proportion,"42.1 (40.8, 43.3)",24079,education,Higher
Urban,htn_screened,79.1,77.7,80.5,Proportion,"79.1 (77.7, 80.5)",27426,education,No education
Urban,htn_diagnosed,39,37.4,40.6,Proportion,"39 (37.4, 40.6)",27426,education,No education
Urban,htn_screened,80.6,79.3,81.9,Proportion,"80.6 (79.3, 81.9)",18418,education,Primary
Urban,htn_diagnosed,38.3,36.9,39.6,Proportion,"38.3 (36.9, 39.6)",18418,education,Primary
Urban,htn_screened,81.9,81.2,82.7,Proportion,"81.9 (81.2, 82.7)",57517,education,Secondary
Urban,htn_diagnosed,40,39.1,40.9,Proportion,"40 (39.1, 40.9)",57517,education,Secondary
Rural,htn_screened,76.4,75.6,77.2,Proportion,"76.4 (75.6, 77.2)",80978,caste,General
Rural,htn_diagnosed,39.8,38.9,40.7,Proportion,"39.8 (38.9, 40.7)",80978,caste,General
Rural,htn_screened,74.2,73.6,74.8,Proportion,"74.2 (73.6, 74.8)",124270,caste,OBC
Rural,htn_diagnosed,36.4,35.6,37.3,Proportion,"36.4 (35.6, 37.3)",124270,caste,OBC
Rural,htn_screened,73.1,72.3,73.9,Proportion,"73.1 (72.3, 73.9)",64916,caste,Schedule Caste
Rural,htn_diagnosed,34.7,33.8,35.6,Proportion,"34.7 (33.8, 35.6)",64916,caste,Schedule Caste
Rural,htn_screened,57,56,58.1,Proportion,"57 (56, 58.1)",72416,caste,Schedule Tribe
Rural,htn_diagnosed,22.1,21.2,23.1,Proportion,"22.1 (21.2, 23.1)",72416,caste,Schedule Tribe
Urban,htn_screened,83.4,82.5,84.4,Proportion,"83.4 (82.5, 84.4)",43657,caste,General
Urban,htn_diagnosed,40.7,39.5,42,Proportion,"40.7 (39.5, 42)",43657,caste,General
Urban,htn_screened,81.8,80.8,82.7,Proportion,"81.8 (80.8, 82.7)",49571,caste,OBC
Urban,htn_diagnosed,40.6,39.4,41.7,Proportion,"40.6 (39.4, 41.7)",49571,caste,OBC
Urban,htn_screened,79.9,78.7,81.2,Proportion,"79.9 (78.7, 81.2)",21478,caste,Schedule Caste
Urban,htn_diagnosed,37.9,36.4,39.4,Proportion,"37.9 (36.4, 39.4)",21478,caste,Schedule Caste
Urban,htn_screened,71.9,68.5,75.2,Proportion,"71.9 (68.5, 75.2)",12734,caste,Schedule Tribe
Urban,htn_diagnosed,35.3,32.4,38.2,Proportion,"35.3 (32.4, 38.2)",12734,caste,Schedule Tribe
Rural,htn_screened,71.5,71.1,72,Proportion,"71.5 (71.1, 72)",260065,religion,Hindu
Rural,htn_diagnosed,34.3,33.7,34.9,Proportion,"34.3 (33.7, 34.9)",260065,religion,Hindu
Rural,htn_screened,78.5,77.4,79.6,Proportion,"78.5 (77.4, 79.6)",31019,religion,Muslim
Rural,htn_diagnosed,41.6,40.2,43.1,Proportion,"41.6 (40.2, 43.1)",31019,religion,Muslim
Rural,htn_screened,78.4,77.3,79.6,Proportion,"78.4 (77.3, 79.6)",51496,religion,Other
Rural,htn_diagnosed,39.6,38.2,41.1,Proportion,"39.6 (38.2, 41.1)",51496,religion,Other
Urban,htn_screened,81.2,80.5,82,Proportion,"81.2 (80.5, 82)",93683,religion,Hindu
Urban,htn_diagnosed,39.5,38.6,40.5,Proportion,"39.5 (38.6, 40.5)",93683,religion,Hindu
Urban,htn_screened,81.4,79.9,82.9,Proportion,"81.4 (79.9, 82.9)",18209,religion,Muslim
Urban,htn_diagnosed,39.9,38,41.8,Proportion,"39.9 (38, 41.8)",18209,religion,Muslim
Urban,htn_screened,86.8,85.3,88.3,Proportion,"86.8 (85.3, 88.3)",15548,religion,Other
Urban,htn_diagnosed,44.8,42.8,46.9,Proportion,"44.8 (42.8, 46.9)",15548,religion,Other
Rural,htn_screened,61.2,60.3,62.1,Proportion,"61.2 (60.3, 62.1)",56696,wealthq_ur,1
Rural,htn_diagnosed,30.4,29.4,31.4,Proportion,"30.4 (29.4, 31.4)",56696,wealthq_ur,1
Rural,htn_screened,69.2,68.5,70,Proportion,"69.2 (68.5, 70)",63427,wealthq_ur,2
Rural,htn_diagnosed,34.5,33.6,35.5,Proportion,"34.5 (33.6, 35.5)",63427,wealthq_ur,2
Rural,htn_screened,72.5,71.7,73.2,Proportion,"72.5 (71.7, 73.2)",67672,wealthq_ur,3
Rural,htn_diagnosed,35.4,34.4,36.3,Proportion,"35.4 (34.4, 36.3)",67672,wealthq_ur,3
Rural,htn_screened,75.5,74.7,76.3,Proportion,"75.5 (74.7, 76.3)",70773,wealthq_ur,4
Rural,htn_diagnosed,35.2,34.3,36.1,Proportion,"35.2 (34.3, 36.1)",70773,wealthq_ur,4
Rural,htn_screened,79.9,79.2,80.6,Proportion,"79.9 (79.2, 80.6)",84012,wealthq_ur,5
Rural,htn_diagnosed,39.2,38.3,40.1,Proportion,"39.2 (38.3, 40.1)",84012,wealthq_ur,5
Urban,htn_screened,74,72.6,75.5,Proportion,"74 (72.6, 75.5)",23723,wealthq_ur,1
Urban,htn_diagnosed,34.9,33.1,36.6,Proportion,"34.9 (33.1, 36.6)",23723,wealthq_ur,1
Urban,htn_screened,79.7,78.6,80.9,Proportion,"79.7 (78.6, 80.9)",25578,wealthq_ur,2
Urban,htn_diagnosed,38.2,36.9,39.5,Proportion,"38.2 (36.9, 39.5)",25578,wealthq_ur,2
Urban,htn_screened,81.6,80.5,82.7,Proportion,"81.6 (80.5, 82.7)",25376,wealthq_ur,3
Urban,htn_diagnosed,39.7,38.5,40.9,Proportion,"39.7 (38.5, 40.9)",25376,wealthq_ur,3
Urban,htn_screened,84.4,83.2,85.5,Proportion,"84.4 (83.2, 85.5)",25478,wealthq_ur,4
Urban,htn_diagnosed,41.7,40.4,43,Proportion,"41.7 (40.4, 43)",25478,wealthq_ur,4
Urban,htn_screened,87.1,86,88.2,Proportion,"87.1 (86, 88.2)",27285,wealthq_ur,5
Urban,htn_diagnosed,44.3,42.8,45.8,Proportion,"44.3 (42.8, 45.8)",27285,wealthq_ur,5
Rural,htn_treated,38.8,38,39.6,Proportion,"38.8 (38, 39.6)",123222,,NA
Urban,htn_treated,56.3,54.9,57.6,Proportion,"56.3 (54.9, 57.6)",56100,,NA
Rural,htn_treated,36.9,36,37.8,Proportion,"36.9 (36, 37.8)",74377,sex,Female
Rural,htn_treated,42.8,41.8,43.9,Proportion,"42.8 (41.8, 43.9)",48845,sex,Male
Urban,htn_treated,54,52.5,55.5,Proportion,"54 (52.5, 55.5)",32963,sex,Female
Urban,htn_treated,59.9,58.3,61.5,Proportion,"59.9 (58.3, 61.5)",23137,sex,Male
Rural,htn_treated,22.7,21.7,23.7,Proportion,"22.7 (21.7, 23.7)",27483,age_category,18-39
Rural,htn_treated,56,55.2,56.8,Proportion,"56 (55.2, 56.8)",63469,age_category,40-64
Rural,htn_treated,71.7,70.8,72.5,Proportion,"71.7 (70.8, 72.5)",32270,age_category,65 plus
Urban,htn_treated,27.2,25.3,29,Proportion,"27.2 (25.3, 29)",9949,age_category,18-39
Urban,htn_treated,70,68.8,71.2,Proportion,"70 (68.8, 71.2)",31046,age_category,40-64
Urban,htn_treated,83.9,82.8,85,Proportion,"83.9 (82.8, 85)",15105,age_category,65 plus
Rural,htn_treated,34.6,33,36.2,Proportion,"34.6 (33, 36.2)",8333,education,Higher
Rural,htn_treated,38.8,37.7,40,Proportion,"38.8 (37.7, 40)",50897,education,No education
Rural,htn_treated,42,40.6,43.5,Proportion,"42 (40.6, 43.5)",21574,education,Primary
Rural,htn_treated,37.9,36.9,38.8,Proportion,"37.9 (36.9, 38.8)",42418,education,Secondary
Urban,htn_treated,55.4,53.5,57.3,Proportion,"55.4 (53.5, 57.3)",10321,education,Higher
Urban,htn_treated,52.1,49.4,54.7,Proportion,"52.1 (49.4, 54.7)",12549,education,No education
Urban,htn_treated,58.9,56.5,61.3,Proportion,"58.9 (56.5, 61.3)",8564,education,Primary
Urban,htn_treated,57.9,56.4,59.4,Proportion,"57.9 (56.4, 59.4)",24666,education,Secondary
Rural,htn_treated,42.6,41.3,43.9,Proportion,"42.6 (41.3, 43.9)",35465,caste,General
Rural,htn_treated,37.1,36,38.2,Proportion,"37.1 (36, 38.2)",45929,caste,OBC
Rural,htn_treated,37,35.7,38.3,Proportion,"37 (35.7, 38.3)",23114,caste,Schedule Caste
Rural,htn_treated,38.3,36.3,40.3,Proportion,"38.3 (36.3, 40.3)",18714,caste,Schedule Tribe
Urban,htn_treated,57.6,55.7,59.4,Proportion,"57.6 (55.7, 59.4)",20636,caste,General
Urban,htn_treated,56.6,54.7,58.5,Proportion,"56.6 (54.7, 58.5)",21543,caste,OBC
Urban,htn_treated,52.4,50,54.8,Proportion,"52.4 (50, 54.8)",8606,caste,Schedule Caste
Urban,htn_treated,56.6,51.2,62.1,Proportion,"56.6 (51.2, 62.1)",5315,caste,Schedule Tribe
Rural,htn_treated,38.1,37.3,39,Proportion,"38.1 (37.3, 39)",89673,religion,Hindu
Rural,htn_treated,42.9,40.9,44.9,Proportion,"42.9 (40.9, 44.9)",14437,religion,Muslim
Rural,htn_treated,39.8,37.6,41.9,Proportion,"39.8 (37.6, 41.9)",19112,religion,Other
Urban,htn_treated,56.1,54.5,57.6,Proportion,"56.1 (54.5, 57.6)",40537,religion,Hindu
Urban,htn_treated,57.2,54.1,60.4,Proportion,"57.2 (54.1, 60.4)",8028,religion,Muslim
Urban,htn_treated,56.3,53.1,59.5,Proportion,"56.3 (53.1, 59.5)",7535,religion,Other
Rural,htn_treated,32.2,30.6,33.7,Proportion,"32.2 (30.6, 33.7)",14722,wealthq_ur,1
Rural,htn_treated,34,32.7,35.3,Proportion,"34 (32.7, 35.3)",20703,wealthq_ur,2
Rural,htn_treated,36.5,35.2,37.8,Proportion,"36.5 (35.2, 37.8)",23753,wealthq_ur,3
Rural,htn_treated,41.4,40,42.7,Proportion,"41.4 (40, 42.7)",27054,wealthq_ur,4
Rural,htn_treated,43.8,42.4,45.1,Proportion,"43.8 (42.4, 45.1)",36990,wealthq_ur,5
Urban,htn_treated,45.1,42.5,47.7,Proportion,"45.1 (42.5, 47.7)",8924,wealthq_ur,1
Urban,htn_treated,55.3,53.2,57.5,Proportion,"55.3 (53.2, 57.5)",10690,wealthq_ur,2
Urban,htn_treated,59.6,57.6,61.7,Proportion,"59.6 (57.6, 61.7)",11221,wealthq_ur,3
Urban,htn_treated,59.3,57.2,61.4,Proportion,"59.3 (57.2, 61.4)",11688,wealthq_ur,4
Urban,htn_treated,58.7,56.3,61,Proportion,"58.7 (56.3, 61)",13577,wealthq_ur,5
Rural,htn_controlled,53.9,52.9,55,Proportion,"53.9 (52.9, 55)",62632,,NA
Urban,htn_controlled,50.4,49,51.9,Proportion,"50.4 (49, 51.9)",35501,,NA
Rural,htn_controlled,57.1,55.8,58.4,Proportion,"57.1 (55.8, 58.4)",37904,sex,Female
Rural,htn_controlled,48.1,46.5,49.8,Proportion,"48.1 (46.5, 49.8)",24728,sex,Male
Urban,htn_controlled,53.2,51.4,55,Proportion,"53.2 (51.4, 55)",20940,sex,Female
Urban,htn_controlled,46.4,44.1,48.7,Proportion,"46.4 (44.1, 48.7)",14561,sex,Male
Rural,htn_controlled,63.4,61.6,65.2,Proportion,"63.4 (61.6, 65.2)",5979,age_category,18-39
Rural,htn_controlled,43,42.2,43.8,Proportion,"43 (42.2, 43.8)",34211,age_category,40-64
Rural,htn_controlled,43.3,42.4,44.2,Proportion,"43.3 (42.4, 44.2)",22442,age_category,65 plus
Urban,htn_controlled,57.6,54.6,60.5,Proportion,"57.6 (54.6, 60.5)",2513,age_category,18-39
Urban,htn_controlled,44.6,43.5,45.7,Proportion,"44.6 (43.5, 45.7)",20618,age_category,40-64
Urban,htn_controlled,45.8,44.4,47.2,Proportion,"45.8 (44.4, 47.2)",12370,age_category,65 plus
Rural,htn_controlled,63.6,60,67.2,Proportion,"63.6 (60, 67.2)",3284,education,Higher
Rural,htn_controlled,48.5,47.1,49.8,Proportion,"48.5 (47.1, 49.8)",27865,education,No education
Rural,htn_controlled,53.2,51,55.3,Proportion,"53.2 (51, 55.3)",12074,education,Primary
Rural,htn_controlled,55.6,53.8,57.3,Proportion,"55.6 (53.8, 57.3)",19409,education,Secondary
Urban,htn_controlled,57.1,53.6,60.5,Proportion,"57.1 (53.6, 60.5)",5926,education,Higher
Urban,htn_controlled,44.5,42.1,47,Proportion,"44.5 (42.1, 47)",8389,education,No education
Urban,htn_controlled,46.3,43.6,49,Proportion,"46.3 (43.6, 49)",5934,education,Primary
Urban,htn_controlled,50.1,48,52.1,Proportion,"50.1 (48, 52.1)",15252,education,Secondary
Rural,htn_controlled,52.7,50.7,54.6,Proportion,"52.7 (50.7, 54.6)",20238,caste,General
Rural,htn_controlled,55.5,54,57.1,Proportion,"55.5 (54, 57.1)",23813,caste,OBC
Rural,htn_controlled,53.2,51,55.3,Proportion,"53.2 (51, 55.3)",10500,caste,Schedule Caste
Rural,htn_controlled,51.8,49.1,54.4,Proportion,"51.8 (49.1, 54.4)",8081,caste,Schedule Tribe
Urban,htn_controlled,51,48.6,53.4,Proportion,"51 (48.6, 53.4)",13899,caste,General
Urban,htn_controlled,50.8,48.8,52.9,Proportion,"50.8 (48.8, 52.9)",14245,caste,OBC
Urban,htn_controlled,47.4,44.5,50.4,Proportion,"47.4 (44.5, 50.4)",4872,caste,Schedule Caste
Urban,htn_controlled,51.2,42,60.3,Proportion,"51.2 (42, 60.3)",2485,caste,Schedule Tribe
Rural,htn_controlled,54.9,53.7,56.1,Proportion,"54.9 (53.7, 56.1)",46141,religion,Hindu
Rural,htn_controlled,51.9,49.2,54.6,Proportion,"51.9 (49.2, 54.6)",7920,religion,Muslim
Rural,htn_controlled,47,43.3,50.6,Proportion,"47 (43.3, 50.6)",8571,religion,Other
Urban,htn_controlled,50.8,49.1,52.6,Proportion,"50.8 (49.1, 52.6)",26193,religion,Hindu
Urban,htn_controlled,48,44.8,51.2,Proportion,"48 (44.8, 51.2)",5348,religion,Muslim
Urban,htn_controlled,50.7,46.4,55,Proportion,"50.7 (46.4, 55)",3960,religion,Other
Rural,htn_controlled,58.4,55.7,61,Proportion,"58.4 (55.7, 61)",5664,wealthq_ur,1
Rural,htn_controlled,55.2,53,57.5,Proportion,"55.2 (53, 57.5)",9027,wealthq_ur,2
Rural,htn_controlled,53.8,51.5,56.2,Proportion,"53.8 (51.5, 56.2)",11608,wealthq_ur,3
Rural,htn_controlled,54.1,52,56.2,Proportion,"54.1 (52, 56.2)",14939,wealthq_ur,4
Rural,htn_controlled,52,50.1,53.9,Proportion,"52 (50.1, 53.9)",21394,wealthq_ur,5
Urban,htn_controlled,49.9,46.8,53.1,Proportion,"49.9 (46.8, 53.1)",4625,wealthq_ur,1
Urban,htn_controlled,47.3,44.5,50,Proportion,"47.3 (44.5, 50)",6465,wealthq_ur,2
Urban,htn_controlled,50.4,47.5,53.2,Proportion,"50.4 (47.5, 53.2)",7365,wealthq_ur,3
Urban,htn_controlled,51.7,48.7,54.7,Proportion,"51.7 (48.7, 54.7)",7785,wealthq_ur,4
Urban,htn_controlled,51.7,48.4,55,Proportion,"51.7 (48.4, 55)",9261,wealthq_ur,5
NA,htn_screened,82,81.6,82.4,Proportion,"82 (81.6, 82.4)",239234,sex,Female
