state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,htn_unscreened,11.8,10,13.5,Proportion,"11.8 (10, 13.5)",10350,,NA,Jammu & Kashmir,North
1,Rural,htn_undiagnosed,52.3,49.1,55.5,Proportion,"52.3 (49.1, 55.5)",10350,,NA,Jammu & Kashmir,North
1,Urban,htn_unscreened,12.3,8.1,16.4,Proportion,"12.3 (8.1, 16.4)",2550,,NA,Jammu & Kashmir,North
1,Urban,htn_undiagnosed,39.9,34.2,45.5,Proportion,"39.9 (34.2, 45.5)",2550,,NA,Jammu & Kashmir,North
2,Rural,htn_unscreened,16.7,14.8,18.6,Proportion,"16.7 (14.8, 18.6)",6905,,NA,Himachal Pradesh,North
2,Rural,htn_undiagnosed,55.8,53,58.7,Proportion,"55.8 (53, 58.7)",6905,,NA,Himachal Pradesh,North
2,Urban,htn_unscreened,11.4,8.4,14.4,Proportion,"11.4 (8.4, 14.4)",646,,NA,Himachal Pradesh,North
2,Urban,htn_undiagnosed,50.6,44.3,56.9,Proportion,"50.6 (44.3, 56.9)",646,,NA,Himachal Pradesh,North
3,Rural,htn_unscreened,16.1,14.4,17.8,Proportion,"16.1 (14.4, 17.8)",15583,,NA,Punjab,North
3,Rural,htn_undiagnosed,58.1,55.8,60.4,Proportion,"58.1 (55.8, 60.4)",15583,,NA,Punjab,North
3,Urban,htn_unscreened,13.1,10.8,15.3,Proportion,"13.1 (10.8, 15.3)",6540,,NA,Punjab,North
3,Urban,htn_undiagnosed,56.2,52.5,60,Proportion,"56.2 (52.5, 60)",6540,,NA,Punjab,North
4,Rural,htn_unscreened,0,0,0,Proportion,"0 (0, 0)",18,,NA,Chandigarh,North
4,Rural,htn_undiagnosed,90.9,90.5,91.2,Proportion,"90.9 (90.5, 91.2)",18,,NA,Chandigarh,North
4,Urban,htn_unscreened,15.2,8.3,22.1,Proportion,"15.2 (8.3, 22.1)",479,,NA,Chandigarh,North
4,Urban,htn_undiagnosed,61.8,49,74.6,Proportion,"61.8 (49, 74.6)",479,,NA,Chandigarh,North
5,Rural,htn_unscreened,25.1,22.6,27.7,Proportion,"25.1 (22.6, 27.7)",7306,,NA,Uttarakhand,Central
5,Rural,htn_undiagnosed,69.9,67.4,72.3,Proportion,"69.9 (67.4, 72.3)",7306,,NA,Uttarakhand,Central
5,Urban,htn_unscreened,16.7,12.8,20.6,Proportion,"16.7 (12.8, 20.6)",1846,,NA,Uttarakhand,Central
5,Urban,htn_undiagnosed,62.1,57.6,66.7,Proportion,"62.1 (57.6, 66.7)",1846,,NA,Uttarakhand,Central
6,Rural,htn_unscreened,19.8,18.2,21.3,Proportion,"19.8 (18.2, 21.3)",10488,,NA,Haryana,North
6,Rural,htn_undiagnosed,60.3,57.6,63,Proportion,"60.3 (57.6, 63)",10488,,NA,Haryana,North
6,Urban,htn_unscreened,17.7,15.5,19.8,Proportion,"17.7 (15.5, 19.8)",5040,,NA,Haryana,North
6,Urban,htn_undiagnosed,58.2,54.6,61.8,Proportion,"58.2 (54.6, 61.8)",5040,,NA,Haryana,North
7,Rural,htn_unscreened,16,7.3,24.7,Proportion,"16 (7.3, 24.7)",258,,NA,Nct Of Delhi,North
7,Rural,htn_undiagnosed,59.9,44,75.8,Proportion,"59.9 (44, 75.8)",258,,NA,Nct Of Delhi,North
7,Urban,htn_unscreened,15.4,13.8,17,Proportion,"15.4 (13.8, 17)",7162,,NA,Nct Of Delhi,North
7,Urban,htn_undiagnosed,67.7,65.6,69.8,Proportion,"67.7 (65.6, 69.8)",7162,,NA,Nct Of Delhi,North
8,Rural,htn_unscreened,33.1,31,35.1,Proportion,"33.1 (31, 35.1)",16303,,NA,Rajasthan,North
8,Rural,htn_undiagnosed,66,63.4,68.5,Proportion,"66 (63.4, 68.5)",16303,,NA,Rajasthan,North
8,Urban,htn_unscreened,20.6,17.9,23.3,Proportion,"20.6 (17.9, 23.3)",5375,,NA,Rajasthan,North
8,Urban,htn_undiagnosed,56.3,51.9,60.7,Proportion,"56.3 (51.9, 60.7)",5375,,NA,Rajasthan,North
9,Rural,htn_unscreened,26.3,25.2,27.4,Proportion,"26.3 (25.2, 27.4)",42054,,NA,Uttar Pradesh,Central
9,Rural,htn_undiagnosed,61.8,60.2,63.4,Proportion,"61.8 (60.2, 63.4)",42054,,NA,Uttar Pradesh,Central
9,Urban,htn_unscreened,21.6,19.6,23.5,Proportion,"21.6 (19.6, 23.5)",11522,,NA,Uttar Pradesh,Central
9,Urban,htn_undiagnosed,65.6,62.9,68.4,Proportion,"65.6 (62.9, 68.4)",11522,,NA,Uttar Pradesh,Central
10,Rural,htn_unscreened,20.2,19,21.4,Proportion,"20.2 (19, 21.4)",18789,,NA,Bihar,East
10,Rural,htn_undiagnosed,46.1,44,48.2,Proportion,"46.1 (44, 48.2)",18789,,NA,Bihar,East
10,Urban,htn_unscreened,14.4,11.9,16.9,Proportion,"14.4 (11.9, 16.9)",2645,,NA,Bihar,East
10,Urban,htn_undiagnosed,39.6,34.1,45.1,Proportion,"39.6 (34.1, 45.1)",2645,,NA,Bihar,East
11,Rural,htn_unscreened,24.2,20.6,27.7,Proportion,"24.2 (20.6, 27.7)",3267,,NA,Sikkim,North East
11,Rural,htn_undiagnosed,72.3,68.9,75.8,Proportion,"72.3 (68.9, 75.8)",3267,,NA,Sikkim,North East
11,Urban,htn_unscreened,15.6,9.3,21.8,Proportion,"15.6 (9.3, 21.8)",470,,NA,Sikkim,North East
11,Urban,htn_undiagnosed,57,48.3,65.8,Proportion,"57 (48.3, 65.8)",470,,NA,Sikkim,North East
12,Rural,htn_unscreened,30,27.6,32.4,Proportion,"30 (27.6, 32.4)",13197,,NA,Arunachal Pradesh,North East
12,Rural,htn_undiagnosed,71.3,68.9,73.6,Proportion,"71.3 (68.9, 73.6)",13197,,NA,Arunachal Pradesh,North East
12,Urban,htn_unscreened,21.9,16,27.9,Proportion,"21.9 (16, 27.9)",3337,,NA,Arunachal Pradesh,North East
12,Urban,htn_undiagnosed,62.5,56.2,68.8,Proportion,"62.5 (56.2, 68.8)",3337,,NA,Arunachal Pradesh,North East
13,Rural,htn_unscreened,34,30.5,37.5,Proportion,"34 (30.5, 37.5)",5730,,NA,Nagaland,North East
13,Rural,htn_undiagnosed,67.1,63.6,70.6,Proportion,"67.1 (63.6, 70.6)",5730,,NA,Nagaland,North East
13,Urban,htn_unscreened,18.2,14.1,22.3,Proportion,"18.2 (14.1, 22.3)",1887,,NA,Nagaland,North East
13,Urban,htn_undiagnosed,50.9,45.2,56.6,Proportion,"50.9 (45.2, 56.6)",1887,,NA,Nagaland,North East
14,Rural,htn_unscreened,12.5,10.9,14,Proportion,"12.5 (10.9, 14)",4487,,NA,Manipur,North East
14,Rural,htn_undiagnosed,62.2,59.4,65.1,Proportion,"62.2 (59.4, 65.1)",4487,,NA,Manipur,North East
14,Urban,htn_unscreened,8.7,6.6,10.9,Proportion,"8.7 (6.6, 10.9)",1981,,NA,Manipur,North East
14,Urban,htn_undiagnosed,54.3,50.6,58,Proportion,"54.3 (50.6, 58)",1981,,NA,Manipur,North East
15,Rural,htn_unscreened,23.1,18.1,28,Proportion,"23.1 (18.1, 28)",2123,,NA,Mizoram,North East
15,Rural,htn_undiagnosed,67.1,62.3,71.9,Proportion,"67.1 (62.3, 71.9)",2123,,NA,Mizoram,North East
15,Urban,htn_unscreened,6.4,4.7,8.2,Proportion,"6.4 (4.7, 8.2)",2113,,NA,Mizoram,North East
15,Urban,htn_undiagnosed,51.1,45.1,57.2,Proportion,"51.1 (45.1, 57.2)",2113,,NA,Mizoram,North East
16,Rural,htn_unscreened,20.7,17.6,23.9,Proportion,"20.7 (17.6, 23.9)",3331,,NA,Tripura,North East
16,Rural,htn_undiagnosed,55.7,52,59.4,Proportion,"55.7 (52, 59.4)",3331,,NA,Tripura,North East
16,Urban,htn_unscreened,7.8,5,10.6,Proportion,"7.8 (5, 10.6)",1019,,NA,Tripura,North East
16,Urban,htn_undiagnosed,42.5,36.9,48.1,Proportion,"42.5 (36.9, 48.1)",1019,,NA,Tripura,North East
17,Rural,htn_unscreened,42.2,37.5,46.8,Proportion,"42.2 (37.5, 46.8)",4639,,NA,Meghalaya,North East
17,Rural,htn_undiagnosed,73.9,70.7,77,Proportion,"73.9 (70.7, 77)",4639,,NA,Meghalaya,North East
17,Urban,htn_unscreened,20.7,13.4,28,Proportion,"20.7 (13.4, 28)",727,,NA,Meghalaya,North East
17,Urban,htn_undiagnosed,63.1,57.7,68.4,Proportion,"63.1 (57.7, 68.4)",727,,NA,Meghalaya,North East
18,Rural,htn_unscreened,21.9,20.4,23.5,Proportion,"21.9 (20.4, 23.5)",16223,,NA,Assam,North East
18,Rural,htn_undiagnosed,59.1,57.3,60.9,Proportion,"59.1 (57.3, 60.9)",16223,,NA,Assam,North East
18,Urban,htn_unscreened,14.2,12,16.5,Proportion,"14.2 (12, 16.5)",2905,,NA,Assam,North East
18,Urban,htn_undiagnosed,49.7,46.2,53.2,Proportion,"49.7 (46.2, 53.2)",2905,,NA,Assam,North East
19,Rural,htn_unscreened,27.2,25.1,29.3,Proportion,"27.2 (25.1, 29.3)",7639,,NA,West Bengal,East
19,Rural,htn_undiagnosed,65.4,63.5,67.4,Proportion,"65.4 (63.5, 67.4)",7639,,NA,West Bengal,East
