residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,60.9,60.5,61.3,Proportion,"60.9 (60.5, 61.3)",1235239,,NA
Rural,htn_disease,24.9,24.7,25.1,Proportion,"24.9 (24.7, 25.1)",1235239,,NA
Rural,htn_diagnosed,9.7,9.5,9.9,Proportion,"9.7 (9.5, 9.9)",1235239,,NA
Rural,htn_treated,4.8,4.8,4.9,Proportion,"4.8 (4.8, 4.9)",1235239,,NA
Rural,htn_controlled,2.2,2.2,2.3,Proportion,"2.2 (2.2, 2.3)",1235239,,NA
Urban,htn_screened,73.7,73,74.3,Proportion,"73.7 (73, 74.3)",404949,,NA
Urban,htn_disease,31.6,31.2,32,Proportion,"31.6 (31.2, 32)",404949,,NA
Urban,htn_diagnosed,14.8,14.5,15.1,Proportion,"14.8 (14.5, 15.1)",404949,,NA
Urban,htn_treated,10.1,9.9,10.4,Proportion,"10.1 (9.9, 10.4)",404949,,NA
Urban,htn_controlled,4.7,4.5,4.8,Proportion,"4.7 (4.5, 4.8)",404949,,NA
Rural,htn_screened,67,66.7,67.4,Proportion,"67 (66.7, 67.4)",653573,sex,Female
Rural,htn_disease,22.9,22.7,23.1,Proportion,"22.9 (22.7, 23.1)",653573,sex,Female
Rural,htn_diagnosed,10.5,10.3,10.7,Proportion,"10.5 (10.3, 10.7)",653573,sex,Female
Rural,htn_treated,5,4.9,5.1,Proportion,"5 (4.9, 5.1)",653573,sex,Female
Rural,htn_controlled,2.4,2.3,2.5,Proportion,"2.4 (2.3, 2.5)",653573,sex,Female
Rural,htn_screened,54.1,53.7,54.5,Proportion,"54.1 (53.7, 54.5)",581666,sex,Male
Rural,htn_disease,27.2,27,27.5,Proportion,"27.2 (27, 27.5)",581666,sex,Male
Rural,htn_diagnosed,8.8,8.6,9,Proportion,"8.8 (8.6, 9)",581666,sex,Male
Rural,htn_treated,4.7,4.6,4.8,Proportion,"4.7 (4.6, 4.8)",581666,sex,Male
Rural,htn_controlled,2,2,2.1,Proportion,"2 (2, 2.1)",581666,sex,Male
Urban,htn_screened,78.6,77.9,79.3,Proportion,"78.6 (77.9, 79.3)",212956,sex,Female
Urban,htn_disease,29.1,28.6,29.5,Proportion,"29.1 (28.6, 29.5)",212956,sex,Female
Urban,htn_diagnosed,15.6,15.2,16,Proportion,"15.6 (15.2, 16)",212956,sex,Female
Urban,htn_treated,10.4,10.2,10.7,Proportion,"10.4 (10.2, 10.7)",212956,sex,Female
Urban,htn_controlled,5,4.8,5.2,Proportion,"5 (4.8, 5.2)",212956,sex,Female
Urban,htn_screened,68.8,68,69.5,Proportion,"68.8 (68, 69.5)",191993,sex,Male
Urban,htn_disease,34,33.5,34.5,Proportion,"34 (33.5, 34.5)",191993,sex,Male
Urban,htn_diagnosed,14,13.6,14.4,Proportion,"14 (13.6, 14.4)",191993,sex,Male
Urban,htn_treated,9.9,9.5,10.2,Proportion,"9.9 (9.5, 10.2)",191993,sex,Male
Urban,htn_controlled,4.4,4.2,4.6,Proportion,"4.4 (4.2, 4.6)",191993,sex,Male
Rural,htn_screened,55.5,55.1,55.9,Proportion,"55.5 (55.1, 55.9)",611900,age_category,18-39
Rural,htn_disease,13.7,13.5,13.9,Proportion,"13.7 (13.5, 13.9)",611900,age_category,18-39
Rural,htn_diagnosed,4.9,4.7,5.1,Proportion,"4.9 (4.7, 5.1)",611900,age_category,18-39
Rural,htn_treated,1.1,1,1.1,Proportion,"1.1 (1, 1.1)",611900,age_category,18-39
Rural,htn_controlled,0.7,0.6,0.7,Proportion,"0.7 (0.6, 0.7)",611900,age_category,18-39
Rural,htn_screened,65.8,65.4,66.3,Proportion,"65.8 (65.4, 66.3)",483323,age_category,40-64
Rural,htn_disease,34.4,34.1,34.7,Proportion,"34.4 (34.1, 34.7)",483323,age_category,40-64
Rural,htn_diagnosed,13,12.8,13.2,Proportion,"13 (12.8, 13.2)",483323,age_category,40-64
Rural,htn_treated,7.1,7,7.3,Proportion,"7.1 (7, 7.3)",483323,age_category,40-64
Rural,htn_controlled,3.1,3,3.2,Proportion,"3.1 (3, 3.2)",483323,age_category,40-64
Rural,htn_screened,71.7,71.2,72.2,Proportion,"71.7 (71.2, 72.2)",140016,age_category,65 plus
Rural,htn_disease,50.1,49.6,50.6,Proportion,"50.1 (49.6, 50.6)",140016,age_category,65 plus
