residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,60.6,60.2,61,Proportion,"60.6 (60.2, 61)",1273604,,NA
Rural,htn_disease,25.9,25.7,26.2,Proportion,"25.9 (25.7, 26.2)",1273604,,NA
Rural,htn_diagnosed,9.6,9.4,9.7,Proportion,"9.6 (9.4, 9.7)",1273604,,NA
Rural,htn_treated,4.8,4.8,4.9,Proportion,"4.8 (4.8, 4.9)",1273604,,NA
Rural,htn_controlled,5.7,5.5,5.8,Proportion,"5.7 (5.5, 5.8)",1273604,,NA
Urban,htn_screened,73.4,72.7,74.1,Proportion,"73.4 (72.7, 74.1)",417505,,NA
Urban,htn_disease,32.7,32.3,33.1,Proportion,"32.7 (32.3, 33.1)",417505,,NA
Urban,htn_diagnosed,14.7,14.4,15,Proportion,"14.7 (14.4, 15)",417505,,NA
Urban,htn_treated,10.2,9.9,10.4,Proportion,"10.2 (9.9, 10.4)",417505,,NA
Urban,htn_controlled,8,7.7,8.2,Proportion,"8 (7.7, 8.2)",417505,,NA
Rural,htn_screened,66.8,66.4,67.2,Proportion,"66.8 (66.4, 67.2)",670912,sex,Female
Rural,htn_disease,23.8,23.6,24,Proportion,"23.8 (23.6, 24)",670912,sex,Female
Rural,htn_diagnosed,10.4,10.2,10.6,Proportion,"10.4 (10.2, 10.6)",670912,sex,Female
Rural,htn_treated,5,4.9,5.1,Proportion,"5 (4.9, 5.1)",670912,sex,Female
Rural,htn_controlled,6.6,6.4,6.8,Proportion,"6.6 (6.4, 6.8)",670912,sex,Female
Rural,htn_screened,53.8,53.3,54.2,Proportion,"53.8 (53.3, 54.2)",602692,sex,Male
Rural,htn_disease,28.3,28,28.5,Proportion,"28.3 (28, 28.5)",602692,sex,Male
Rural,htn_diagnosed,8.7,8.5,8.8,Proportion,"8.7 (8.5, 8.8)",602692,sex,Male
Rural,htn_treated,4.7,4.6,4.8,Proportion,"4.7 (4.6, 4.8)",602692,sex,Male
Rural,htn_controlled,4.6,4.5,4.7,Proportion,"4.6 (4.5, 4.7)",602692,sex,Male
Urban,htn_screened,78.4,77.7,79.1,Proportion,"78.4 (77.7, 79.1)",218595,sex,Female
Urban,htn_disease,30.1,29.7,30.6,Proportion,"30.1 (29.7, 30.6)",218595,sex,Female
Urban,htn_diagnosed,15.5,15.2,15.9,Proportion,"15.5 (15.2, 15.9)",218595,sex,Female
Urban,htn_treated,10.5,10.2,10.8,Proportion,"10.5 (10.2, 10.8)",218595,sex,Female
Urban,htn_controlled,8.9,8.6,9.2,Proportion,"8.9 (8.6, 9.2)",218595,sex,Female
Urban,htn_screened,68.5,67.8,69.3,Proportion,"68.5 (67.8, 69.3)",198910,sex,Male
Urban,htn_disease,35.2,34.7,35.7,Proportion,"35.2 (34.7, 35.7)",198910,sex,Male
Urban,htn_diagnosed,13.8,13.5,14.2,Proportion,"13.8 (13.5, 14.2)",198910,sex,Male
Urban,htn_treated,9.8,9.5,10.1,Proportion,"9.8 (9.5, 10.1)",198910,sex,Male
Urban,htn_controlled,7,6.7,7.3,Proportion,"7 (6.7, 7.3)",198910,sex,Male
Rural,htn_screened,55.2,54.7,55.6,Proportion,"55.2 (54.7, 55.6)",634569,age_category,18-39
Rural,htn_disease,14.8,14.6,15,Proportion,"14.8 (14.6, 15)",634569,age_category,18-39
Rural,htn_diagnosed,4.8,4.6,4.9,Proportion,"4.8 (4.6, 4.9)",634569,age_category,18-39
Rural,htn_treated,1.1,1,1.1,Proportion,"1.1 (1, 1.1)",634569,age_category,18-39
Rural,htn_controlled,3.8,3.7,4,Proportion,"3.8 (3.7, 4)",634569,age_category,18-39
Rural,htn_screened,65.6,65.1,66,Proportion,"65.6 (65.1, 66)",495665,age_category,40-64
Rural,htn_disease,35.5,35.2,35.7,Proportion,"35.5 (35.2, 35.7)",495665,age_category,40-64
Rural,htn_diagnosed,12.8,12.6,13,Proportion,"12.8 (12.6, 13)",495665,age_category,40-64
Rural,htn_treated,7.1,7,7.3,Proportion,"7.1 (7, 7.3)",495665,age_category,40-64
Rural,htn_controlled,6.8,6.6,6.9,Proportion,"6.8 (6.6, 6.9)",495665,age_category,40-64
Rural,htn_screened,71.3,70.8,71.8,Proportion,"71.3 (70.8, 71.8)",143370,age_category,65 plus
Rural,htn_disease,50.5,50,51,Proportion,"50.5 (50, 51)",143370,age_category,65 plus
Rural,htn_diagnosed,23.2,22.7,23.6,Proportion,"23.2 (22.7, 23.6)",143370,age_category,65 plus
Rural,htn_treated,16.6,16.2,17,Proportion,"16.6 (16.2, 17)",143370,age_category,65 plus
Rural,htn_controlled,11.3,11,11.7,Proportion,"11.3 (11, 11.7)",143370,age_category,65 plus
Urban,htn_screened,62.6,61.8,63.4,Proportion,"62.6 (61.8, 63.4)",209555,age_category,18-39
Urban,htn_disease,15.7,15.3,16,Proportion,"15.7 (15.3, 16)",209555,age_category,18-39
Urban,htn_diagnosed,4.4,4.2,4.7,Proportion,"4.4 (4.2, 4.7)",209555,age_category,18-39
Urban,htn_treated,1.2,1.1,1.3,Proportion,"1.2 (1.1, 1.3)",209555,age_category,18-39
Urban,htn_controlled,3.3,3.1,3.5,Proportion,"3.3 (3.1, 3.5)",209555,age_category,18-39
Urban,htn_screened,79.7,79,80.4,Proportion,"79.7 (79, 80.4)",165414,age_category,40-64
Urban,htn_disease,40.2,39.7,40.7,Proportion,"40.2 (39.7, 40.7)",165414,age_category,40-64
Urban,htn_diagnosed,17.8,17.3,18.2,Proportion,"17.8 (17.3, 18.2)",165414,age_category,40-64
Urban,htn_treated,12.4,12.1,12.8,Proportion,"12.4 (12.1, 12.8)",165414,age_category,40-64
Urban,htn_controlled,9.3,9,9.6,Proportion,"9.3 (9, 9.6)",165414,age_category,40-64
Urban,htn_screened,86.1,85.2,86.9,Proportion,"86.1 (85.2, 86.9)",42536,age_category,65 plus
Urban,htn_disease,60.1,59.1,61.1,Proportion,"60.1 (59.1, 61.1)",42536,age_category,65 plus
Urban,htn_diagnosed,35.9,34.9,37,Proportion,"35.9 (34.9, 37)",42536,age_category,65 plus
Urban,htn_treated,30.2,29.2,31.2,Proportion,"30.2 (29.2, 31.2)",42536,age_category,65 plus
Urban,htn_controlled,17.8,17.1,18.6,Proportion,"17.8 (17.1, 18.6)",42536,age_category,65 plus
Rural,htn_screened,62.1,61.5,62.7,Proportion,"62.1 (61.5, 62.7)",127892,education,Higher
Rural,htn_disease,24.5,23.9,25.1,Proportion,"24.5 (23.9, 25.1)",127892,education,Higher
Rural,htn_diagnosed,9.6,9.2,10,Proportion,"9.6 (9.2, 10)",127892,education,Higher
Rural,htn_treated,5,4.7,5.2,Proportion,"5 (4.7, 5.2)",127892,education,Higher
Rural,htn_controlled,5.8,5.5,6.1,Proportion,"5.8 (5.5, 6.1)",127892,education,Higher
Rural,htn_screened,59.5,59,60,Proportion,"59.5 (59, 60)",421667,education,No education
Rural,htn_disease,26.6,26.3,26.9,Proportion,"26.6 (26.3, 26.9)",421667,education,No education
Rural,htn_diagnosed,9.6,9.4,9.8,Proportion,"9.6 (9.4, 9.8)",421667,education,No education
Rural,htn_treated,4.6,4.5,4.7,Proportion,"4.6 (4.5, 4.7)",421667,education,No education
Rural,htn_controlled,5.7,5.6,5.9,Proportion,"5.7 (5.6, 5.9)",421667,education,No education
Rural,htn_screened,61.5,61,62,Proportion,"61.5 (61, 62)",192028,education,Primary
Rural,htn_disease,26.8,26.4,27.1,Proportion,"26.8 (26.4, 27.1)",192028,education,Primary
Rural,htn_diagnosed,9.8,9.6,10.1,Proportion,"9.8 (9.6, 10.1)",192028,education,Primary
Rural,htn_treated,5.3,5.1,5.4,Proportion,"5.3 (5.1, 5.4)",192028,education,Primary
Rural,htn_controlled,5.6,5.5,5.8,Proportion,"5.6 (5.5, 5.8)",192028,education,Primary
Rural,htn_screened,60.8,60.4,61.2,Proportion,"60.8 (60.4, 61.2)",532017,education,Secondary
Rural,htn_disease,25.4,25.2,25.7,Proportion,"25.4 (25.2, 25.7)",532017,education,Secondary
Rural,htn_diagnosed,9.4,9.2,9.6,Proportion,"9.4 (9.2, 9.6)",532017,education,Secondary
Rural,htn_treated,4.9,4.8,5,Proportion,"4.9 (4.8, 5)",532017,education,Secondary
Rural,htn_controlled,5.5,5.4,5.7,Proportion,"5.5 (5.4, 5.7)",532017,education,Secondary
Urban,htn_screened,76.2,75.2,77.1,Proportion,"76.2 (75.2, 77.1)",101682,education,Higher
Urban,htn_disease,31.1,30.4,31.8,Proportion,"31.1 (30.4, 31.8)",101682,education,Higher
Urban,htn_diagnosed,14.9,14.3,15.5,Proportion,"14.9 (14.3, 15.5)",101682,education,Higher
Urban,htn_treated,10.6,10.1,11,Proportion,"10.6 (10.1, 11)",101682,education,Higher
Urban,htn_controlled,8.3,7.8,8.7,Proportion,"8.3 (7.8, 8.7)",101682,education,Higher
Urban,htn_screened,70.2,69.2,71.3,Proportion,"70.2 (69.2, 71.3)",68465,education,No education
Urban,htn_disease,32.9,32.2,33.6,Proportion,"32.9 (32.2, 33.6)",68465,education,No education
Urban,htn_diagnosed,13.9,13.3,14.4,Proportion,"13.9 (13.3, 14.4)",68465,education,No education
Urban,htn_treated,8.6,8.2,8.9,Proportion,"8.6 (8.2, 8.9)",68465,education,No education
Urban,htn_controlled,7.5,7.1,7.9,Proportion,"7.5 (7.1, 7.9)",68465,education,No education
