residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,74.5,74.1,74.9,Proportion,"74.5 (74.1, 74.9)",342580,,NA
Rural,htn_diagnosed,37.4,36.9,37.9,Proportion,"37.4 (36.9, 37.9)",342580,,NA
Urban,htn_screened,84.1,83.5,84.7,Proportion,"84.1 (83.5, 84.7)",127440,,NA
Urban,htn_diagnosed,43.9,43.1,44.7,Proportion,"43.9 (43.1, 44.7)",127440,,NA
Rural,htn_screened,80,79.7,80.4,Proportion,"80 (79.7, 80.4)",175225,sex,Female
Rural,htn_diagnosed,44.1,43.6,44.7,Proportion,"44.1 (43.6, 44.7)",175225,sex,Female
Rural,htn_screened,68.3,67.9,68.8,Proportion,"68.3 (67.9, 68.8)",167355,sex,Male
Rural,htn_diagnosed,30,29.5,30.5,Proportion,"30 (29.5, 30.5)",167355,sex,Male
Urban,htn_screened,88.8,88.2,89.4,Proportion,"88.8 (88.2, 89.4)",64009,sex,Female
Urban,htn_diagnosed,51.5,50.6,52.4,Proportion,"51.5 (50.6, 52.4)",64009,sex,Female
Urban,htn_screened,79.2,78.5,79.9,Proportion,"79.2 (78.5, 79.9)",63431,sex,Male
Urban,htn_diagnosed,36,35.2,36.8,Proportion,"36 (35.2, 36.8)",63431,sex,Male
Rural,htn_screened,67.9,67.3,68.5,Proportion,"67.9 (67.3, 68.5)",91424,age_category,18-39
Rural,htn_diagnosed,31.7,30.9,32.4,Proportion,"31.7 (30.9, 32.4)",91424,age_category,18-39
Rural,htn_screened,75.6,75.1,76,Proportion,"75.6 (75.1, 76)",178497,age_category,40-64
Rural,htn_diagnosed,36.8,36.3,37.3,Proportion,"36.8 (36.3, 37.3)",178497,age_category,40-64
Rural,htn_screened,79.6,79.1,80.1,Proportion,"79.6 (79.1, 80.1)",72659,age_category,65 plus
Rural,htn_diagnosed,45.6,45,46.2,Proportion,"45.6 (45, 46.2)",72659,age_category,65 plus
Urban,htn_screened,73,71.9,74,Proportion,"73 (71.9, 74)",32908,age_category,18-39
Urban,htn_diagnosed,28.4,27.1,29.7,Proportion,"28.4 (27.1, 29.7)",32908,age_category,18-39
Urban,htn_screened,86.4,85.7,87,Proportion,"86.4 (85.7, 87)",69133,age_category,40-64
Urban,htn_diagnosed,44.7,43.9,45.5,Proportion,"44.7 (43.9, 45.5)",69133,age_category,40-64
Urban,htn_screened,91.2,90.6,91.8,Proportion,"91.2 (90.6, 91.8)",25399,age_category,65 plus
Urban,htn_diagnosed,59.9,58.8,61,Proportion,"59.9 (58.8, 61)",25399,age_category,65 plus
Rural,htn_screened,75.3,74.4,76.1,Proportion,"75.3 (74.4, 76.1)",23469,education,Higher
Rural,htn_diagnosed,36.5,35.4,37.5,Proportion,"36.5 (35.4, 37.5)",23469,education,Higher
Rural,htn_screened,73.3,72.8,73.8,Proportion,"73.3 (72.8, 73.8)",141605,education,No education
Rural,htn_diagnosed,37.5,36.9,38,Proportion,"37.5 (36.9, 38)",141605,education,No education
Rural,htn_screened,75.8,75.3,76.4,Proportion,"75.8 (75.3, 76.4)",58149,education,Primary
Rural,htn_diagnosed,38.9,38.2,39.6,Proportion,"38.9 (38.2, 39.6)",58149,education,Primary
Rural,htn_screened,75,74.6,75.5,Proportion,"75 (74.6, 75.5)",119357,education,Secondary
Rural,htn_diagnosed,36.7,36.1,37.3,Proportion,"36.7 (36.1, 37.3)",119357,education,Secondary
Urban,htn_screened,84.7,83.7,85.7,Proportion,"84.7 (83.7, 85.7)",24079,education,Higher
Urban,htn_diagnosed,43,41.6,44.3,Proportion,"43 (41.6, 44.3)",24079,education,Higher
Urban,htn_screened,83.4,82.5,84.2,Proportion,"83.4 (82.5, 84.2)",27426,education,No education
Urban,htn_diagnosed,45.6,44.5,46.8,Proportion,"45.6 (44.5, 46.8)",27426,education,No education
Urban,htn_screened,84.9,84,85.8,Proportion,"84.9 (84, 85.8)",18418,education,Primary
Urban,htn_diagnosed,45.8,44.6,47.1,Proportion,"45.8 (44.6, 47.1)",18418,education,Primary
Urban,htn_screened,83.9,83.2,84.6,Proportion,"83.9 (83.2, 84.6)",57517,education,Secondary
Urban,htn_diagnosed,42.8,41.9,43.7,Proportion,"42.8 (41.9, 43.7)",57517,education,Secondary
Rural,htn_screened,79.5,78.9,80.1,Proportion,"79.5 (78.9, 80.1)",80978,caste,General
Rural,htn_diagnosed,43.6,42.9,44.3,Proportion,"43.6 (42.9, 44.3)",80978,caste,General
Rural,htn_screened,76.1,75.6,76.6,Proportion,"76.1 (75.6, 76.6)",124270,caste,OBC
Rural,htn_diagnosed,38.3,37.7,39,Proportion,"38.3 (37.7, 39)",124270,caste,OBC
Rural,htn_screened,73.9,73.2,74.6,Proportion,"73.9 (73.2, 74.6)",64916,caste,Schedule Caste
Rural,htn_diagnosed,35.5,34.7,36.3,Proportion,"35.5 (34.7, 36.3)",64916,caste,Schedule Caste
Rural,htn_screened,57.8,56.8,58.8,Proportion,"57.8 (56.8, 58.8)",72416,caste,Schedule Tribe
Rural,htn_diagnosed,23.4,22.5,24.2,Proportion,"23.4 (22.5, 24.2)",72416,caste,Schedule Tribe
Urban,htn_screened,86.4,85.6,87.2,Proportion,"86.4 (85.6, 87.2)",43657,caste,General
Urban,htn_diagnosed,46.5,45.4,47.6,Proportion,"46.5 (45.4, 47.6)",43657,caste,General
Urban,htn_screened,84.3,83.6,85,Proportion,"84.3 (83.6, 85)",49571,caste,OBC
Urban,htn_diagnosed,44.1,43.1,45.1,Proportion,"44.1 (43.1, 45.1)",49571,caste,OBC
Urban,htn_screened,81.3,80.3,82.4,Proportion,"81.3 (80.3, 82.4)",21478,caste,Schedule Caste
Urban,htn_diagnosed,39.8,38.4,41.1,Proportion,"39.8 (38.4, 41.1)",21478,caste,Schedule Caste
Urban,htn_screened,73.4,70.4,76.3,Proportion,"73.4 (70.4, 76.3)",12734,caste,Schedule Tribe
Urban,htn_diagnosed,36.7,34.1,39.2,Proportion,"36.7 (34.1, 39.2)",12734,caste,Schedule Tribe
Rural,htn_screened,73.2,72.8,73.7,Proportion,"73.2 (72.8, 73.7)",260065,religion,Hindu
Rural,htn_diagnosed,36.1,35.6,36.7,Proportion,"36.1 (35.6, 36.7)",260065,religion,Hindu
Rural,htn_screened,80.6,79.6,81.5,Proportion,"80.6 (79.6, 81.5)",31019,religion,Muslim
Rural,htn_diagnosed,44,42.7,45.3,Proportion,"44 (42.7, 45.3)",31019,religion,Muslim
Rural,htn_screened,81,80,81.9,Proportion,"81 (80, 81.9)",51496,religion,Other
Rural,htn_diagnosed,43.3,42,44.6,Proportion,"43.3 (42, 44.6)",51496,religion,Other
Urban,htn_screened,83.8,83.1,84.4,Proportion,"83.8 (83.1, 84.4)",93683,religion,Hindu
Urban,htn_diagnosed,43.5,42.6,44.3,Proportion,"43.5 (42.6, 44.3)",93683,religion,Hindu
Urban,htn_screened,83.5,82.1,84.9,Proportion,"83.5 (82.1, 84.9)",18209,religion,Muslim
Urban,htn_diagnosed,43.1,41.3,44.8,Proportion,"43.1 (41.3, 44.8)",18209,religion,Muslim
Urban,htn_screened,89.3,88,90.5,Proportion,"89.3 (88, 90.5)",15548,religion,Other
Urban,htn_diagnosed,50.8,48.8,52.8,Proportion,"50.8 (48.8, 52.8)",15548,religion,Other
Rural,htn_screened,61.1,60.3,61.9,Proportion,"61.1 (60.3, 61.9)",56696,wealthq_ur,1
Rural,htn_diagnosed,29.4,28.6,30.3,Proportion,"29.4 (28.6, 30.3)",56696,wealthq_ur,1
Rural,htn_screened,69.8,69.2,70.5,Proportion,"69.8 (69.2, 70.5)",63427,wealthq_ur,2
Rural,htn_diagnosed,34.5,33.8,35.2,Proportion,"34.5 (33.8, 35.2)",63427,wealthq_ur,2
Rural,htn_screened,74.1,73.4,74.7,Proportion,"74.1 (73.4, 74.7)",67672,wealthq_ur,3
Rural,htn_diagnosed,36.5,35.8,37.2,Proportion,"36.5 (35.8, 37.2)",67672,wealthq_ur,3
Rural,htn_screened,78.1,77.5,78.7,Proportion,"78.1 (77.5, 78.7)",70773,wealthq_ur,4
Rural,htn_diagnosed,39,38.3,39.7,Proportion,"39 (38.3, 39.7)",70773,wealthq_ur,4
Rural,htn_screened,83.3,82.9,83.8,Proportion,"83.3 (82.9, 83.8)",84012,wealthq_ur,5
Rural,htn_diagnosed,43.8,43.1,44.5,Proportion,"43.8 (43.1, 44.5)",84012,wealthq_ur,5
Urban,htn_screened,76.3,75.1,77.5,Proportion,"76.3 (75.1, 77.5)",23723,wealthq_ur,1
Urban,htn_diagnosed,37.2,35.7,38.7,Proportion,"37.2 (35.7, 38.7)",23723,wealthq_ur,1
