REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,htn_screened,68.7,63,74.5,Proportion,"68.7 (63, 74.5)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_disease,24.2,20.6,27.8,Proportion,"24.2 (20.6, 27.8)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_diagnosed,16.2,12.5,19.9,Proportion,"16.2 (12.5, 19.9)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_treated,10.6,8,13.2,Proportion,"10.6 (8, 13.2)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_controlled,5.2,3.8,6.7,Proportion,"5.2 (3.8, 6.7)",2892,,NA,Jammu & Kashmir,1,Kupwara
2,htn_screened,79.4,74.9,84,Proportion,"79.4 (74.9, 84)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_disease,23,19.2,26.8,Proportion,"23 (19.2, 26.8)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_diagnosed,12.6,10.1,15.2,Proportion,"12.6 (10.1, 15.2)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_treated,8.7,6.4,11,Proportion,"8.7 (6.4, 11)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_controlled,3.3,2.1,4.5,Proportion,"3.3 (2.1, 4.5)",2892,,NA,Jammu & Kashmir,1,Badgam
3,htn_screened,76.2,71.8,80.7,Proportion,"76.2 (71.8, 80.7)",2751,,NA,Ladakh,37,Leh
3,htn_disease,18.6,13.7,23.6,Proportion,"18.6 (13.7, 23.6)",2751,,NA,Ladakh,37,Leh
3,htn_diagnosed,12.2,8.9,15.6,Proportion,"12.2 (8.9, 15.6)",2751,,NA,Ladakh,37,Leh
3,htn_treated,5.6,4.1,7.2,Proportion,"5.6 (4.1, 7.2)",2751,,NA,Ladakh,37,Leh
3,htn_controlled,2.7,1.8,3.6,Proportion,"2.7 (1.8, 3.6)",2751,,NA,Ladakh,37,Leh
4,htn_screened,70.5,65.1,75.9,Proportion,"70.5 (65.1, 75.9)",2943,,NA,Ladakh,37,Kargil
4,htn_disease,30.6,24.4,36.8,Proportion,"30.6 (24.4, 36.8)",2943,,NA,Ladakh,37,Kargil
4,htn_diagnosed,21.3,14.7,27.9,Proportion,"21.3 (14.7, 27.9)",2943,,NA,Ladakh,37,Kargil
4,htn_treated,9.3,6.7,12,Proportion,"9.3 (6.7, 12)",2943,,NA,Ladakh,37,Kargil
4,htn_controlled,3.2,2.2,4.2,Proportion,"3.2 (2.2, 4.2)",2943,,NA,Ladakh,37,Kargil
