residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,60.2,59.9,60.6,Proportion,"60.2 (59.9, 60.6)",1273604,,NA
Rural,htn_disease,27.3,27.1,27.5,Proportion,"27.3 (27.1, 27.5)",1273604,,NA
Rural,htn_diagnosed,10,9.8,10.1,Proportion,"10 (9.8, 10.1)",1273604,,NA
Rural,htn_treated,5.3,5.2,5.3,Proportion,"5.3 (5.2, 5.3)",1273604,,NA
Rural,htn_controlled,2.2,2.1,2.2,Proportion,"2.2 (2.1, 2.2)",1273604,,NA
Urban,htn_screened,71.5,70.8,72.2,Proportion,"71.5 (70.8, 72.2)",417505,,NA
Urban,htn_disease,30.7,30.3,31,Proportion,"30.7 (30.3, 31)",417505,,NA
Urban,htn_diagnosed,13.2,12.9,13.5,Proportion,"13.2 (12.9, 13.5)",417505,,NA
Urban,htn_treated,8.9,8.6,9.1,Proportion,"8.9 (8.6, 9.1)",417505,,NA
Urban,htn_controlled,3.7,3.6,3.8,Proportion,"3.7 (3.6, 3.8)",417505,,NA
Rural,htn_screened,66.9,66.5,67.3,Proportion,"66.9 (66.5, 67.3)",670912,sex,Female
Rural,htn_disease,26.8,26.6,27,Proportion,"26.8 (26.6, 27)",670912,sex,Female
Rural,htn_diagnosed,11.6,11.4,11.8,Proportion,"11.6 (11.4, 11.8)",670912,sex,Female
Rural,htn_treated,6.1,6,6.2,Proportion,"6.1 (6, 6.2)",670912,sex,Female
Rural,htn_controlled,2.5,2.5,2.6,Proportion,"2.5 (2.5, 2.6)",670912,sex,Female
Rural,htn_screened,52.6,52.2,53.1,Proportion,"52.6 (52.2, 53.1)",602692,sex,Male
Rural,htn_disease,27.9,27.7,28.2,Proportion,"27.9 (27.7, 28.2)",602692,sex,Male
Rural,htn_diagnosed,8.1,8,8.3,Proportion,"8.1 (8, 8.3)",602692,sex,Male
Rural,htn_treated,4.3,4.2,4.4,Proportion,"4.3 (4.2, 4.4)",602692,sex,Male
Rural,htn_controlled,1.7,1.7,1.8,Proportion,"1.7 (1.7, 1.8)",602692,sex,Male
Urban,htn_screened,77.3,76.6,78,Proportion,"77.3 (76.6, 78)",218595,sex,Female
Urban,htn_disease,29.7,29.3,30.1,Proportion,"29.7 (29.3, 30.1)",218595,sex,Female
Urban,htn_diagnosed,15,14.6,15.3,Proportion,"15 (14.6, 15.3)",218595,sex,Female
Urban,htn_treated,10,9.8,10.3,Proportion,"10 (9.8, 10.3)",218595,sex,Female
Urban,htn_controlled,4.3,4.2,4.5,Proportion,"4.3 (4.2, 4.5)",218595,sex,Female
Urban,htn_screened,65,64.2,65.8,Proportion,"65 (64.2, 65.8)",198910,sex,Male
Urban,htn_disease,31.7,31.3,32.2,Proportion,"31.7 (31.3, 32.2)",198910,sex,Male
Urban,htn_diagnosed,11.2,10.9,11.5,Proportion,"11.2 (10.9, 11.5)",198910,sex,Male
Urban,htn_treated,7.6,7.3,7.8,Proportion,"7.6 (7.3, 7.8)",198910,sex,Male
Urban,htn_controlled,3.1,2.9,3.2,Proportion,"3.1 (2.9, 3.2)",198910,sex,Male
