residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_unscreened,26.5,26.1,27,Proportion,"26.5 (26.1, 27)",320528,,NA
Rural,htn_undiagnosed,62.5,61.9,63.1,Proportion,"62.5 (61.9, 63.1)",320528,,NA
Urban,htn_unscreened,18,17.3,18.8,Proportion,"18 (17.3, 18.8)",119385,,NA
Urban,htn_undiagnosed,58.3,57.4,59.2,Proportion,"58.3 (57.4, 59.2)",119385,,NA
Rural,htn_unscreened,19.7,19.2,20.2,Proportion,"19.7 (19.2, 20.2)",165100,sex,Female
Rural,htn_undiagnosed,54.4,53.7,55.1,Proportion,"54.4 (53.7, 55.1)",165100,sex,Female
Rural,htn_unscreened,34.7,34.1,35.3,Proportion,"34.7 (34.1, 35.3)",155428,sex,Male
Rural,htn_undiagnosed,72.2,71.6,72.7,Proportion,"72.2 (71.6, 72.7)",155428,sex,Male
Urban,htn_unscreened,12.3,11.6,13.1,Proportion,"12.3 (11.6, 13.1)",60417,sex,Female
Urban,htn_undiagnosed,50,48.9,51.1,Proportion,"50 (48.9, 51.1)",60417,sex,Female
Urban,htn_unscreened,23.7,22.8,24.6,Proportion,"23.7 (22.8, 24.6)",58968,sex,Male
Urban,htn_undiagnosed,66.5,65.6,67.4,Proportion,"66.5 (65.6, 67.4)",58968,sex,Male
Rural,htn_unscreened,29.4,28.8,30.1,Proportion,"29.4 (28.8, 30.1)",81707,age_category,18-39
Rural,htn_undiagnosed,64.3,63.5,65.2,Proportion,"64.3 (63.5, 65.2)",81707,age_category,18-39
Rural,htn_unscreened,24.1,23.7,24.5,Proportion,"24.1 (23.7, 24.5)",168464,age_category,40-64
Rural,htn_undiagnosed,62.1,61.6,62.6,Proportion,"62.1 (61.6, 62.6)",168464,age_category,40-64
Rural,htn_unscreened,20.1,19.6,20.6,Proportion,"20.1 (19.6, 20.6)",70357,age_category,65 plus
Rural,htn_undiagnosed,54,53.4,54.7,Proportion,"54 (53.4, 54.7)",70357,age_category,65 plus
Urban,htn_unscreened,26.1,24.9,27.3,Proportion,"26.1 (24.9, 27.3)",29509,age_category,18-39
Urban,htn_undiagnosed,69,67.5,70.4,Proportion,"69 (67.5, 70.4)",29509,age_category,18-39
Urban,htn_unscreened,13.4,12.8,14,Proportion,"13.4 (12.8, 14)",65384,age_category,40-64
Urban,htn_undiagnosed,54,53.2,54.9,Proportion,"54 (53.2, 54.9)",65384,age_category,40-64
Urban,htn_unscreened,8.3,7.7,9,Proportion,"8.3 (7.7, 9)",24492,age_category,65 plus
Urban,htn_undiagnosed,39.4,38.2,40.6,Proportion,"39.4 (38.2, 40.6)",24492,age_category,65 plus
Rural,htn_unscreened,24.1,23.2,25,Proportion,"24.1 (23.2, 25)",21418,education,Higher
Rural,htn_undiagnosed,61.6,60.5,62.8,Proportion,"61.6 (60.5, 62.8)",21418,education,Higher
Rural,htn_unscreened,27.5,26.9,28.2,Proportion,"27.5 (26.9, 28.2)",134409,education,No education
Rural,htn_undiagnosed,62.3,61.4,63.1,Proportion,"62.3 (61.4, 63.1)",134409,education,No education
Rural,htn_unscreened,26.4,25.6,27.2,Proportion,"26.4 (25.6, 27.2)",54468,education,Primary
Rural,htn_undiagnosed,62.8,61.9,63.7,Proportion,"62.8 (61.9, 63.7)",54468,education,Primary
Rural,htn_unscreened,25.8,25.3,26.4,Proportion,"25.8 (25.3, 26.4)",110233,education,Secondary
Rural,htn_undiagnosed,62.7,62.1,63.4,Proportion,"62.7 (62.1, 63.4)",110233,education,Secondary
Urban,htn_unscreened,15.4,14.3,16.4,Proportion,"15.4 (14.3, 16.4)",22198,education,Higher
Urban,htn_undiagnosed,56,54.7,57.4,Proportion,"56 (54.7, 57.4)",22198,education,Higher
Urban,htn_unscreened,20.8,19.2,22.3,Proportion,"20.8 (19.2, 22.3)",26050,education,No education
Urban,htn_undiagnosed,59.4,57.6,61.1,Proportion,"59.4 (57.6, 61.1)",26050,education,No education
