residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,73.5,73,73.9,Proportion,"73.5 (73, 73.9)",320528,,NA
Rural,htn_diagnosed,37.5,36.9,38.1,Proportion,"37.5 (36.9, 38.1)",320528,,NA
Urban,htn_screened,82,81.2,82.7,Proportion,"82 (81.2, 82.7)",119385,,NA
Urban,htn_diagnosed,41.7,40.8,42.6,Proportion,"41.7 (40.8, 42.6)",119385,,NA
Rural,htn_screened,80.3,79.8,80.8,Proportion,"80.3 (79.8, 80.8)",165100,sex,Female
Rural,htn_diagnosed,45.6,44.9,46.3,Proportion,"45.6 (44.9, 46.3)",165100,sex,Female
Rural,htn_screened,65.3,64.7,65.9,Proportion,"65.3 (64.7, 65.9)",155428,sex,Male
Rural,htn_diagnosed,27.8,27.3,28.4,Proportion,"27.8 (27.3, 28.4)",155428,sex,Male
Urban,htn_screened,87.7,86.9,88.4,Proportion,"87.7 (86.9, 88.4)",60417,sex,Female
Urban,htn_diagnosed,50,48.9,51.1,Proportion,"50 (48.9, 51.1)",60417,sex,Female
Urban,htn_screened,76.3,75.4,77.2,Proportion,"76.3 (75.4, 77.2)",58968,sex,Male
Urban,htn_diagnosed,33.5,32.6,34.4,Proportion,"33.5 (32.6, 34.4)",58968,sex,Male
Rural,htn_screened,70.6,69.9,71.2,Proportion,"70.6 (69.9, 71.2)",81707,age_category,18-39
Rural,htn_diagnosed,35.7,34.8,36.5,Proportion,"35.7 (34.8, 36.5)",81707,age_category,18-39
Rural,htn_screened,75.9,75.5,76.3,Proportion,"75.9 (75.5, 76.3)",168464,age_category,40-64
Rural,htn_diagnosed,37.9,37.4,38.4,Proportion,"37.9 (37.4, 38.4)",168464,age_category,40-64
Rural,htn_screened,79.9,79.4,80.4,Proportion,"79.9 (79.4, 80.4)",70357,age_category,65 plus
Rural,htn_diagnosed,46,45.3,46.6,Proportion,"46 (45.3, 46.6)",70357,age_category,65 plus
Urban,htn_screened,73.9,72.7,75.1,Proportion,"73.9 (72.7, 75.1)",29509,age_category,18-39
Urban,htn_diagnosed,31,29.6,32.5,Proportion,"31 (29.6, 32.5)",29509,age_category,18-39
Urban,htn_screened,86.6,86,87.2,Proportion,"86.6 (86, 87.2)",65384,age_category,40-64
Urban,htn_diagnosed,46,45.1,46.8,Proportion,"46 (45.1, 46.8)",65384,age_category,40-64
Urban,htn_screened,91.7,91,92.3,Proportion,"91.7 (91, 92.3)",24492,age_category,65 plus
Urban,htn_diagnosed,60.6,59.4,61.8,Proportion,"60.6 (59.4, 61.8)",24492,age_category,65 plus
Rural,htn_screened,75.9,75,76.8,Proportion,"75.9 (75, 76.8)",21418,education,Higher
Rural,htn_diagnosed,38.4,37.2,39.5,Proportion,"38.4 (37.2, 39.5)",21418,education,Higher
Rural,htn_screened,72.5,71.8,73.1,Proportion,"72.5 (71.8, 73.1)",134409,education,No education
Rural,htn_diagnosed,37.7,36.9,38.6,Proportion,"37.7 (36.9, 38.6)",134409,education,No education
Rural,htn_screened,73.6,72.8,74.4,Proportion,"73.6 (72.8, 74.4)",54468,education,Primary
Rural,htn_diagnosed,37.2,36.3,38.1,Proportion,"37.2 (36.3, 38.1)",54468,education,Primary
Rural,htn_screened,74.2,73.6,74.7,Proportion,"74.2 (73.6, 74.7)",110233,education,Secondary
Rural,htn_diagnosed,37.3,36.6,37.9,Proportion,"37.3 (36.6, 37.9)",110233,education,Secondary
Urban,htn_screened,84.6,83.6,85.7,Proportion,"84.6 (83.6, 85.7)",22198,education,Higher
Urban,htn_diagnosed,44,42.6,45.3,Proportion,"44 (42.6, 45.3)",22198,education,Higher
Urban,htn_screened,79.2,77.7,80.8,Proportion,"79.2 (77.7, 80.8)",26050,education,No education
Urban,htn_diagnosed,40.6,38.9,42.4,Proportion,"40.6 (38.9, 42.4)",26050,education,No education
Urban,htn_screened,81.1,79.8,82.5,Proportion,"81.1 (79.8, 82.5)",17464,education,Primary
Urban,htn_diagnosed,39.9,38.5,41.4,Proportion,"39.9 (38.5, 41.4)",17464,education,Primary
Urban,htn_screened,82.4,81.6,83.1,Proportion,"82.4 (81.6, 83.1)",53673,education,Secondary
Urban,htn_diagnosed,41.8,40.8,42.8,Proportion,"41.8 (40.8, 42.8)",53673,education,Secondary
Rural,htn_screened,77.1,76.3,77.9,Proportion,"77.1 (76.3, 77.9)",75644,caste,General
Rural,htn_diagnosed,42.2,41.2,43.1,Proportion,"42.2 (41.2, 43.1)",75644,caste,General
Rural,htn_screened,75.3,74.6,75.9,Proportion,"75.3 (74.6, 75.9)",117059,caste,OBC
Rural,htn_diagnosed,38.6,37.8,39.5,Proportion,"38.6 (37.8, 39.5)",117059,caste,OBC
Rural,htn_screened,73.6,72.8,74.5,Proportion,"73.6 (72.8, 74.5)",60856,caste,Schedule Caste
Rural,htn_diagnosed,36.8,35.8,37.8,Proportion,"36.8 (35.8, 37.8)",60856,caste,Schedule Caste
Rural,htn_screened,57.5,56.3,58.6,Proportion,"57.5 (56.3, 58.6)",66969,caste,Schedule Tribe
Rural,htn_diagnosed,23.6,22.6,24.6,Proportion,"23.6 (22.6, 24.6)",66969,caste,Schedule Tribe
Urban,htn_screened,83.7,82.7,84.7,Proportion,"83.7 (82.7, 84.7)",40747,caste,General
Urban,htn_diagnosed,42.7,41.4,44,Proportion,"42.7 (41.4, 44)",40747,caste,General
Urban,htn_screened,82.1,81.2,83.1,Proportion,"82.1 (81.2, 83.1)",46785,caste,OBC
Urban,htn_diagnosed,42.1,40.9,43.3,Proportion,"42.1 (40.9, 43.3)",46785,caste,OBC
Urban,htn_screened,80.2,78.9,81.5,Proportion,"80.2 (78.9, 81.5)",20129,caste,Schedule Caste
