residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,60.8,60.4,61.2,Proportion,"60.8 (60.4, 61.2)",1232508,,NA
Rural,htn_disease,24.9,24.7,25.1,Proportion,"24.9 (24.7, 25.1)",1232508,,NA
Rural,htn_diagnosed,9.7,9.5,9.8,Proportion,"9.7 (9.5, 9.8)",1232508,,NA
Rural,htn_treated,4.9,4.8,4.9,Proportion,"4.9 (4.8, 4.9)",1232508,,NA
Rural,htn_controlled,2.2,2.2,2.3,Proportion,"2.2 (2.2, 2.3)",1232508,,NA
Urban,htn_screened,73.6,72.9,74.3,Proportion,"73.6 (72.9, 74.3)",403369,,NA
Urban,htn_disease,31.6,31.2,32,Proportion,"31.6 (31.2, 32)",403369,,NA
Urban,htn_diagnosed,14.8,14.4,15.1,Proportion,"14.8 (14.4, 15.1)",403369,,NA
Urban,htn_treated,10.2,10,10.5,Proportion,"10.2 (10, 10.5)",403369,,NA
Urban,htn_controlled,4.7,4.6,4.9,Proportion,"4.7 (4.6, 4.9)",403369,,NA
Rural,htn_screened,67,66.6,67.4,Proportion,"67 (66.6, 67.4)",652060,sex,Female
Rural,htn_disease,22.9,22.7,23.1,Proportion,"22.9 (22.7, 23.1)",652060,sex,Female
Rural,htn_diagnosed,10.5,10.3,10.7,Proportion,"10.5 (10.3, 10.7)",652060,sex,Female
Rural,htn_treated,5,4.9,5.1,Proportion,"5 (4.9, 5.1)",652060,sex,Female
Rural,htn_controlled,2.4,2.3,2.5,Proportion,"2.4 (2.3, 2.5)",652060,sex,Female
Rural,htn_screened,54,53.6,54.4,Proportion,"54 (53.6, 54.4)",580448,sex,Male
Rural,htn_disease,27.2,27,27.5,Proportion,"27.2 (27, 27.5)",580448,sex,Male
Rural,htn_diagnosed,8.8,8.6,8.9,Proportion,"8.8 (8.6, 8.9)",580448,sex,Male
Rural,htn_treated,4.7,4.6,4.8,Proportion,"4.7 (4.6, 4.8)",580448,sex,Male
Rural,htn_controlled,2.1,2,2.1,Proportion,"2.1 (2, 2.1)",580448,sex,Male
Urban,htn_screened,78.5,77.9,79.2,Proportion,"78.5 (77.9, 79.2)",212107,sex,Female
Urban,htn_disease,29.1,28.7,29.6,Proportion,"29.1 (28.7, 29.6)",212107,sex,Female
Urban,htn_diagnosed,15.6,15.2,16,Proportion,"15.6 (15.2, 16)",212107,sex,Female
Urban,htn_treated,10.5,10.2,10.8,Proportion,"10.5 (10.2, 10.8)",212107,sex,Female
Urban,htn_controlled,5,4.8,5.2,Proportion,"5 (4.8, 5.2)",212107,sex,Female
Urban,htn_screened,68.7,67.9,69.4,Proportion,"68.7 (67.9, 69.4)",191262,sex,Male
Urban,htn_disease,34.1,33.6,34.6,Proportion,"34.1 (33.6, 34.6)",191262,sex,Male
Urban,htn_diagnosed,14,13.6,14.4,Proportion,"14 (13.6, 14.4)",191262,sex,Male
Urban,htn_treated,9.9,9.6,10.2,Proportion,"9.9 (9.6, 10.2)",191262,sex,Male
Urban,htn_controlled,4.4,4.2,4.6,Proportion,"4.4 (4.2, 4.6)",191262,sex,Male
Rural,htn_screened,55.4,55,55.8,Proportion,"55.4 (55, 55.8)",611292,age_category,18-39
Rural,htn_disease,13.6,13.4,13.8,Proportion,"13.6 (13.4, 13.8)",611292,age_category,18-39
Rural,htn_diagnosed,4.8,4.7,5,Proportion,"4.8 (4.7, 5)",611292,age_category,18-39
Rural,htn_treated,1.1,1,1.1,Proportion,"1.1 (1, 1.1)",611292,age_category,18-39
