REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,htn_screened,68.7,63,74.5,Proportion,"68.7 (63, 74.5)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_disease,60.1,56.5,63.7,Proportion,"60.1 (56.5, 63.7)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_diagnosed,16.2,12.5,19.9,Proportion,"16.2 (12.5, 19.9)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_treated,10.6,8,13.2,Proportion,"10.6 (8, 13.2)",2892,,NA,Jammu & Kashmir,1,Kupwara
1,htn_controlled,5.2,3.8,6.7,Proportion,"5.2 (3.8, 6.7)",2892,,NA,Jammu & Kashmir,1,Kupwara
2,htn_screened,79.4,74.9,84,Proportion,"79.4 (74.9, 84)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_disease,60.4,54.6,66.3,Proportion,"60.4 (54.6, 66.3)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_diagnosed,12.6,10.1,15.2,Proportion,"12.6 (10.1, 15.2)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_treated,8.7,6.4,11,Proportion,"8.7 (6.4, 11)",2892,,NA,Jammu & Kashmir,1,Badgam
2,htn_controlled,3.3,2.1,4.5,Proportion,"3.3 (2.1, 4.5)",2892,,NA,Jammu & Kashmir,1,Badgam
3,htn_screened,76.2,71.8,80.7,Proportion,"76.2 (71.8, 80.7)",2751,,NA,Ladakh,37,Leh
3,htn_disease,56.4,50.9,61.8,Proportion,"56.4 (50.9, 61.8)",2751,,NA,Ladakh,37,Leh
3,htn_diagnosed,12.2,8.9,15.6,Proportion,"12.2 (8.9, 15.6)",2751,,NA,Ladakh,37,Leh
3,htn_treated,5.6,4.1,7.2,Proportion,"5.6 (4.1, 7.2)",2751,,NA,Ladakh,37,Leh
3,htn_controlled,2.7,1.8,3.6,Proportion,"2.7 (1.8, 3.6)",2751,,NA,Ladakh,37,Leh
4,htn_screened,70.5,65.1,75.9,Proportion,"70.5 (65.1, 75.9)",2943,,NA,Ladakh,37,Kargil
4,htn_disease,62,57.3,66.8,Proportion,"62 (57.3, 66.8)",2943,,NA,Ladakh,37,Kargil
4,htn_diagnosed,21.3,14.7,27.9,Proportion,"21.3 (14.7, 27.9)",2943,,NA,Ladakh,37,Kargil
4,htn_treated,9.3,6.7,12,Proportion,"9.3 (6.7, 12)",2943,,NA,Ladakh,37,Kargil
4,htn_controlled,3.2,2.2,4.2,Proportion,"3.2 (2.2, 4.2)",2943,,NA,Ladakh,37,Kargil
5,htn_screened,71.9,64.8,79,Proportion,"71.9 (64.8, 79)",2860,,NA,Jammu & Kashmir,1,Punch
5,htn_disease,61.1,55.7,66.5,Proportion,"61.1 (55.7, 66.5)",2860,,NA,Jammu & Kashmir,1,Punch
5,htn_diagnosed,14.2,11.1,17.4,Proportion,"14.2 (11.1, 17.4)",2860,,NA,Jammu & Kashmir,1,Punch
5,htn_treated,10,6.8,13.1,Proportion,"10 (6.8, 13.1)",2860,,NA,Jammu & Kashmir,1,Punch
5,htn_controlled,2.8,1.9,3.8,Proportion,"2.8 (1.9, 3.8)",2860,,NA,Jammu & Kashmir,1,Punch
6,htn_screened,75.8,68.1,83.4,Proportion,"75.8 (68.1, 83.4)",2872,,NA,Jammu & Kashmir,1,Rajouri
6,htn_disease,58.3,50.7,65.9,Proportion,"58.3 (50.7, 65.9)",2872,,NA,Jammu & Kashmir,1,Rajouri
6,htn_diagnosed,8.3,6.3,10.3,Proportion,"8.3 (6.3, 10.3)",2872,,NA,Jammu & Kashmir,1,Rajouri
6,htn_treated,5.2,4,6.4,Proportion,"5.2 (4, 6.4)",2872,,NA,Jammu & Kashmir,1,Rajouri
6,htn_controlled,1.8,1.1,2.5,Proportion,"1.8 (1.1, 2.5)",2872,,NA,Jammu & Kashmir,1,Rajouri
7,htn_screened,82,77.8,86.3,Proportion,"82 (77.8, 86.3)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_disease,58.3,53.6,63,Proportion,"58.3 (53.6, 63)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_diagnosed,4.2,2.4,5.9,Proportion,"4.2 (2.4, 5.9)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_treated,3.2,1.6,4.9,Proportion,"3.2 (1.6, 4.9)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_controlled,1.7,0.3,3.1,Proportion,"1.7 (0.3, 3.1)",2717,,NA,Jammu & Kashmir,1,Kathua
8,htn_screened,69.2,64.8,73.7,Proportion,"69.2 (64.8, 73.7)",3147,,NA,Jammu & Kashmir,1,Baramula
8,htn_disease,62.2,58.2,66.2,Proportion,"62.2 (58.2, 66.2)",3147,,NA,Jammu & Kashmir,1,Baramula
8,htn_diagnosed,11.9,9.6,14.1,Proportion,"11.9 (9.6, 14.1)",3147,,NA,Jammu & Kashmir,1,Baramula
8,htn_treated,9.9,8,11.8,Proportion,"9.9 (8, 11.8)",3147,,NA,Jammu & Kashmir,1,Baramula
8,htn_controlled,5,3.9,6.1,Proportion,"5 (3.9, 6.1)",3147,,NA,Jammu & Kashmir,1,Baramula
9,htn_screened,63.9,58.8,68.9,Proportion,"63.9 (58.8, 68.9)",2865,,NA,Jammu & Kashmir,1,Bandipore
9,htn_disease,55.2,50.6,59.9,Proportion,"55.2 (50.6, 59.9)",2865,,NA,Jammu & Kashmir,1,Bandipore
9,htn_diagnosed,17.2,11.9,22.5,Proportion,"17.2 (11.9, 22.5)",2865,,NA,Jammu & Kashmir,1,Bandipore
