residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_unscreened,35.2,34.8,35.6,Proportion,"35.2 (34.8, 35.6)",764739,,NA
Rural,htn_undiagnosed,83.1,82.8,83.3,Proportion,"83.1 (82.8, 83.3)",764739,,NA
Urban,htn_unscreened,23.9,23.2,24.5,Proportion,"23.9 (23.2, 24.5)",264159,,NA
Urban,htn_undiagnosed,78.9,78.4,79.4,Proportion,"78.9 (78.4, 79.4)",264159,,NA
Rural,htn_unscreened,28.4,28,28.8,Proportion,"28.4 (28, 28.8)",377512,sex,Female
Rural,htn_undiagnosed,79.1,78.7,79.4,Proportion,"79.1 (78.7, 79.4)",377512,sex,Female
Rural,htn_unscreened,42.1,41.6,42.5,Proportion,"42.1 (41.6, 42.5)",387227,sex,Male
Rural,htn_undiagnosed,87.1,86.8,87.3,Proportion,"87.1 (86.8, 87.3)",387227,sex,Male
Urban,htn_unscreened,17.8,17.2,18.5,Proportion,"17.8 (17.2, 18.5)",128518,sex,Female
Urban,htn_undiagnosed,74.2,73.7,74.8,Proportion,"74.2 (73.7, 74.8)",128518,sex,Female
Urban,htn_unscreened,29.7,28.9,30.4,Proportion,"29.7 (28.9, 30.4)",135641,sex,Male
Urban,htn_undiagnosed,83.4,82.9,83.8,Proportion,"83.4 (82.9, 83.8)",135641,sex,Male
Rural,htn_unscreened,43.2,42.7,43.6,Proportion,"43.2 (42.7, 43.6)",303724,age_category,18-39
Rural,htn_undiagnosed,90.4,90.1,90.7,Proportion,"90.4 (90.1, 90.7)",303724,age_category,18-39
Rural,htn_unscreened,31.5,31.1,31.9,Proportion,"31.5 (31.1, 31.9)",352227,age_category,40-64
Rural,htn_undiagnosed,81.3,81,81.6,Proportion,"81.3 (81, 81.6)",352227,age_category,40-64
Rural,htn_unscreened,25.9,25.4,26.3,Proportion,"25.9 (25.4, 26.3)",108788,age_category,65 plus
Rural,htn_undiagnosed,69.3,68.8,69.8,Proportion,"69.3 (68.8, 69.8)",108788,age_category,65 plus
Urban,htn_unscreened,35,34.1,35.8,Proportion,"35 (34.1, 35.8)",104005,age_category,18-39
Urban,htn_undiagnosed,91.2,90.8,91.7,Proportion,"91.2 (90.8, 91.7)",104005,age_category,18-39
Urban,htn_unscreened,18.3,17.7,19,Proportion,"18.3 (17.7, 19)",125272,age_category,40-64
Urban,htn_undiagnosed,75.6,75.1,76.1,Proportion,"75.6 (75.1, 76.1)",125272,age_category,40-64
Urban,htn_unscreened,12.4,11.7,13.1,Proportion,"12.4 (11.7, 13.1)",34882,age_category,65 plus
Urban,htn_undiagnosed,56.3,55.3,57.3,Proportion,"56.3 (55.3, 57.3)",34882,age_category,65 plus
Rural,htn_unscreened,37.5,36.8,38.1,Proportion,"37.5 (36.8, 38.1)",65927,education,Higher
Rural,htn_undiagnosed,86.7,86.2,87.2,Proportion,"86.7 (86.2, 87.2)",65927,education,Higher
Rural,htn_unscreened,34.9,34.4,35.3,Proportion,"34.9 (34.4, 35.3)",278839,education,No education
Rural,htn_undiagnosed,80.9,80.6,81.2,Proportion,"80.9 (80.6, 81.2)",278839,education,No education
Rural,htn_unscreened,33.3,32.8,33.9,Proportion,"33.3 (32.8, 33.9)",122640,education,Primary
Rural,htn_undiagnosed,81.5,81.1,81.9,Proportion,"81.5 (81.1, 81.9)",122640,education,Primary
Rural,htn_unscreened,35.9,35.4,36.3,Proportion,"35.9 (35.4, 36.3)",297333,education,Secondary
Rural,htn_undiagnosed,85,84.7,85.3,Proportion,"85 (84.7, 85.3)",297333,education,Secondary
Urban,htn_unscreened,23.8,22.9,24.8,Proportion,"23.8 (22.9, 24.8)",58278,education,Higher
Urban,htn_undiagnosed,82.5,81.9,83.2,Proportion,"82.5 (81.9, 83.2)",58278,education,Higher
Urban,htn_unscreened,23.3,22.3,24.2,Proportion,"23.3 (22.3, 24.2)",48821,education,No education
Urban,htn_undiagnosed,74.3,73.5,75.1,Proportion,"74.3 (73.5, 75.1)",48821,education,No education
Urban,htn_unscreened,22.4,21.4,23.3,Proportion,"22.4 (21.4, 23.3)",33642,education,Primary
Urban,htn_undiagnosed,75.1,74.3,76,Proportion,"75.1 (74.3, 76)",33642,education,Primary
Urban,htn_unscreened,24.6,23.8,25.3,Proportion,"24.6 (23.8, 25.3)",123418,education,Secondary
Urban,htn_undiagnosed,80,79.5,80.6,Proportion,"80 (79.5, 80.6)",123418,education,Secondary
Rural,htn_unscreened,30.6,29.9,31.2,Proportion,"30.6 (29.9, 31.2)",173354,caste,General
Rural,htn_undiagnosed,79.3,78.8,79.7,Proportion,"79.3 (78.8, 79.7)",173354,caste,General
Rural,htn_unscreened,33.5,33.1,34,Proportion,"33.5 (33.1, 34)",275232,caste,OBC
Rural,htn_undiagnosed,82.6,82.2,82.9,Proportion,"82.6 (82.2, 82.9)",275232,caste,OBC
Rural,htn_unscreened,35.9,35.2,36.5,Proportion,"35.9 (35.2, 36.5)",145726,caste,Schedule Caste
Rural,htn_undiagnosed,84.2,83.8,84.6,Proportion,"84.2 (83.8, 84.6)",145726,caste,Schedule Caste
Rural,htn_unscreened,49.2,48.3,50.1,Proportion,"49.2 (48.3, 50.1)",170427,caste,Schedule Tribe
Rural,htn_undiagnosed,90.3,89.9,90.7,Proportion,"90.3 (89.9, 90.7)",170427,caste,Schedule Tribe
Urban,htn_unscreened,21.3,20.4,22.2,Proportion,"21.3 (20.4, 22.2)",89237,caste,General
Urban,htn_undiagnosed,77.5,76.8,78.1,Proportion,"77.5 (76.8, 78.1)",89237,caste,General
Urban,htn_unscreened,23.7,22.9,24.5,Proportion,"23.7 (22.9, 24.5)",102077,caste,OBC
Urban,htn_undiagnosed,78.5,77.9,79.1,Proportion,"78.5 (77.9, 79.1)",102077,caste,OBC
Urban,htn_unscreened,26.9,25.8,28,Proportion,"26.9 (25.8, 28)",45660,caste,Schedule Caste
Urban,htn_undiagnosed,81.6,80.8,82.4,Proportion,"81.6 (80.8, 82.4)",45660,caste,Schedule Caste
Urban,htn_unscreened,33.9,31.4,36.5,Proportion,"33.9 (31.4, 36.5)",27185,caste,Schedule Tribe
Urban,htn_undiagnosed,82.9,81.6,84.2,Proportion,"82.9 (81.6, 84.2)",27185,caste,Schedule Tribe
Rural,htn_unscreened,36.3,35.9,36.7,Proportion,"36.3 (35.9, 36.7)",583055,religion,Hindu
Rural,htn_undiagnosed,83.7,83.4,84,Proportion,"83.7 (83.4, 84)",583055,religion,Hindu
Rural,htn_unscreened,30.6,29.7,31.6,Proportion,"30.6 (29.7, 31.6)",74481,religion,Muslim
Rural,htn_undiagnosed,81,80.2,81.7,Proportion,"81 (80.2, 81.7)",74481,religion,Muslim
Rural,htn_unscreened,27.3,26.3,28.4,Proportion,"27.3 (26.3, 28.4)",107203,religion,Other
Rural,htn_undiagnosed,77.6,76.8,78.5,Proportion,"77.6 (76.8, 78.5)",107203,religion,Other
Urban,htn_unscreened,23.9,23.2,24.6,Proportion,"23.9 (23.2, 24.6)",193371,religion,Hindu
Urban,htn_undiagnosed,79.1,78.6,79.6,Proportion,"79.1 (78.6, 79.6)",193371,religion,Hindu
Urban,htn_unscreened,26.2,24.8,27.7,Proportion,"26.2 (24.8, 27.7)",40192,religion,Muslim
Urban,htn_undiagnosed,80.2,79.1,81.2,Proportion,"80.2 (79.1, 81.2)",40192,religion,Muslim
Urban,htn_unscreened,17.6,16.2,19,Proportion,"17.6 (16.2, 19)",30596,religion,Other
Urban,htn_undiagnosed,73.1,71.7,74.4,Proportion,"73.1 (71.7, 74.4)",30596,religion,Other
Rural,htn_unscreened,43.5,42.8,44.1,Proportion,"43.5 (42.8, 44.1)",150828,swealthq_ur,1
Rural,htn_undiagnosed,86.4,86,86.7,Proportion,"86.4 (86, 86.7)",150828,swealthq_ur,1
Rural,htn_unscreened,38.9,38.3,39.5,Proportion,"38.9 (38.3, 39.5)",149077,swealthq_ur,2
Rural,htn_undiagnosed,85.2,84.9,85.6,Proportion,"85.2 (84.9, 85.6)",149077,swealthq_ur,2
Rural,htn_unscreened,35.6,35.1,36.2,Proportion,"35.6 (35.1, 36.2)",151199,swealthq_ur,3
Rural,htn_undiagnosed,83.6,83.3,84,Proportion,"83.6 (83.3, 84)",151199,swealthq_ur,3
Rural,htn_unscreened,32.5,32,33,Proportion,"32.5 (32, 33)",153974,swealthq_ur,4
