state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,htn_unscreened,20.2,18.6,21.8,Proportion,"20.2 (18.6, 21.8)",26558,,NA,Jammu & Kashmir,North
1,Rural,htn_undiagnosed,79.2,77.8,80.6,Proportion,"79.2 (77.8, 80.6)",26558,,NA,Jammu & Kashmir,North
1,Urban,htn_unscreened,18.3,14.8,21.8,Proportion,"18.3 (14.8, 21.8)",6040,,NA,Jammu & Kashmir,North
1,Urban,htn_undiagnosed,72.2,69,75.4,Proportion,"72.2 (69, 75.4)",6040,,NA,Jammu & Kashmir,North
2,Rural,htn_unscreened,20.7,19.3,22.1,Proportion,"20.7 (19.3, 22.1)",15173,,NA,Himachal Pradesh,North
2,Rural,htn_undiagnosed,77.1,75.7,78.6,Proportion,"77.1 (75.7, 78.6)",15173,,NA,Himachal Pradesh,North
2,Urban,htn_unscreened,15.6,12.8,18.4,Proportion,"15.6 (12.8, 18.4)",1323,,NA,Himachal Pradesh,North
2,Urban,htn_undiagnosed,74.8,69.6,80.1,Proportion,"74.8 (69.6, 80.1)",1323,,NA,Himachal Pradesh,North
3,Rural,htn_unscreened,17.4,16.2,18.7,Proportion,"17.4 (16.2, 18.7)",26302,,NA,Punjab,North
3,Rural,htn_undiagnosed,72.5,71.1,74,Proportion,"72.5 (71.1, 74)",26302,,NA,Punjab,North
3,Urban,htn_unscreened,14.3,12.6,16.1,Proportion,"14.3 (12.6, 16.1)",11400,,NA,Punjab,North
3,Urban,htn_undiagnosed,72.8,70.8,74.8,Proportion,"72.8 (70.8, 74.8)",11400,,NA,Punjab,North
4,Rural,htn_unscreened,8.3,8.3,8.3,Proportion,"8.3 (8.3, 8.3)",36,,NA,Chandigarh,North
4,Rural,htn_undiagnosed,88.9,88.9,88.9,Proportion,"88.9 (88.9, 88.9)",36,,NA,Chandigarh,North
4,Urban,htn_unscreened,14,9.2,18.9,Proportion,"14 (9.2, 18.9)",860,,NA,Chandigarh,North
4,Urban,htn_undiagnosed,76.3,70.7,82,Proportion,"76.3 (70.7, 82)",860,,NA,Chandigarh,North
5,Rural,htn_unscreened,29.8,28.1,31.5,Proportion,"29.8 (28.1, 31.5)",15671,,NA,Uttarakhand,Central
5,Rural,htn_undiagnosed,83.6,82.4,84.8,Proportion,"83.6 (82.4, 84.8)",15671,,NA,Uttarakhand,Central
5,Urban,htn_unscreened,19.4,16.5,22.4,Proportion,"19.4 (16.5, 22.4)",3513,,NA,Uttarakhand,Central
5,Urban,htn_undiagnosed,77,74.2,79.7,Proportion,"77 (74.2, 79.7)",3513,,NA,Uttarakhand,Central
6,Rural,htn_unscreened,26.1,24.9,27.3,Proportion,"26.1 (24.9, 27.3)",22981,,NA,Haryana,North
6,Rural,htn_undiagnosed,80.5,79.3,81.7,Proportion,"80.5 (79.3, 81.7)",22981,,NA,Haryana,North
6,Urban,htn_unscreened,20.5,18.9,22.1,Proportion,"20.5 (18.9, 22.1)",10441,,NA,Haryana,North
6,Urban,htn_undiagnosed,78,76,80,Proportion,"78 (76, 80)",10441,,NA,Haryana,North
7,Rural,htn_unscreened,15.3,9.1,21.4,Proportion,"15.3 (9.1, 21.4)",549,,NA,Nct Of Delhi,North
7,Rural,htn_undiagnosed,75.1,64.6,85.7,Proportion,"75.1 (64.6, 85.7)",549,,NA,Nct Of Delhi,North
7,Urban,htn_unscreened,18.2,16.9,19.6,Proportion,"18.2 (16.9, 19.6)",14476,,NA,Nct Of Delhi,North
7,Urban,htn_undiagnosed,81.7,80.6,82.8,Proportion,"81.7 (80.6, 82.8)",14476,,NA,Nct Of Delhi,North
8,Rural,htn_unscreened,45,43.5,46.4,Proportion,"45 (43.5, 46.4)",44629,,NA,Rajasthan,North
8,Rural,htn_undiagnosed,87.7,86.8,88.6,Proportion,"87.7 (86.8, 88.6)",44629,,NA,Rajasthan,North
8,Urban,htn_unscreened,32.1,29.4,34.8,Proportion,"32.1 (29.4, 34.8)",13494,,NA,Rajasthan,North
8,Urban,htn_undiagnosed,81.6,79.4,83.8,Proportion,"81.6 (79.4, 83.8)",13494,,NA,Rajasthan,North
9,Rural,htn_unscreened,37.2,36.2,38.1,Proportion,"37.2 (36.2, 38.1)",95550,,NA,Uttar Pradesh,Central
9,Rural,htn_undiagnosed,83.5,82.7,84.3,Proportion,"83.5 (82.7, 84.3)",95550,,NA,Uttar Pradesh,Central
9,Urban,htn_unscreened,28.3,26.4,30.1,Proportion,"28.3 (26.4, 30.1)",24972,,NA,Uttar Pradesh,Central
9,Urban,htn_undiagnosed,83,81.6,84.4,Proportion,"83 (81.6, 84.4)",24972,,NA,Uttar Pradesh,Central
10,Rural,htn_unscreened,33.9,32.9,35,Proportion,"33.9 (32.9, 35)",40505,,NA,Bihar,East
10,Rural,htn_undiagnosed,75.1,73.8,76.3,Proportion,"75.1 (73.8, 76.3)",40505,,NA,Bihar,East
10,Urban,htn_unscreened,24.4,21.8,27,Proportion,"24.4 (21.8, 27)",5434,,NA,Bihar,East
10,Urban,htn_undiagnosed,68.7,64.6,72.8,Proportion,"68.7 (64.6, 72.8)",5434,,NA,Bihar,East
11,Rural,htn_unscreened,22.8,19.7,25.8,Proportion,"22.8 (19.7, 25.8)",5357,,NA,Sikkim,North East
11,Rural,htn_undiagnosed,80.1,77.9,82.3,Proportion,"80.1 (77.9, 82.3)",5357,,NA,Sikkim,North East
11,Urban,htn_unscreened,23.6,17.1,30.1,Proportion,"23.6 (17.1, 30.1)",811,,NA,Sikkim,North East
11,Urban,htn_undiagnosed,74.9,69.8,80,Proportion,"74.9 (69.8, 80)",811,,NA,Sikkim,North East
12,Rural,htn_unscreened,37.6,35.4,39.7,Proportion,"37.6 (35.4, 39.7)",27289,,NA,Arunachal Pradesh,North East
12,Rural,htn_undiagnosed,85.9,84.6,87.2,Proportion,"85.9 (84.6, 87.2)",27289,,NA,Arunachal Pradesh,North East
12,Urban,htn_unscreened,26.7,23,30.5,Proportion,"26.7 (23, 30.5)",6227,,NA,Arunachal Pradesh,North East
12,Urban,htn_undiagnosed,79.6,76.3,82.8,Proportion,"79.6 (76.3, 82.8)",6227,,NA,Arunachal Pradesh,North East
13,Rural,htn_unscreened,42.9,39.7,46.1,Proportion,"42.9 (39.7, 46.1)",11730,,NA,Nagaland,North East
13,Rural,htn_undiagnosed,83.7,81.8,85.5,Proportion,"83.7 (81.8, 85.5)",11730,,NA,Nagaland,North East
13,Urban,htn_unscreened,31.1,26.2,36,Proportion,"31.1 (26.2, 36)",3919,,NA,Nagaland,North East
13,Urban,htn_undiagnosed,76.4,72.9,79.8,Proportion,"76.4 (72.9, 79.8)",3919,,NA,Nagaland,North East
14,Rural,htn_unscreened,16.1,14.6,17.6,Proportion,"16.1 (14.6, 17.6)",9709,,NA,Manipur,North East
14,Rural,htn_undiagnosed,80.5,79,81.9,Proportion,"80.5 (79, 81.9)",9709,,NA,Manipur,North East
14,Urban,htn_unscreened,10.4,8.9,12,Proportion,"10.4 (8.9, 12)",3884,,NA,Manipur,North East
14,Urban,htn_undiagnosed,74.5,72.3,76.8,Proportion,"74.5 (72.3, 76.8)",3884,,NA,Manipur,North East
15,Rural,htn_unscreened,26.9,22.9,30.9,Proportion,"26.9 (22.9, 30.9)",5615,,NA,Mizoram,North East
15,Rural,htn_undiagnosed,85.3,83.4,87.2,Proportion,"85.3 (83.4, 87.2)",5615,,NA,Mizoram,North East
15,Urban,htn_unscreened,10.4,8.4,12.3,Proportion,"10.4 (8.4, 12.3)",4728,,NA,Mizoram,North East
15,Urban,htn_undiagnosed,75.5,72.5,78.6,Proportion,"75.5 (72.5, 78.6)",4728,,NA,Mizoram,North East
16,Rural,htn_unscreened,29.9,27.1,32.8,Proportion,"29.9 (27.1, 32.8)",7503,,NA,Tripura,North East
16,Rural,htn_undiagnosed,78.8,76.9,80.7,Proportion,"78.8 (76.9, 80.7)",7503,,NA,Tripura,North East
16,Urban,htn_unscreened,13,10,16,Proportion,"13 (10, 16)",2006,,NA,Tripura,North East
16,Urban,htn_undiagnosed,69,64.8,73.1,Proportion,"69 (64.8, 73.1)",2006,,NA,Tripura,North East
17,Rural,htn_unscreened,49.6,46.2,53.1,Proportion,"49.6 (46.2, 53.1)",13185,,NA,Meghalaya,North East
17,Rural,htn_undiagnosed,89.5,88.2,90.8,Proportion,"89.5 (88.2, 90.8)",13185,,NA,Meghalaya,North East
17,Urban,htn_unscreened,28.7,22.2,35.2,Proportion,"28.7 (22.2, 35.2)",1746,,NA,Meghalaya,North East
17,Urban,htn_undiagnosed,83.3,80.2,86.3,Proportion,"83.3 (80.2, 86.3)",1746,,NA,Meghalaya,North East
18,Rural,htn_unscreened,30.1,28.8,31.5,Proportion,"30.1 (28.8, 31.5)",39623,,NA,Assam,North East
18,Rural,htn_undiagnosed,81.8,80.9,82.7,Proportion,"81.8 (80.9, 82.7)",39623,,NA,Assam,North East
18,Urban,htn_unscreened,20.8,18.4,23.3,Proportion,"20.8 (18.4, 23.3)",6200,,NA,Assam,North East
18,Urban,htn_undiagnosed,75.6,73.4,77.8,Proportion,"75.6 (73.4, 77.8)",6200,,NA,Assam,North East
19,Rural,htn_unscreened,35.8,33.8,37.7,Proportion,"35.8 (33.8, 37.7)",18811,,NA,West Bengal,East
19,Rural,htn_undiagnosed,84.4,83.5,85.4,Proportion,"84.4 (83.5, 85.4)",18811,,NA,West Bengal,East
19,Urban,htn_unscreened,25.5,22.5,28.6,Proportion,"25.5 (22.5, 28.6)",9454,,NA,West Bengal,East
19,Urban,htn_undiagnosed,81.1,79.5,82.7,Proportion,"81.1 (79.5, 82.7)",9454,,NA,West Bengal,East
20,Rural,htn_unscreened,45.4,43.7,47,Proportion,"45.4 (43.7, 47)",28247,,NA,Jharkhand,East
20,Rural,htn_undiagnosed,85.8,84.4,87.2,Proportion,"85.8 (84.4, 87.2)",28247,,NA,Jharkhand,East
20,Urban,htn_unscreened,29.8,26.7,32.9,Proportion,"29.8 (26.7, 32.9)",7797,,NA,Jharkhand,East
20,Urban,htn_undiagnosed,80.5,78.2,82.8,Proportion,"80.5 (78.2, 82.8)",7797,,NA,Jharkhand,East
21,Rural,htn_unscreened,50.2,48.8,51.5,Proportion,"50.2 (48.8, 51.5)",35972,,NA,Odisha,East
21,Rural,htn_undiagnosed,84.2,83.3,85.1,Proportion,"84.2 (83.3, 85.1)",35972,,NA,Odisha,East
21,Urban,htn_unscreened,33.7,31.1,36.3,Proportion,"33.7 (31.1, 36.3)",6214,,NA,Odisha,East
21,Urban,htn_undiagnosed,78.5,75.9,81.2,Proportion,"78.5 (75.9, 81.2)",6214,,NA,Odisha,East
22,Rural,htn_unscreened,42.4,40.4,44.4,Proportion,"42.4 (40.4, 44.4)",34008,,NA,Chhattisgarh,Central
22,Rural,htn_undiagnosed,90.9,90.1,91.7,Proportion,"90.9 (90.1, 91.7)",34008,,NA,Chhattisgarh,Central
22,Urban,htn_unscreened,28.4,25.3,31.5,Proportion,"28.4 (25.3, 31.5)",8170,,NA,Chhattisgarh,Central
22,Urban,htn_undiagnosed,83.4,81.1,85.6,Proportion,"83.4 (81.1, 85.6)",8170,,NA,Chhattisgarh,Central
23,Rural,htn_unscreened,49.7,48.4,50.9,Proportion,"49.7 (48.4, 50.9)",53261,,NA,Madhya Pradesh,Central
23,Rural,htn_undiagnosed,90.5,90,91.1,Proportion,"90.5 (90, 91.1)",53261,,NA,Madhya Pradesh,Central
23,Urban,htn_unscreened,33.9,31.5,36.3,Proportion,"33.9 (31.5, 36.3)",14673,,NA,Madhya Pradesh,Central
23,Urban,htn_undiagnosed,84.3,82.9,85.6,Proportion,"84.3 (82.9, 85.6)",14673,,NA,Madhya Pradesh,Central
24,Rural,htn_unscreened,46.8,45,48.7,Proportion,"46.8 (45, 48.7)",32949,,NA,Gujarat,West
24,Rural,htn_undiagnosed,88.4,87.7,89.1,Proportion,"88.4 (87.7, 89.1)",32949,,NA,Gujarat,West
