REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,htn_unscreened,21.4,16.1,26.8,Proportion,"21.4 (16.1, 26.8)",1751,,NA,Jammu & Kashmir,1,Kupwara
1,htn_undiagnosed,73.1,66.6,79.5,Proportion,"73.1 (66.6, 79.5)",1751,,NA,Jammu & Kashmir,1,Kupwara
2,htn_unscreened,16.1,11.9,20.3,Proportion,"16.1 (11.9, 20.3)",1763,,NA,Jammu & Kashmir,1,Badgam
2,htn_undiagnosed,79.1,75,83.3,Proportion,"79.1 (75, 83.3)",1763,,NA,Jammu & Kashmir,1,Badgam
3,htn_unscreened,16.3,11.7,20.8,Proportion,"16.3 (11.7, 20.8)",1547,,NA,Ladakh,37,Leh
3,htn_undiagnosed,78.4,73.2,83.5,Proportion,"78.4 (73.2, 83.5)",1547,,NA,Ladakh,37,Leh
4,htn_unscreened,20.6,15.2,25.9,Proportion,"20.6 (15.2, 25.9)",1812,,NA,Ladakh,37,Kargil
4,htn_undiagnosed,65.7,56.3,75.1,Proportion,"65.7 (56.3, 75.1)",1812,,NA,Ladakh,37,Kargil
5,htn_unscreened,21.8,15.6,28.1,Proportion,"21.8 (15.6, 28.1)",1750,,NA,Jammu & Kashmir,1,Punch
5,htn_undiagnosed,76.7,71.8,81.6,Proportion,"76.7 (71.8, 81.6)",1750,,NA,Jammu & Kashmir,1,Punch
6,htn_unscreened,21,14.3,27.8,Proportion,"21 (14.3, 27.8)",1660,,NA,Jammu & Kashmir,1,Rajouri
6,htn_undiagnosed,85.7,82.2,89.2,Proportion,"85.7 (82.2, 89.2)",1660,,NA,Jammu & Kashmir,1,Rajouri
7,htn_unscreened,12.1,8.6,15.7,Proportion,"12.1 (8.6, 15.7)",1591,,NA,Jammu & Kashmir,1,Kathua
7,htn_undiagnosed,92.8,89.6,96.1,Proportion,"92.8 (89.6, 96.1)",1591,,NA,Jammu & Kashmir,1,Kathua
8,htn_unscreened,24.7,19.5,30,Proportion,"24.7 (19.5, 30)",1949,,NA,Jammu & Kashmir,1,Baramula
8,htn_undiagnosed,81,77.1,84.8,Proportion,"81 (77.1, 84.8)",1949,,NA,Jammu & Kashmir,1,Baramula
9,htn_unscreened,28.3,23.7,32.9,Proportion,"28.3 (23.7, 32.9)",1596,,NA,Jammu & Kashmir,1,Bandipore
9,htn_undiagnosed,68.9,60.3,77.4,Proportion,"68.9 (60.3, 77.4)",1596,,NA,Jammu & Kashmir,1,Bandipore
10,htn_unscreened,19.8,12.7,26.9,Proportion,"19.8 (12.7, 26.9)",1354,,NA,Jammu & Kashmir,1,Srinagar
10,htn_undiagnosed,60.4,53.6,67.3,Proportion,"60.4 (53.6, 67.3)",1354,,NA,Jammu & Kashmir,1,Srinagar
11,htn_unscreened,22.9,19.7,26.2,Proportion,"22.9 (19.7, 26.2)",1664,,NA,Jammu & Kashmir,1,Ganderbal
11,htn_undiagnosed,75.6,70.5,80.7,Proportion,"75.6 (70.5, 80.7)",1664,,NA,Jammu & Kashmir,1,Ganderbal
12,htn_unscreened,13.3,10.5,16.1,Proportion,"13.3 (10.5, 16.1)",1837,,NA,Jammu & Kashmir,1,Pulwama
12,htn_undiagnosed,75.6,71.9,79.3,Proportion,"75.6 (71.9, 79.3)",1837,,NA,Jammu & Kashmir,1,Pulwama
13,htn_unscreened,16.2,10.7,21.8,Proportion,"16.2 (10.7, 21.8)",1806,,NA,Jammu & Kashmir,1,Shupiyan
13,htn_undiagnosed,84.6,80.2,88.9,Proportion,"84.6 (80.2, 88.9)",1806,,NA,Jammu & Kashmir,1,Shupiyan
14,htn_unscreened,19.3,14,24.6,Proportion,"19.3 (14, 24.6)",1586,,NA,Jammu & Kashmir,1,Anantnag
14,htn_undiagnosed,80.5,76.5,84.6,Proportion,"80.5 (76.5, 84.6)",1586,,NA,Jammu & Kashmir,1,Anantnag
15,htn_unscreened,16.1,13.1,19.1,Proportion,"16.1 (13.1, 19.1)",1750,,NA,Jammu & Kashmir,1,Kulgam
15,htn_undiagnosed,86.5,84.3,88.7,Proportion,"86.5 (84.3, 88.7)",1750,,NA,Jammu & Kashmir,1,Kulgam
16,htn_unscreened,25.5,21.3,29.6,Proportion,"25.5 (21.3, 29.6)",1421,,NA,Jammu & Kashmir,1,Doda
16,htn_undiagnosed,82.8,77.4,88.2,Proportion,"82.8 (77.4, 88.2)",1421,,NA,Jammu & Kashmir,1,Doda
17,htn_unscreened,16.8,12.5,21,Proportion,"16.8 (12.5, 21)",1776,,NA,Jammu & Kashmir,1,Ramban
17,htn_undiagnosed,74.7,67.3,82.2,Proportion,"74.7 (67.3, 82.2)",1776,,NA,Jammu & Kashmir,1,Ramban
18,htn_unscreened,22.3,17.4,27.3,Proportion,"22.3 (17.4, 27.3)",1189,,NA,Jammu & Kashmir,1,Kishtwar
18,htn_undiagnosed,73.3,68.2,78.5,Proportion,"73.3 (68.2, 78.5)",1189,,NA,Jammu & Kashmir,1,Kishtwar
19,htn_unscreened,18.9,14.2,23.7,Proportion,"18.9 (14.2, 23.7)",1604,,NA,Jammu & Kashmir,1,Udhampur
19,htn_undiagnosed,81.7,77.9,85.5,Proportion,"81.7 (77.9, 85.5)",1604,,NA,Jammu & Kashmir,1,Udhampur
20,htn_unscreened,21.2,15.9,26.6,Proportion,"21.2 (15.9, 26.6)",1479,,NA,Jammu & Kashmir,1,Reasi
20,htn_undiagnosed,87.2,84.2,90.3,Proportion,"87.2 (84.2, 90.3)",1479,,NA,Jammu & Kashmir,1,Reasi
21,htn_unscreened,19.1,12.9,25.3,Proportion,"19.1 (12.9, 25.3)",1498,,NA,Jammu & Kashmir,1,Jammu
21,htn_undiagnosed,70.9,66.7,75.1,Proportion,"70.9 (66.7, 75.1)",1498,,NA,Jammu & Kashmir,1,Jammu
22,htn_unscreened,19.7,15.5,23.8,Proportion,"19.7 (15.5, 23.8)",1574,,NA,Jammu & Kashmir,1,Samba
22,htn_undiagnosed,73.4,67.8,79,Proportion,"73.4 (67.8, 79)",1574,,NA,Jammu & Kashmir,1,Samba
23,htn_unscreened,24.9,19.6,30.2,Proportion,"24.9 (19.6, 30.2)",1529,,NA,Himachal Pradesh,2,Chamba
23,htn_undiagnosed,83.5,80.3,86.7,Proportion,"83.5 (80.3, 86.7)",1529,,NA,Himachal Pradesh,2,Chamba
24,htn_unscreened,25.2,21.3,29.1,Proportion,"25.2 (21.3, 29.1)",1328,,NA,Himachal Pradesh,2,Kangra
24,htn_undiagnosed,75,71.5,78.4,Proportion,"75 (71.5, 78.4)",1328,,NA,Himachal Pradesh,2,Kangra
25,htn_unscreened,20.4,16.4,24.4,Proportion,"20.4 (16.4, 24.4)",1195,,NA,Himachal Pradesh,2,Lahul & Spiti
25,htn_undiagnosed,83.7,80.7,86.7,Proportion,"83.7 (80.7, 86.7)",1195,,NA,Himachal Pradesh,2,Lahul & Spiti
26,htn_unscreened,24.3,19.4,29.2,Proportion,"24.3 (19.4, 29.2)",1311,,NA,Himachal Pradesh,2,Kullu
26,htn_undiagnosed,76.3,69.4,83.2,Proportion,"76.3 (69.4, 83.2)",1311,,NA,Himachal Pradesh,2,Kullu
27,htn_unscreened,16.5,13.9,19.2,Proportion,"16.5 (13.9, 19.2)",1358,,NA,Himachal Pradesh,2,Mandi
27,htn_undiagnosed,76.5,73.4,79.5,Proportion,"76.5 (73.4, 79.5)",1358,,NA,Himachal Pradesh,2,Mandi
28,htn_unscreened,15.4,12.8,18.1,Proportion,"15.4 (12.8, 18.1)",1287,,NA,Himachal Pradesh,2,Hamirpur
28,htn_undiagnosed,64.5,60.7,68.3,Proportion,"64.5 (60.7, 68.3)",1287,,NA,Himachal Pradesh,2,Hamirpur
29,htn_unscreened,20.3,17.7,22.8,Proportion,"20.3 (17.7, 22.8)",1303,,NA,Himachal Pradesh,2,Una
29,htn_undiagnosed,65.2,60,70.4,Proportion,"65.2 (60, 70.4)",1303,,NA,Himachal Pradesh,2,Una
30,htn_unscreened,18.8,15.2,22.5,Proportion,"18.8 (15.2, 22.5)",1350,,NA,Himachal Pradesh,2,Bilaspur
30,htn_undiagnosed,73.5,69.5,77.5,Proportion,"73.5 (69.5, 77.5)",1350,,NA,Himachal Pradesh,2,Bilaspur
31,htn_unscreened,20.6,17.9,23.3,Proportion,"20.6 (17.9, 23.3)",1326,,NA,Himachal Pradesh,2,Solan
31,htn_undiagnosed,83.7,80.9,86.5,Proportion,"83.7 (80.9, 86.5)",1326,,NA,Himachal Pradesh,2,Solan
32,htn_unscreened,19.4,16.1,22.6,Proportion,"19.4 (16.1, 22.6)",1668,,NA,Himachal Pradesh,2,Sirmaur
32,htn_undiagnosed,79.2,74.5,83.9,Proportion,"79.2 (74.5, 83.9)",1668,,NA,Himachal Pradesh,2,Sirmaur
33,htn_unscreened,14.5,11.5,17.5,Proportion,"14.5 (11.5, 17.5)",1521,,NA,Himachal Pradesh,2,Shimla
33,htn_undiagnosed,82.9,79.5,86.3,Proportion,"82.9 (79.5, 86.3)",1521,,NA,Himachal Pradesh,2,Shimla
34,htn_unscreened,14.4,11.7,17,Proportion,"14.4 (11.7, 17)",1320,,NA,Himachal Pradesh,2,Kinnaur
34,htn_undiagnosed,82.1,79.7,84.5,Proportion,"82.1 (79.7, 84.5)",1320,,NA,Himachal Pradesh,2,Kinnaur
36,htn_unscreened,10.9,8.3,13.6,Proportion,"10.9 (8.3, 13.6)",1832,,NA,Punjab,3,Kapurthala
36,htn_undiagnosed,69.6,64,75.1,Proportion,"69.6 (64, 75.1)",1832,,NA,Punjab,3,Kapurthala
37,htn_unscreened,12.5,9.2,15.8,Proportion,"12.5 (9.2, 15.8)",1497,,NA,Punjab,3,Jalandhar
