residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_unscreened,36.2,35.8,36.6,Proportion,"36.2 (35.8, 36.6)",764739,,NA
Rural,htn_undiagnosed,84.8,84.5,85,Proportion,"84.8 (84.5, 85)",764739,,NA
Urban,htn_unscreened,24.2,23.5,24.9,Proportion,"24.2 (23.5, 24.9)",264159,,NA
Urban,htn_undiagnosed,79.6,79.1,80,Proportion,"79.6 (79.1, 80)",264159,,NA
Rural,htn_unscreened,29.3,28.9,29.7,Proportion,"29.3 (28.9, 29.7)",377512,sex,Female
Rural,htn_undiagnosed,81.7,81.3,82,Proportion,"81.7 (81.3, 82)",377512,sex,Female
Rural,htn_unscreened,43.3,42.8,43.7,Proportion,"43.3 (42.8, 43.7)",387227,sex,Male
Rural,htn_undiagnosed,87.9,87.7,88.2,Proportion,"87.9 (87.7, 88.2)",387227,sex,Male
Urban,htn_unscreened,18.3,17.6,19,Proportion,"18.3 (17.6, 19)",128518,sex,Female
Urban,htn_undiagnosed,76,75.4,76.6,Proportion,"76 (75.4, 76.6)",128518,sex,Female
Urban,htn_unscreened,29.4,28.6,30.1,Proportion,"29.4 (28.6, 30.1)",135641,sex,Male
Urban,htn_undiagnosed,82.7,82.3,83.2,Proportion,"82.7 (82.3, 83.2)",135641,sex,Male
Rural,htn_unscreened,41.4,40.9,41.8,Proportion,"41.4 (40.9, 41.8)",303724,age_category,18-39
Rural,htn_undiagnosed,89.9,89.6,90.2,Proportion,"89.9 (89.6, 90.2)",303724,age_category,18-39
Rural,htn_unscreened,31.7,31.3,32.1,Proportion,"31.7 (31.3, 32.1)",352227,age_category,40-64
Rural,htn_undiagnosed,81.6,81.3,81.9,Proportion,"81.6 (81.3, 81.9)",352227,age_category,40-64
Rural,htn_unscreened,25.6,25.1,26.2,Proportion,"25.6 (25.1, 26.2)",108788,age_category,65 plus
Rural,htn_undiagnosed,69.3,68.8,69.9,Proportion,"69.3 (68.8, 69.9)",108788,age_category,65 plus
Urban,htn_unscreened,34.3,33.4,35.1,Proportion,"34.3 (33.4, 35.1)",104005,age_category,18-39
Urban,htn_undiagnosed,90.9,90.4,91.4,Proportion,"90.9 (90.4, 91.4)",104005,age_category,18-39
Urban,htn_unscreened,18.4,17.8,19.1,Proportion,"18.4 (17.8, 19.1)",125272,age_category,40-64
Urban,htn_undiagnosed,76,75.5,76.6,Proportion,"76 (75.5, 76.6)",125272,age_category,40-64
Urban,htn_unscreened,12.2,11.4,12.9,Proportion,"12.2 (11.4, 12.9)",34882,age_category,65 plus
Urban,htn_undiagnosed,56.2,55.1,57.3,Proportion,"56.2 (55.1, 57.3)",34882,age_category,65 plus
Rural,htn_unscreened,34.8,34.1,35.5,Proportion,"34.8 (34.1, 35.5)",65927,education,Higher
Rural,htn_undiagnosed,84.9,84.3,85.4,Proportion,"84.9 (84.3, 85.4)",65927,education,Higher
Rural,htn_unscreened,37.3,36.8,37.8,Proportion,"37.3 (36.8, 37.8)",278839,education,No education
Rural,htn_undiagnosed,84.6,84.2,85,Proportion,"84.6 (84.2, 85)",278839,education,No education
Rural,htn_unscreened,35.7,35.1,36.2,Proportion,"35.7 (35.1, 36.2)",122640,education,Primary
Rural,htn_undiagnosed,84.6,84.3,85,Proportion,"84.6 (84.3, 85)",122640,education,Primary
Rural,htn_unscreened,35.7,35.3,36.2,Proportion,"35.7 (35.3, 36.2)",297333,education,Secondary
Rural,htn_undiagnosed,85,84.7,85.3,Proportion,"85 (84.7, 85.3)",297333,education,Secondary
Urban,htn_unscreened,21.2,20.3,22.1,Proportion,"21.2 (20.3, 22.1)",58278,education,Higher
Urban,htn_undiagnosed,79.4,78.7,80.2,Proportion,"79.4 (78.7, 80.2)",58278,education,Higher
Urban,htn_unscreened,27.5,26.3,28.6,Proportion,"27.5 (26.3, 28.6)",48821,education,No education
Urban,htn_undiagnosed,80.2,79.4,81,Proportion,"80.2 (79.4, 81)",48821,education,No education
Urban,htn_unscreened,25.2,24.1,26.3,Proportion,"25.2 (24.1, 26.3)",33642,education,Primary
Urban,htn_undiagnosed,79.4,78.6,80.1,Proportion,"79.4 (78.6, 80.1)",33642,education,Primary
Urban,htn_unscreened,24.2,23.5,24.9,Proportion,"24.2 (23.5, 24.9)",123418,education,Secondary
Urban,htn_undiagnosed,79.4,78.9,80,Proportion,"79.4 (78.9, 80)",123418,education,Secondary
Rural,htn_unscreened,32.8,32.1,33.5,Proportion,"32.8 (32.1, 33.5)",173354,caste,General
Rural,htn_undiagnosed,82.2,81.8,82.6,Proportion,"82.2 (81.8, 82.6)",173354,caste,General
Rural,htn_unscreened,34.7,34.2,35.1,Proportion,"34.7 (34.2, 35.1)",275232,caste,OBC
Rural,htn_undiagnosed,84.4,84,84.8,Proportion,"84.4 (84, 84.8)",275232,caste,OBC
Rural,htn_unscreened,36.2,35.5,36.8,Proportion,"36.2 (35.5, 36.8)",145726,caste,Schedule Caste
Rural,htn_undiagnosed,85.1,84.7,85.6,Proportion,"85.1 (84.7, 85.6)",145726,caste,Schedule Caste
Rural,htn_unscreened,48.9,48,49.8,Proportion,"48.9 (48, 49.8)",170427,caste,Schedule Tribe
Rural,htn_undiagnosed,90.7,90.3,91.1,Proportion,"90.7 (90.3, 91.1)",170427,caste,Schedule Tribe
Urban,htn_unscreened,22.4,21.5,23.3,Proportion,"22.4 (21.5, 23.3)",89237,caste,General
Urban,htn_undiagnosed,79.4,78.8,80.1,Proportion,"79.4 (78.8, 80.1)",89237,caste,General
Urban,htn_unscreened,23.8,23,24.7,Proportion,"23.8 (23, 24.7)",102077,caste,OBC
Urban,htn_undiagnosed,78.9,78.2,79.5,Proportion,"78.9 (78.2, 79.5)",102077,caste,OBC
Urban,htn_unscreened,26.4,25.3,27.6,Proportion,"26.4 (25.3, 27.6)",45660,caste,Schedule Caste
Urban,htn_undiagnosed,80.9,80,81.7,Proportion,"80.9 (80, 81.7)",45660,caste,Schedule Caste
Urban,htn_unscreened,32.8,30.3,35.4,Proportion,"32.8 (30.3, 35.4)",27185,caste,Schedule Tribe
Urban,htn_undiagnosed,81.5,79.9,83.1,Proportion,"81.5 (79.9, 83.1)",27185,caste,Schedule Tribe
Rural,htn_unscreened,37.3,36.9,37.7,Proportion,"37.3 (36.9, 37.7)",583055,religion,Hindu
Rural,htn_undiagnosed,85.4,85.1,85.7,Proportion,"85.4 (85.1, 85.7)",583055,religion,Hindu
Rural,htn_unscreened,31.6,30.7,32.6,Proportion,"31.6 (30.7, 32.6)",74481,religion,Muslim
Rural,htn_undiagnosed,82.3,81.6,83,Proportion,"82.3 (81.6, 83)",74481,religion,Muslim
Rural,htn_unscreened,28.8,27.8,29.9,Proportion,"28.8 (27.8, 29.9)",107203,religion,Other
