state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,htn_screened,73.1,71.5,74.6,Proportion,"73.1 (71.5, 74.6)",44461,,NA,Jammu & Kashmir,North
1,Rural,htn_disease,59.9,58.4,61.4,Proportion,"59.9 (58.4, 61.4)",44461,,NA,Jammu & Kashmir,North
1,Rural,htn_diagnosed,12.5,11.6,13.3,Proportion,"12.5 (11.6, 13.3)",44461,,NA,Jammu & Kashmir,North
1,Rural,htn_treated,8.4,7.8,9,Proportion,"8.4 (7.8, 9)",44461,,NA,Jammu & Kashmir,North
1,Rural,htn_controlled,3.6,3.2,4,Proportion,"3.6 (3.2, 4)",44461,,NA,Jammu & Kashmir,North
1,Urban,htn_screened,76.5,73.2,79.8,Proportion,"76.5 (73.2, 79.8)",10066,,NA,Jammu & Kashmir,North
1,Urban,htn_disease,59.3,56.7,62,Proportion,"59.3 (56.7, 62)",10066,,NA,Jammu & Kashmir,North
1,Urban,htn_diagnosed,16.5,14.7,18.3,Proportion,"16.5 (14.7, 18.3)",10066,,NA,Jammu & Kashmir,North
1,Urban,htn_treated,10.5,9.1,11.8,Proportion,"10.5 (9.1, 11.8)",10066,,NA,Jammu & Kashmir,North
1,Urban,htn_controlled,5.4,4.3,6.5,Proportion,"5.4 (4.3, 6.5)",10066,,NA,Jammu & Kashmir,North
2,Rural,htn_screened,74.9,73.4,76.4,Proportion,"74.9 (73.4, 76.4)",25328,,NA,Himachal Pradesh,North
2,Rural,htn_disease,60.2,58.9,61.4,Proportion,"60.2 (58.9, 61.4)",25328,,NA,Himachal Pradesh,North
2,Rural,htn_diagnosed,13.8,12.9,14.7,Proportion,"13.8 (12.9, 14.7)",25328,,NA,Himachal Pradesh,North
2,Rural,htn_treated,8.3,7.7,8.8,Proportion,"8.3 (7.7, 8.8)",25328,,NA,Himachal Pradesh,North
2,Rural,htn_controlled,3.9,3.5,4.3,Proportion,"3.9 (3.5, 4.3)",25328,,NA,Himachal Pradesh,North
2,Urban,htn_screened,80.1,76.1,84.1,Proportion,"80.1 (76.1, 84.1)",2131,,NA,Himachal Pradesh,North
2,Urban,htn_disease,64.7,59.3,70.1,Proportion,"64.7 (59.3, 70.1)",2131,,NA,Himachal Pradesh,North
2,Urban,htn_diagnosed,16.3,13.6,18.9,Proportion,"16.3 (13.6, 18.9)",2131,,NA,Himachal Pradesh,North
2,Urban,htn_treated,11.5,9.3,13.6,Proportion,"11.5 (9.3, 13.6)",2131,,NA,Himachal Pradesh,North
2,Urban,htn_controlled,6.7,4.8,8.5,Proportion,"6.7 (4.8, 8.5)",2131,,NA,Himachal Pradesh,North
3,Rural,htn_screened,79.3,78,80.7,Proportion,"79.3 (78, 80.7)",36143,,NA,Punjab,North
3,Rural,htn_disease,73,72.2,73.9,Proportion,"73 (72.2, 73.9)",36143,,NA,Punjab,North
3,Rural,htn_diagnosed,20.1,19,21.2,Proportion,"20.1 (19, 21.2)",36143,,NA,Punjab,North
3,Rural,htn_treated,8.5,8.1,9,Proportion,"8.5 (8.1, 9)",36143,,NA,Punjab,North
3,Rural,htn_controlled,2.8,2.5,3,Proportion,"2.8 (2.5, 3)",36143,,NA,Punjab,North
3,Urban,htn_screened,82.1,80.3,83.9,Proportion,"82.1 (80.3, 83.9)",15789,,NA,Punjab,North
3,Urban,htn_disease,72.5,71.2,73.8,Proportion,"72.5 (71.2, 73.8)",15789,,NA,Punjab,North
3,Urban,htn_diagnosed,19.7,18.2,21.2,Proportion,"19.7 (18.2, 21.2)",15789,,NA,Punjab,North
3,Urban,htn_treated,9.5,8.7,10.3,Proportion,"9.5 (8.7, 10.3)",15789,,NA,Punjab,North
3,Urban,htn_controlled,3.9,3.4,4.4,Proportion,"3.9 (3.4, 4.4)",15789,,NA,Punjab,North
4,Rural,htn_screened,89.1,89.1,89.1,Proportion,"89.1 (89.1, 89.1)",46,,NA,Chandigarh,North
4,Rural,htn_disease,78.3,78.3,78.3,Proportion,"78.3 (78.3, 78.3)",46,,NA,Chandigarh,North
4,Rural,htn_diagnosed,8.7,8.7,8.7,Proportion,"8.7 (8.7, 8.7)",46,,NA,Chandigarh,North
4,Rural,htn_treated,4.3,4.3,4.3,Proportion,"4.3 (4.3, 4.3)",46,,NA,Chandigarh,North
4,Rural,htn_controlled,4.3,4.3,4.3,Proportion,"4.3 (4.3, 4.3)",46,,NA,Chandigarh,North
4,Urban,htn_screened,80.5,74.8,86.3,Proportion,"80.5 (74.8, 86.3)",1372,,NA,Chandigarh,North
4,Urban,htn_disease,62.6,58.3,66.9,Proportion,"62.6 (58.3, 66.9)",1372,,NA,Chandigarh,North
4,Urban,htn_diagnosed,14.8,11.1,18.5,Proportion,"14.8 (11.1, 18.5)",1372,,NA,Chandigarh,North
4,Urban,htn_treated,8.2,5.9,10.6,Proportion,"8.2 (5.9, 10.6)",1372,,NA,Chandigarh,North
4,Urban,htn_controlled,3.6,2.2,4.9,Proportion,"3.6 (2.2, 4.9)",1372,,NA,Chandigarh,North
5,Rural,htn_screened,67.4,65.7,69.1,Proportion,"67.4 (65.7, 69.1)",23708,,NA,Uttarakhand,Central
5,Rural,htn_disease,66.2,65.1,67.3,Proportion,"66.2 (65.1, 67.3)",23708,,NA,Uttarakhand,Central
5,Rural,htn_diagnosed,10.9,10.1,11.7,Proportion,"10.9 (10.1, 11.7)",23708,,NA,Uttarakhand,Central
5,Rural,htn_treated,5,4.5,5.5,Proportion,"5 (4.5, 5.5)",23708,,NA,Uttarakhand,Central
5,Rural,htn_controlled,1.8,1.5,2,Proportion,"1.8 (1.5, 2)",23708,,NA,Uttarakhand,Central
5,Urban,htn_screened,77.5,74.6,80.4,Proportion,"77.5 (74.6, 80.4)",5117,,NA,Uttarakhand,Central
5,Urban,htn_disease,67.7,65.5,69.9,Proportion,"67.7 (65.5, 69.9)",5117,,NA,Uttarakhand,Central
5,Urban,htn_diagnosed,15.6,13.6,17.6,Proportion,"15.6 (13.6, 17.6)",5117,,NA,Uttarakhand,Central
5,Urban,htn_treated,9.8,8.2,11.4,Proportion,"9.8 (8.2, 11.4)",5117,,NA,Uttarakhand,Central
5,Urban,htn_controlled,4.1,3.2,5,Proportion,"4.1 (3.2, 5)",5117,,NA,Uttarakhand,Central
6,Rural,htn_screened,70.6,69.4,71.8,Proportion,"70.6 (69.4, 71.8)",35527,,NA,Haryana,North
6,Rural,htn_disease,64.4,63.5,65.3,Proportion,"64.4 (63.5, 65.3)",35527,,NA,Haryana,North
6,Rural,htn_diagnosed,12.5,11.7,13.4,Proportion,"12.5 (11.7, 13.4)",35527,,NA,Haryana,North
6,Rural,htn_treated,4.9,4.6,5.3,Proportion,"4.9 (4.6, 5.3)",35527,,NA,Haryana,North
6,Rural,htn_controlled,2.1,1.9,2.3,Proportion,"2.1 (1.9, 2.3)",35527,,NA,Haryana,North
6,Urban,htn_screened,75.6,74,77.3,Proportion,"75.6 (74, 77.3)",15348,,NA,Haryana,North
6,Urban,htn_disease,68,66.8,69.2,Proportion,"68 (66.8, 69.2)",15348,,NA,Haryana,North
6,Urban,htn_diagnosed,15,13.6,16.3,Proportion,"15 (13.6, 16.3)",15348,,NA,Haryana,North
6,Urban,htn_treated,7,6.4,7.6,Proportion,"7 (6.4, 7.6)",15348,,NA,Haryana,North
6,Urban,htn_controlled,2.7,2.3,3,Proportion,"2.7 (2.3, 3)",15348,,NA,Haryana,North
7,Rural,htn_screened,84.1,76.3,91.9,Proportion,"84.1 (76.3, 91.9)",856,,NA,Nct Of Delhi,North
7,Rural,htn_disease,64,57.2,70.8,Proportion,"64 (57.2, 70.8)",856,,NA,Nct Of Delhi,North
7,Rural,htn_diagnosed,15.9,7.7,24.2,Proportion,"15.9 (7.7, 24.2)",856,,NA,Nct Of Delhi,North
7,Rural,htn_treated,9.6,6.9,12.4,Proportion,"9.6 (6.9, 12.4)",856,,NA,Nct Of Delhi,North
7,Rural,htn_controlled,3,1.8,4.2,Proportion,"3 (1.8, 4.2)",856,,NA,Nct Of Delhi,North
7,Urban,htn_screened,79.1,77.7,80.4,Proportion,"79.1 (77.7, 80.4)",21294,,NA,Nct Of Delhi,North
7,Urban,htn_disease,67.9,66.8,69,Proportion,"67.9 (66.8, 69)",21294,,NA,Nct Of Delhi,North
7,Urban,htn_diagnosed,12.4,11.7,13.1,Proportion,"12.4 (11.7, 13.1)",21294,,NA,Nct Of Delhi,North
7,Urban,htn_treated,8,7.4,8.6,Proportion,"8 (7.4, 8.6)",21294,,NA,Nct Of Delhi,North
7,Urban,htn_controlled,2.9,2.6,3.2,Proportion,"2.9 (2.6, 3.2)",21294,,NA,Nct Of Delhi,North
8,Rural,htn_screened,50.4,49,51.7,Proportion,"50.4 (49, 51.7)",75638,,NA,Rajasthan,North
8,Rural,htn_disease,59.4,58.6,60.3,Proportion,"59.4 (58.6, 60.3)",75638,,NA,Rajasthan,North
8,Rural,htn_diagnosed,7.3,6.8,7.9,Proportion,"7.3 (6.8, 7.9)",75638,,NA,Rajasthan,North
