state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,htn_unscreened,22,20.4,23.6,Proportion,"22 (20.4, 23.6)",26558,,NA,Jammu & Kashmir,North
1,Rural,htn_undiagnosed,80.7,79.4,81.9,Proportion,"80.7 (79.4, 81.9)",26558,,NA,Jammu & Kashmir,North
1,Urban,htn_unscreened,20.8,17.1,24.4,Proportion,"20.8 (17.1, 24.4)",6040,,NA,Jammu & Kashmir,North
1,Urban,htn_undiagnosed,75.3,72.5,78.2,Proportion,"75.3 (72.5, 78.2)",6040,,NA,Jammu & Kashmir,North
2,Rural,htn_unscreened,23.4,21.9,25,Proportion,"23.4 (21.9, 25)",15173,,NA,Himachal Pradesh,North
2,Rural,htn_undiagnosed,80.9,79.6,82.2,Proportion,"80.9 (79.6, 82.2)",15173,,NA,Himachal Pradesh,North
2,Urban,htn_unscreened,18,14.6,21.4,Proportion,"18 (14.6, 21.4)",1323,,NA,Himachal Pradesh,North
2,Urban,htn_undiagnosed,77.7,73.8,81.6,Proportion,"77.7 (73.8, 81.6)",1323,,NA,Himachal Pradesh,North
3,Rural,htn_unscreened,18.8,17.5,20.1,Proportion,"18.8 (17.5, 20.1)",26302,,NA,Punjab,North
3,Rural,htn_undiagnosed,74.5,73,75.9,Proportion,"74.5 (73, 75.9)",26302,,NA,Punjab,North
3,Urban,htn_unscreened,16.2,14.4,18.1,Proportion,"16.2 (14.4, 18.1)",11400,,NA,Punjab,North
3,Urban,htn_undiagnosed,75.1,73.1,77.2,Proportion,"75.1 (73.1, 77.2)",11400,,NA,Punjab,North
4,Rural,htn_unscreened,8,8,8,Proportion,"8 (8, 8)",36,,NA,Chandigarh,North
4,Rural,htn_undiagnosed,86.9,86.9,86.9,Proportion,"86.9 (86.9, 86.9)",36,,NA,Chandigarh,North
4,Urban,htn_unscreened,15.3,10.4,20.2,Proportion,"15.3 (10.4, 20.2)",860,,NA,Chandigarh,North
4,Urban,htn_undiagnosed,77.9,72.5,83.2,Proportion,"77.9 (72.5, 83.2)",860,,NA,Chandigarh,North
5,Rural,htn_unscreened,30.8,29,32.6,Proportion,"30.8 (29, 32.6)",15671,,NA,Uttarakhand,Central
5,Rural,htn_undiagnosed,85.1,83.9,86.2,Proportion,"85.1 (83.9, 86.2)",15671,,NA,Uttarakhand,Central
5,Urban,htn_unscreened,20.4,17.6,23.3,Proportion,"20.4 (17.6, 23.3)",3513,,NA,Uttarakhand,Central
5,Urban,htn_undiagnosed,78.5,76.2,80.8,Proportion,"78.5 (76.2, 80.8)",3513,,NA,Uttarakhand,Central
6,Rural,htn_unscreened,27.1,25.9,28.3,Proportion,"27.1 (25.9, 28.3)",22981,,NA,Haryana,North
6,Rural,htn_undiagnosed,81.5,80.2,82.7,Proportion,"81.5 (80.2, 82.7)",22981,,NA,Haryana,North
6,Urban,htn_unscreened,21.8,20.2,23.4,Proportion,"21.8 (20.2, 23.4)",10441,,NA,Haryana,North
6,Urban,htn_undiagnosed,79.2,77.4,81,Proportion,"79.2 (77.4, 81)",10441,,NA,Haryana,North
7,Rural,htn_unscreened,15.1,9.4,20.8,Proportion,"15.1 (9.4, 20.8)",549,,NA,Nct Of Delhi,North
7,Rural,htn_undiagnosed,74.8,63.9,85.6,Proportion,"74.8 (63.9, 85.6)",549,,NA,Nct Of Delhi,North
7,Urban,htn_unscreened,18.6,17.3,19.9,Proportion,"18.6 (17.3, 19.9)",14476,,NA,Nct Of Delhi,North
7,Urban,htn_undiagnosed,81.8,80.8,82.9,Proportion,"81.8 (80.8, 82.9)",14476,,NA,Nct Of Delhi,North
8,Rural,htn_unscreened,45.9,44.4,47.4,Proportion,"45.9 (44.4, 47.4)",44629,,NA,Rajasthan,North
8,Rural,htn_undiagnosed,88.3,87.5,89.2,Proportion,"88.3 (87.5, 89.2)",44629,,NA,Rajasthan,North
8,Urban,htn_unscreened,33.2,30.5,36,Proportion,"33.2 (30.5, 36)",13494,,NA,Rajasthan,North
8,Urban,htn_undiagnosed,82.4,80.3,84.5,Proportion,"82.4 (80.3, 84.5)",13494,,NA,Rajasthan,North
9,Rural,htn_unscreened,37.8,36.9,38.8,Proportion,"37.8 (36.9, 38.8)",95550,,NA,Uttar Pradesh,Central
9,Rural,htn_undiagnosed,84,83.2,84.7,Proportion,"84 (83.2, 84.7)",95550,,NA,Uttar Pradesh,Central
9,Urban,htn_unscreened,29.1,27.3,30.9,Proportion,"29.1 (27.3, 30.9)",24972,,NA,Uttar Pradesh,Central
9,Urban,htn_undiagnosed,83.5,82.1,84.8,Proportion,"83.5 (82.1, 84.8)",24972,,NA,Uttar Pradesh,Central
10,Rural,htn_unscreened,35,34,36.1,Proportion,"35 (34, 36.1)",40505,,NA,Bihar,East
10,Rural,htn_undiagnosed,76.1,74.8,77.4,Proportion,"76.1 (74.8, 77.4)",40505,,NA,Bihar,East
10,Urban,htn_unscreened,26.4,23.8,29,Proportion,"26.4 (23.8, 29)",5434,,NA,Bihar,East
10,Urban,htn_undiagnosed,70.4,66.1,74.6,Proportion,"70.4 (66.1, 74.6)",5434,,NA,Bihar,East
11,Rural,htn_unscreened,23.7,20.6,26.8,Proportion,"23.7 (20.6, 26.8)",5357,,NA,Sikkim,North East
11,Rural,htn_undiagnosed,81.3,79.4,83.3,Proportion,"81.3 (79.4, 83.3)",5357,,NA,Sikkim,North East
11,Urban,htn_unscreened,23.4,17,29.8,Proportion,"23.4 (17, 29.8)",811,,NA,Sikkim,North East
11,Urban,htn_undiagnosed,74.2,69.6,78.9,Proportion,"74.2 (69.6, 78.9)",811,,NA,Sikkim,North East
12,Rural,htn_unscreened,37.9,35.7,40,Proportion,"37.9 (35.7, 40)",27289,,NA,Arunachal Pradesh,North East
12,Rural,htn_undiagnosed,86.1,84.9,87.4,Proportion,"86.1 (84.9, 87.4)",27289,,NA,Arunachal Pradesh,North East
12,Urban,htn_unscreened,26.2,22.4,30,Proportion,"26.2 (22.4, 30)",6227,,NA,Arunachal Pradesh,North East
12,Urban,htn_undiagnosed,78.7,75.4,82,Proportion,"78.7 (75.4, 82)",6227,,NA,Arunachal Pradesh,North East
13,Rural,htn_unscreened,44.6,41.4,47.8,Proportion,"44.6 (41.4, 47.8)",11730,,NA,Nagaland,North East
13,Rural,htn_undiagnosed,85.5,83.8,87.1,Proportion,"85.5 (83.8, 87.1)",11730,,NA,Nagaland,North East
13,Urban,htn_unscreened,32.1,27.2,37.1,Proportion,"32.1 (27.2, 37.1)",3919,,NA,Nagaland,North East
13,Urban,htn_undiagnosed,77.2,73.8,80.5,Proportion,"77.2 (73.8, 80.5)",3919,,NA,Nagaland,North East
14,Rural,htn_unscreened,17,15.5,18.5,Proportion,"17 (15.5, 18.5)",9709,,NA,Manipur,North East
14,Rural,htn_undiagnosed,81.9,80.5,83.2,Proportion,"81.9 (80.5, 83.2)",9709,,NA,Manipur,North East
14,Urban,htn_unscreened,11.9,10.2,13.5,Proportion,"11.9 (10.2, 13.5)",3884,,NA,Manipur,North East
14,Urban,htn_undiagnosed,77.5,75.5,79.5,Proportion,"77.5 (75.5, 79.5)",3884,,NA,Manipur,North East
15,Rural,htn_unscreened,27.7,23.7,31.6,Proportion,"27.7 (23.7, 31.6)",5615,,NA,Mizoram,North East
15,Rural,htn_undiagnosed,86.1,84.3,87.9,Proportion,"86.1 (84.3, 87.9)",5615,,NA,Mizoram,North East
15,Urban,htn_unscreened,10.8,8.7,12.8,Proportion,"10.8 (8.7, 12.8)",4728,,NA,Mizoram,North East
15,Urban,htn_undiagnosed,76.5,73.7,79.2,Proportion,"76.5 (73.7, 79.2)",4728,,NA,Mizoram,North East
16,Rural,htn_unscreened,30.8,27.9,33.6,Proportion,"30.8 (27.9, 33.6)",7503,,NA,Tripura,North East
16,Rural,htn_undiagnosed,80,78.3,81.7,Proportion,"80 (78.3, 81.7)",7503,,NA,Tripura,North East
16,Urban,htn_unscreened,14.4,11.1,17.7,Proportion,"14.4 (11.1, 17.7)",2006,,NA,Tripura,North East
16,Urban,htn_undiagnosed,71.9,68.3,75.5,Proportion,"71.9 (68.3, 75.5)",2006,,NA,Tripura,North East
17,Rural,htn_unscreened,48.5,45.1,51.9,Proportion,"48.5 (45.1, 51.9)",13185,,NA,Meghalaya,North East
17,Rural,htn_undiagnosed,88,86.5,89.4,Proportion,"88 (86.5, 89.4)",13185,,NA,Meghalaya,North East
17,Urban,htn_unscreened,28.3,22.1,34.6,Proportion,"28.3 (22.1, 34.6)",1746,,NA,Meghalaya,North East
17,Urban,htn_undiagnosed,82.3,79,85.6,Proportion,"82.3 (79, 85.6)",1746,,NA,Meghalaya,North East
18,Rural,htn_unscreened,30.9,29.6,32.3,Proportion,"30.9 (29.6, 32.3)",39623,,NA,Assam,North East
18,Rural,htn_undiagnosed,82.6,81.7,83.4,Proportion,"82.6 (81.7, 83.4)",39623,,NA,Assam,North East
18,Urban,htn_unscreened,22.7,20.1,25.2,Proportion,"22.7 (20.1, 25.2)",6200,,NA,Assam,North East
18,Urban,htn_undiagnosed,77.7,75.6,79.7,Proportion,"77.7 (75.6, 79.7)",6200,,NA,Assam,North East
19,Rural,htn_unscreened,37.2,35.2,39.1,Proportion,"37.2 (35.2, 39.1)",18811,,NA,West Bengal,East
19,Rural,htn_undiagnosed,85.7,84.8,86.5,Proportion,"85.7 (84.8, 86.5)",18811,,NA,West Bengal,East
19,Urban,htn_unscreened,27.9,24.8,31,Proportion,"27.9 (24.8, 31)",9454,,NA,West Bengal,East
19,Urban,htn_undiagnosed,83.6,82.3,85,Proportion,"83.6 (82.3, 85)",9454,,NA,West Bengal,East
