state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,htn_screened,79.8,78.2,81.4,Proportion,"79.8 (78.2, 81.4)",26558,,NA,Jammu & Kashmir,North
1,Rural,htn_diagnosed,20.8,19.4,22.2,Proportion,"20.8 (19.4, 22.2)",26558,,NA,Jammu & Kashmir,North
1,Urban,htn_screened,81.7,78.2,85.2,Proportion,"81.7 (78.2, 85.2)",6040,,NA,Jammu & Kashmir,North
1,Urban,htn_diagnosed,27.8,24.6,31,Proportion,"27.8 (24.6, 31)",6040,,NA,Jammu & Kashmir,North
2,Rural,htn_screened,79.3,77.9,80.7,Proportion,"79.3 (77.9, 80.7)",15173,,NA,Himachal Pradesh,North
2,Rural,htn_diagnosed,22.9,21.4,24.3,Proportion,"22.9 (21.4, 24.3)",15173,,NA,Himachal Pradesh,North
2,Urban,htn_screened,84.4,81.6,87.2,Proportion,"84.4 (81.6, 87.2)",1323,,NA,Himachal Pradesh,North
2,Urban,htn_diagnosed,25.2,19.9,30.4,Proportion,"25.2 (19.9, 30.4)",1323,,NA,Himachal Pradesh,North
3,Rural,htn_screened,82.6,81.3,83.8,Proportion,"82.6 (81.3, 83.8)",26302,,NA,Punjab,North
3,Rural,htn_diagnosed,27.5,26,28.9,Proportion,"27.5 (26, 28.9)",26302,,NA,Punjab,North
3,Urban,htn_screened,85.7,83.9,87.4,Proportion,"85.7 (83.9, 87.4)",11400,,NA,Punjab,North
3,Urban,htn_diagnosed,27.2,25.2,29.2,Proportion,"27.2 (25.2, 29.2)",11400,,NA,Punjab,North
4,Rural,htn_screened,91.7,91.7,91.7,Proportion,"91.7 (91.7, 91.7)",36,,NA,Chandigarh,North
4,Rural,htn_diagnosed,11.1,11.1,11.1,Proportion,"11.1 (11.1, 11.1)",36,,NA,Chandigarh,North
4,Urban,htn_screened,86,81.1,90.8,Proportion,"86 (81.1, 90.8)",860,,NA,Chandigarh,North
4,Urban,htn_diagnosed,23.7,18,29.3,Proportion,"23.7 (18, 29.3)",860,,NA,Chandigarh,North
5,Rural,htn_screened,70.2,68.5,71.9,Proportion,"70.2 (68.5, 71.9)",15671,,NA,Uttarakhand,Central
5,Rural,htn_diagnosed,16.4,15.2,17.6,Proportion,"16.4 (15.2, 17.6)",15671,,NA,Uttarakhand,Central
5,Urban,htn_screened,80.6,77.6,83.5,Proportion,"80.6 (77.6, 83.5)",3513,,NA,Uttarakhand,Central
5,Urban,htn_diagnosed,23,20.3,25.8,Proportion,"23 (20.3, 25.8)",3513,,NA,Uttarakhand,Central
6,Rural,htn_screened,73.9,72.7,75.1,Proportion,"73.9 (72.7, 75.1)",22981,,NA,Haryana,North
6,Rural,htn_diagnosed,19.5,18.3,20.7,Proportion,"19.5 (18.3, 20.7)",22981,,NA,Haryana,North
6,Urban,htn_screened,79.5,77.9,81.1,Proportion,"79.5 (77.9, 81.1)",10441,,NA,Haryana,North
6,Urban,htn_diagnosed,22,20,24,Proportion,"22 (20, 24)",10441,,NA,Haryana,North
7,Rural,htn_screened,84.7,78.6,90.9,Proportion,"84.7 (78.6, 90.9)",549,,NA,Nct Of Delhi,North
7,Rural,htn_diagnosed,24.9,14.3,35.4,Proportion,"24.9 (14.3, 35.4)",549,,NA,Nct Of Delhi,North
7,Urban,htn_screened,81.8,80.4,83.1,Proportion,"81.8 (80.4, 83.1)",14476,,NA,Nct Of Delhi,North
7,Urban,htn_diagnosed,18.3,17.2,19.4,Proportion,"18.3 (17.2, 19.4)",14476,,NA,Nct Of Delhi,North
8,Rural,htn_screened,55,53.6,56.5,Proportion,"55 (53.6, 56.5)",44629,,NA,Rajasthan,North
8,Rural,htn_diagnosed,12.3,11.4,13.2,Proportion,"12.3 (11.4, 13.2)",44629,,NA,Rajasthan,North
8,Urban,htn_screened,67.9,65.2,70.6,Proportion,"67.9 (65.2, 70.6)",13494,,NA,Rajasthan,North
8,Urban,htn_diagnosed,18.4,16.2,20.6,Proportion,"18.4 (16.2, 20.6)",13494,,NA,Rajasthan,North
9,Rural,htn_screened,62.8,61.9,63.8,Proportion,"62.8 (61.9, 63.8)",95550,,NA,Uttar Pradesh,Central
9,Rural,htn_diagnosed,16.5,15.7,17.3,Proportion,"16.5 (15.7, 17.3)",95550,,NA,Uttar Pradesh,Central
9,Urban,htn_screened,71.7,69.9,73.6,Proportion,"71.7 (69.9, 73.6)",24972,,NA,Uttar Pradesh,Central
9,Urban,htn_diagnosed,17,15.6,18.4,Proportion,"17 (15.6, 18.4)",24972,,NA,Uttar Pradesh,Central
10,Rural,htn_screened,66.1,65,67.1,Proportion,"66.1 (65, 67.1)",40505,,NA,Bihar,East
10,Rural,htn_diagnosed,24.9,23.7,26.2,Proportion,"24.9 (23.7, 26.2)",40505,,NA,Bihar,East
10,Urban,htn_screened,75.6,73,78.2,Proportion,"75.6 (73, 78.2)",5434,,NA,Bihar,East
10,Urban,htn_diagnosed,31.3,27.2,35.4,Proportion,"31.3 (27.2, 35.4)",5434,,NA,Bihar,East
11,Rural,htn_screened,77.2,74.2,80.3,Proportion,"77.2 (74.2, 80.3)",5357,,NA,Sikkim,North East
11,Rural,htn_diagnosed,19.9,17.7,22.1,Proportion,"19.9 (17.7, 22.1)",5357,,NA,Sikkim,North East
11,Urban,htn_screened,76.4,69.9,82.9,Proportion,"76.4 (69.9, 82.9)",811,,NA,Sikkim,North East
11,Urban,htn_diagnosed,25.1,20,30.2,Proportion,"25.1 (20, 30.2)",811,,NA,Sikkim,North East
12,Rural,htn_screened,62.4,60.3,64.6,Proportion,"62.4 (60.3, 64.6)",27289,,NA,Arunachal Pradesh,North East
12,Rural,htn_diagnosed,14.1,12.8,15.4,Proportion,"14.1 (12.8, 15.4)",27289,,NA,Arunachal Pradesh,North East
12,Urban,htn_screened,73.3,69.5,77,Proportion,"73.3 (69.5, 77)",6227,,NA,Arunachal Pradesh,North East
12,Urban,htn_diagnosed,20.4,17.2,23.7,Proportion,"20.4 (17.2, 23.7)",6227,,NA,Arunachal Pradesh,North East
13,Rural,htn_screened,57.1,53.9,60.3,Proportion,"57.1 (53.9, 60.3)",11730,,NA,Nagaland,North East
13,Rural,htn_diagnosed,16.3,14.5,18.2,Proportion,"16.3 (14.5, 18.2)",11730,,NA,Nagaland,North East
13,Urban,htn_screened,68.9,64,73.8,Proportion,"68.9 (64, 73.8)",3919,,NA,Nagaland,North East
13,Urban,htn_diagnosed,23.6,20.2,27.1,Proportion,"23.6 (20.2, 27.1)",3919,,NA,Nagaland,North East
14,Rural,htn_screened,83.9,82.4,85.4,Proportion,"83.9 (82.4, 85.4)",9709,,NA,Manipur,North East
14,Rural,htn_diagnosed,19.5,18.1,21,Proportion,"19.5 (18.1, 21)",9709,,NA,Manipur,North East
14,Urban,htn_screened,89.6,88,91.1,Proportion,"89.6 (88, 91.1)",3884,,NA,Manipur,North East
14,Urban,htn_diagnosed,25.5,23.2,27.7,Proportion,"25.5 (23.2, 27.7)",3884,,NA,Manipur,North East
15,Rural,htn_screened,73.1,69.1,77.1,Proportion,"73.1 (69.1, 77.1)",5615,,NA,Mizoram,North East
15,Rural,htn_diagnosed,14.7,12.8,16.6,Proportion,"14.7 (12.8, 16.6)",5615,,NA,Mizoram,North East
15,Urban,htn_screened,89.6,87.7,91.6,Proportion,"89.6 (87.7, 91.6)",4728,,NA,Mizoram,North East
15,Urban,htn_diagnosed,24.5,21.4,27.5,Proportion,"24.5 (21.4, 27.5)",4728,,NA,Mizoram,North East
16,Rural,htn_screened,70.1,67.2,72.9,Proportion,"70.1 (67.2, 72.9)",7503,,NA,Tripura,North East
16,Rural,htn_diagnosed,21.2,19.3,23.1,Proportion,"21.2 (19.3, 23.1)",7503,,NA,Tripura,North East
16,Urban,htn_screened,87,84,90,Proportion,"87 (84, 90)",2006,,NA,Tripura,North East
16,Urban,htn_diagnosed,31,26.9,35.2,Proportion,"31 (26.9, 35.2)",2006,,NA,Tripura,North East
17,Rural,htn_screened,50.4,46.9,53.8,Proportion,"50.4 (46.9, 53.8)",13185,,NA,Meghalaya,North East
17,Rural,htn_diagnosed,10.5,9.2,11.8,Proportion,"10.5 (9.2, 11.8)",13185,,NA,Meghalaya,North East
17,Urban,htn_screened,71.3,64.8,77.8,Proportion,"71.3 (64.8, 77.8)",1746,,NA,Meghalaya,North East
17,Urban,htn_diagnosed,16.7,13.7,19.8,Proportion,"16.7 (13.7, 19.8)",1746,,NA,Meghalaya,North East
18,Rural,htn_screened,69.9,68.5,71.2,Proportion,"69.9 (68.5, 71.2)",39623,,NA,Assam,North East
18,Rural,htn_diagnosed,18.2,17.3,19.1,Proportion,"18.2 (17.3, 19.1)",39623,,NA,Assam,North East
18,Urban,htn_screened,79.2,76.7,81.6,Proportion,"79.2 (76.7, 81.6)",6200,,NA,Assam,North East
18,Urban,htn_diagnosed,24.4,22.2,26.6,Proportion,"24.4 (22.2, 26.6)",6200,,NA,Assam,North East
19,Rural,htn_screened,64.2,62.3,66.2,Proportion,"64.2 (62.3, 66.2)",18811,,NA,West Bengal,East
19,Rural,htn_diagnosed,15.6,14.6,16.5,Proportion,"15.6 (14.6, 16.5)",18811,,NA,West Bengal,East
19,Urban,htn_screened,74.5,71.4,77.5,Proportion,"74.5 (71.4, 77.5)",9454,,NA,West Bengal,East
19,Urban,htn_diagnosed,18.9,17.3,20.5,Proportion,"18.9 (17.3, 20.5)",9454,,NA,West Bengal,East
20,Rural,htn_screened,54.6,53,56.3,Proportion,"54.6 (53, 56.3)",28247,,NA,Jharkhand,East
20,Rural,htn_diagnosed,14.2,12.8,15.6,Proportion,"14.2 (12.8, 15.6)",28247,,NA,Jharkhand,East
20,Urban,htn_screened,70.2,67.1,73.3,Proportion,"70.2 (67.1, 73.3)",7797,,NA,Jharkhand,East
20,Urban,htn_diagnosed,19.5,17.2,21.8,Proportion,"19.5 (17.2, 21.8)",7797,,NA,Jharkhand,East
21,Rural,htn_screened,49.8,48.5,51.2,Proportion,"49.8 (48.5, 51.2)",35972,,NA,Odisha,East
21,Rural,htn_diagnosed,15.8,14.9,16.7,Proportion,"15.8 (14.9, 16.7)",35972,,NA,Odisha,East
21,Urban,htn_screened,66.3,63.7,68.9,Proportion,"66.3 (63.7, 68.9)",6214,,NA,Odisha,East
21,Urban,htn_diagnosed,21.5,18.8,24.1,Proportion,"21.5 (18.8, 24.1)",6214,,NA,Odisha,East
22,Rural,htn_screened,57.6,55.6,59.6,Proportion,"57.6 (55.6, 59.6)",34008,,NA,Chhattisgarh,Central
22,Rural,htn_diagnosed,9.1,8.3,9.9,Proportion,"9.1 (8.3, 9.9)",34008,,NA,Chhattisgarh,Central
22,Urban,htn_screened,71.6,68.5,74.7,Proportion,"71.6 (68.5, 74.7)",8170,,NA,Chhattisgarh,Central
22,Urban,htn_diagnosed,16.6,14.4,18.9,Proportion,"16.6 (14.4, 18.9)",8170,,NA,Chhattisgarh,Central
23,Rural,htn_screened,50.3,49.1,51.6,Proportion,"50.3 (49.1, 51.6)",53261,,NA,Madhya Pradesh,Central
23,Rural,htn_diagnosed,9.5,8.9,10,Proportion,"9.5 (8.9, 10)",53261,,NA,Madhya Pradesh,Central
23,Urban,htn_screened,66.1,63.7,68.5,Proportion,"66.1 (63.7, 68.5)",14673,,NA,Madhya Pradesh,Central
23,Urban,htn_diagnosed,15.7,14.4,17.1,Proportion,"15.7 (14.4, 17.1)",14673,,NA,Madhya Pradesh,Central
24,Rural,htn_screened,53.2,51.3,55,Proportion,"53.2 (51.3, 55)",32949,,NA,Gujarat,West
24,Rural,htn_diagnosed,11.6,10.9,12.3,Proportion,"11.6 (10.9, 12.3)",32949,,NA,Gujarat,West
24,Urban,htn_screened,71,68.3,73.7,Proportion,"71 (68.3, 73.7)",15083,,NA,Gujarat,West
24,Urban,htn_diagnosed,17.5,16.2,18.8,Proportion,"17.5 (16.2, 18.8)",15083,,NA,Gujarat,West
25,Rural,htn_screened,62.6,55.7,69.5,Proportion,"62.6 (55.7, 69.5)",1687,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Rural,htn_diagnosed,7.4,5.2,9.6,Proportion,"7.4 (5.2, 9.6)",1687,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,htn_screened,73,67,78.9,Proportion,"73 (67, 78.9)",2120,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,htn_diagnosed,12.6,10,15.1,Proportion,"12.6 (10, 15.1)",2120,,NA,Dadra & Nagar Haveli And Daman & Diu,West
27,Rural,htn_screened,61,59.2,62.7,Proportion,"61 (59.2, 62.7)",36166,,NA,Maharashtra,West
27,Rural,htn_diagnosed,13.2,12.5,13.8,Proportion,"13.2 (12.5, 13.8)",36166,,NA,Maharashtra,West
27,Urban,htn_screened,73,70.6,75.5,Proportion,"73 (70.6, 75.5)",16252,,NA,Maharashtra,West
27,Urban,htn_diagnosed,17.4,16.3,18.6,Proportion,"17.4 (16.3, 18.6)",16252,,NA,Maharashtra,West
28,Rural,htn_screened,77.3,75.5,79.1,Proportion,"77.3 (75.5, 79.1)",11317,,NA,Andhra Pradesh,South
28,Rural,htn_diagnosed,20.7,19.5,22,Proportion,"20.7 (19.5, 22)",11317,,NA,Andhra Pradesh,South
28,Urban,htn_screened,80.9,78.6,83.2,Proportion,"80.9 (78.6, 83.2)",4610,,NA,Andhra Pradesh,South
28,Urban,htn_diagnosed,25.7,23.3,28,Proportion,"25.7 (23.3, 28)",4610,,NA,Andhra Pradesh,South
29,Rural,htn_screened,64.8,62.9,66.7,Proportion,"64.8 (62.9, 66.7)",31509,,NA,Karnataka,South
29,Rural,htn_diagnosed,15.6,14.6,16.5,Proportion,"15.6 (14.6, 16.5)",31509,,NA,Karnataka,South
29,Urban,htn_screened,68.9,64.9,72.9,Proportion,"68.9 (64.9, 72.9)",12635,,NA,Karnataka,South
29,Urban,htn_diagnosed,20.9,19,22.8,Proportion,"20.9 (19, 22.8)",12635,,NA,Karnataka,South
30,Rural,htn_screened,90.7,86.3,95,Proportion,"90.7 (86.3, 95)",1158,,NA,Goa,West
30,Rural,htn_diagnosed,30.8,26.5,35.1,Proportion,"30.8 (26.5, 35.1)",1158,,NA,Goa,West
30,Urban,htn_screened,90.9,87.7,94.1,Proportion,"90.9 (87.7, 94.1)",1763,,NA,Goa,West
30,Urban,htn_diagnosed,29,25.2,32.9,Proportion,"29 (25.2, 32.9)",1763,,NA,Goa,West
31,Rural,htn_screened,92.7,88.6,96.8,Proportion,"92.7 (88.6, 96.8)",391,,NA,Lakshadweep,South
31,Rural,htn_diagnosed,17.2,9.9,24.5,Proportion,"17.2 (9.9, 24.5)",391,,NA,Lakshadweep,South
31,Urban,htn_screened,97,95.9,98.1,Proportion,"97 (95.9, 98.1)",1512,,NA,Lakshadweep,South
31,Urban,htn_diagnosed,20.2,16.7,23.7,Proportion,"20.2 (16.7, 23.7)",1512,,NA,Lakshadweep,South
32,Rural,htn_screened,92.3,91.4,93.1,Proportion,"92.3 (91.4, 93.1)",11781,,NA,Kerala,South
32,Rural,htn_diagnosed,32.4,31,33.9,Proportion,"32.4 (31, 33.9)",11781,,NA,Kerala,South
32,Urban,htn_screened,93.2,92.4,94,Proportion,"93.2 (92.4, 94)",8083,,NA,Kerala,South
32,Urban,htn_diagnosed,33.5,31.9,35.1,Proportion,"33.5 (31.9, 35.1)",8083,,NA,Kerala,South
33,Rural,htn_screened,82.9,81.6,84.1,Proportion,"82.9 (81.6, 84.1)",23577,,NA,Tamil Nadu,South
33,Rural,htn_diagnosed,20.4,18.6,22.2,Proportion,"20.4 (18.6, 22.2)",23577,,NA,Tamil Nadu,South
33,Urban,htn_screened,86.9,85.6,88.2,Proportion,"86.9 (85.6, 88.2)",17843,,NA,Tamil Nadu,South
33,Urban,htn_diagnosed,24.5,22.6,26.4,Proportion,"24.5 (22.6, 26.4)",17843,,NA,Tamil Nadu,South
34,Rural,htn_screened,75.4,68.8,82.1,Proportion,"75.4 (68.8, 82.1)",1013,,NA,Puducherry,South
34,Rural,htn_diagnosed,18.1,14.7,21.5,Proportion,"18.1 (14.7, 21.5)",1013,,NA,Puducherry,South
34,Urban,htn_screened,87.3,83.7,91,Proportion,"87.3 (83.7, 91)",5007,,NA,Puducherry,South
34,Urban,htn_diagnosed,26.1,21.4,30.7,Proportion,"26.1 (21.4, 30.7)",5007,,NA,Puducherry,South
35,Rural,htn_screened,88.7,86.3,91.1,Proportion,"88.7 (86.3, 91.1)",3750,,NA,Andaman & Nicobar Islands,South
35,Rural,htn_diagnosed,18.3,15.8,20.7,Proportion,"18.3 (15.8, 20.7)",3750,,NA,Andaman & Nicobar Islands,South
35,Urban,htn_screened,87.6,84.7,90.5,Proportion,"87.6 (84.7, 90.5)",724,,NA,Andaman & Nicobar Islands,South
35,Urban,htn_diagnosed,26.8,22.9,30.6,Proportion,"26.8 (22.9, 30.6)",724,,NA,Andaman & Nicobar Islands,South
36,Rural,htn_screened,79.7,78.2,81.1,Proportion,"79.7 (78.2, 81.1)",28568,,NA,Telangana,South
36,Rural,htn_diagnosed,19.6,18.8,20.3,Proportion,"19.6 (18.8, 20.3)",28568,,NA,Telangana,South
