residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,60.2,59.9,60.6,Proportion,"60.2 (59.9, 60.6)",1273546,,NA
Rural,htn_disease,58.8,58.6,59,Proportion,"58.8 (58.6, 59)",1273546,,NA
Rural,htn_diagnosed,10,9.8,10.1,Proportion,"10 (9.8, 10.1)",1273546,,NA
Rural,htn_treated,5.3,5.2,5.3,Proportion,"5.3 (5.2, 5.3)",1273546,,NA
Rural,htn_controlled,2.4,2.3,2.4,Proportion,"2.4 (2.3, 2.4)",1273546,,NA
Urban,htn_screened,71.5,70.8,72.2,Proportion,"71.5 (70.8, 72.2)",417490,,NA
Urban,htn_disease,62.4,62,62.7,Proportion,"62.4 (62, 62.7)",417490,,NA
Urban,htn_diagnosed,13.2,12.9,13.5,Proportion,"13.2 (12.9, 13.5)",417490,,NA
Urban,htn_treated,8.9,8.7,9.1,Proportion,"8.9 (8.7, 9.1)",417490,,NA
Urban,htn_controlled,4.1,3.9,4.2,Proportion,"4.1 (3.9, 4.2)",417490,,NA
Rural,htn_screened,66.9,66.5,67.3,Proportion,"66.9 (66.5, 67.3)",670881,sex,Female
Rural,htn_disease,55.2,55,55.5,Proportion,"55.2 (55, 55.5)",670881,sex,Female
Rural,htn_diagnosed,11.6,11.4,11.8,Proportion,"11.6 (11.4, 11.8)",670881,sex,Female
Rural,htn_treated,6.1,6,6.2,Proportion,"6.1 (6, 6.2)",670881,sex,Female
Rural,htn_controlled,2.8,2.7,2.8,Proportion,"2.8 (2.7, 2.8)",670881,sex,Female
Rural,htn_screened,52.6,52.2,53.1,Proportion,"52.6 (52.2, 53.1)",602665,sex,Male
Rural,htn_disease,62.8,62.5,63.2,Proportion,"62.8 (62.5, 63.2)",602665,sex,Male
Rural,htn_diagnosed,8.1,8,8.3,Proportion,"8.1 (8, 8.3)",602665,sex,Male
Rural,htn_treated,4.3,4.2,4.4,Proportion,"4.3 (4.2, 4.4)",602665,sex,Male
Rural,htn_controlled,1.9,1.8,2,Proportion,"1.9 (1.8, 2)",602665,sex,Male
Urban,htn_screened,77.3,76.6,78,Proportion,"77.3 (76.6, 78)",218587,sex,Female
Urban,htn_disease,58.1,57.7,58.5,Proportion,"58.1 (57.7, 58.5)",218587,sex,Female
Urban,htn_diagnosed,15,14.6,15.3,Proportion,"15 (14.6, 15.3)",218587,sex,Female
Urban,htn_treated,10,9.8,10.3,Proportion,"10 (9.8, 10.3)",218587,sex,Female
Urban,htn_controlled,4.7,4.6,4.9,Proportion,"4.7 (4.6, 4.9)",218587,sex,Female
Urban,htn_screened,65,64.2,65.7,Proportion,"65 (64.2, 65.7)",198903,sex,Male
Urban,htn_disease,67.1,66.6,67.6,Proportion,"67.1 (66.6, 67.6)",198903,sex,Male
Urban,htn_diagnosed,11.2,10.9,11.5,Proportion,"11.2 (10.9, 11.5)",198903,sex,Male
Urban,htn_treated,7.6,7.3,7.8,Proportion,"7.6 (7.3, 7.8)",198903,sex,Male
Urban,htn_controlled,3.3,3.2,3.5,Proportion,"3.3 (3.2, 3.5)",198903,sex,Male
Rural,htn_screened,53.5,53.1,53.9,Proportion,"53.5 (53.1, 53.9)",634537,age_category,18-39
Rural,htn_disease,46.3,46,46.5,Proportion,"46.3 (46, 46.5)",634537,age_category,18-39
Rural,htn_diagnosed,4.4,4.3,4.6,Proportion,"4.4 (4.3, 4.6)",634537,age_category,18-39
Rural,htn_treated,0.9,0.9,1,Proportion,"0.9 (0.9, 1)",634537,age_category,18-39
Rural,htn_controlled,0.6,0.6,0.6,Proportion,"0.6 (0.6, 0.6)",634537,age_category,18-39
Rural,htn_screened,65.7,65.3,66.1,Proportion,"65.7 (65.3, 66.1)",495644,age_category,40-64
Rural,htn_disease,69.9,69.7,70.2,Proportion,"69.9 (69.7, 70.2)",495644,age_category,40-64
Rural,htn_diagnosed,13.1,12.9,13.3,Proportion,"13.1 (12.9, 13.3)",495644,age_category,40-64
Rural,htn_treated,7.3,7.2,7.5,Proportion,"7.3 (7.2, 7.5)",495644,age_category,40-64
Rural,htn_controlled,3.2,3.1,3.2,Proportion,"3.2 (3.1, 3.2)",495644,age_category,40-64
Rural,htn_screened,71,70.5,71.5,Proportion,"71 (70.5, 71.5)",143365,age_category,65 plus
Rural,htn_disease,75.2,74.8,75.5,Proportion,"75.2 (74.8, 75.5)",143365,age_category,65 plus
Rural,htn_diagnosed,23.1,22.7,23.5,Proportion,"23.1 (22.7, 23.5)",143365,age_category,65 plus
Rural,htn_treated,16.7,16.3,17,Proportion,"16.7 (16.3, 17)",143365,age_category,65 plus
Rural,htn_controlled,7.3,7.1,7.5,Proportion,"7.3 (7.1, 7.5)",143365,age_category,65 plus
Urban,htn_screened,61.8,61.1,62.6,Proportion,"61.8 (61.1, 62.6)",209547,age_category,18-39
Urban,htn_disease,48.2,47.7,48.6,Proportion,"48.2 (47.7, 48.6)",209547,age_category,18-39
Urban,htn_diagnosed,4.2,4,4.5,Proportion,"4.2 (4, 4.5)",209547,age_category,18-39
Urban,htn_treated,1.1,1,1.2,Proportion,"1.1 (1, 1.2)",209547,age_category,18-39
Urban,htn_controlled,0.6,0.6,0.7,Proportion,"0.6 (0.6, 0.7)",209547,age_category,18-39
Urban,htn_screened,79.7,79,80.4,Proportion,"79.7 (79, 80.4)",165408,age_category,40-64
Urban,htn_disease,74.8,74.4,75.3,Proportion,"74.8 (74.4, 75.3)",165408,age_category,40-64
Urban,htn_diagnosed,18.3,17.8,18.7,Proportion,"18.3 (17.8, 18.7)",165408,age_category,40-64
Urban,htn_treated,12.8,12.5,13.1,Proportion,"12.8 (12.5, 13.1)",165408,age_category,40-64
Urban,htn_controlled,5.7,5.5,5.9,Proportion,"5.7 (5.5, 5.9)",165408,age_category,40-64
Urban,htn_screened,85.6,84.8,86.3,Proportion,"85.6 (84.8, 86.3)",42535,age_category,65 plus
Urban,htn_disease,81.8,81.2,82.3,Proportion,"81.8 (81.2, 82.3)",42535,age_category,65 plus
Urban,htn_diagnosed,35.7,34.9,36.6,Proportion,"35.7 (34.9, 36.6)",42535,age_category,65 plus
Urban,htn_treated,30,29.2,30.8,Proportion,"30 (29.2, 30.8)",42535,age_category,65 plus
Urban,htn_controlled,13.8,13.3,14.4,Proportion,"13.8 (13.3, 14.4)",42535,age_category,65 plus
Rural,htn_screened,57.6,57,58.2,Proportion,"57.6 (57, 58.2)",127886,education,Higher
Rural,htn_disease,50.1,49.2,51,Proportion,"50.1 (49.2, 51)",127886,education,Higher
Rural,htn_diagnosed,6.6,6.4,6.9,Proportion,"6.6 (6.4, 6.9)",127886,education,Higher
Rural,htn_treated,2.7,2.6,2.9,Proportion,"2.7 (2.6, 2.9)",127886,education,Higher
Rural,htn_controlled,1.4,1.3,1.5,Proportion,"1.4 (1.3, 1.5)",127886,education,Higher
Rural,htn_screened,61.4,61,61.9,Proportion,"61.4 (61, 61.9)",421648,education,No education
Rural,htn_disease,64.8,64.6,65.1,Proportion,"64.8 (64.6, 65.1)",421648,education,No education
Rural,htn_diagnosed,12.4,12.2,12.6,Proportion,"12.4 (12.2, 12.6)",421648,education,No education
Rural,htn_treated,6.9,6.7,7,Proportion,"6.9 (6.7, 7)",421648,education,No education
Rural,htn_controlled,2.9,2.8,3,Proportion,"2.9 (2.8, 3)",421648,education,No education
Rural,htn_screened,62.8,62.3,63.3,Proportion,"62.8 (62.3, 63.3)",192021,education,Primary
Rural,htn_disease,62.7,62.3,63.1,Proportion,"62.7 (62.3, 63.1)",192021,education,Primary
Rural,htn_diagnosed,11.6,11.3,11.9,Proportion,"11.6 (11.3, 11.9)",192021,education,Primary
Rural,htn_treated,6.9,6.7,7.1,Proportion,"6.9 (6.7, 7.1)",192021,education,Primary
Rural,htn_controlled,3.1,3,3.3,Proportion,"3.1 (3, 3.3)",192021,education,Primary
Rural,htn_screened,58.9,58.5,59.3,Proportion,"58.9 (58.5, 59.3)",531991,education,Secondary
Rural,htn_disease,54.6,54.3,54.8,Proportion,"54.6 (54.3, 54.8)",531991,education,Secondary
Rural,htn_diagnosed,8.2,8,8.3,Proportion,"8.2 (8, 8.3)",531991,education,Secondary
Rural,htn_treated,4,3.9,4.1,Proportion,"4 (3.9, 4.1)",531991,education,Secondary
Rural,htn_controlled,1.9,1.8,1.9,Proportion,"1.9 (1.8, 1.9)",531991,education,Secondary
Urban,htn_screened,70.7,69.8,71.7,Proportion,"70.7 (69.8, 71.7)",101675,education,Higher
Urban,htn_disease,56,55.4,56.6,Proportion,"56 (55.4, 56.6)",101675,education,Higher
Urban,htn_diagnosed,9.8,9.4,10.2,Proportion,"9.8 (9.4, 10.2)",101675,education,Higher
Urban,htn_treated,6.1,5.8,6.4,Proportion,"6.1 (5.8, 6.4)",101675,education,Higher
Urban,htn_controlled,3.1,2.9,3.3,Proportion,"3.1 (2.9, 3.3)",101675,education,Higher
Urban,htn_screened,73.4,72.4,74.3,Proportion,"73.4 (72.4, 74.3)",68464,education,No education
Urban,htn_disease,70.7,70.1,71.4,Proportion,"70.7 (70.1, 71.4)",68464,education,No education
Urban,htn_diagnosed,18.2,17.6,18.8,Proportion,"18.2 (17.6, 18.8)",68464,education,No education
Urban,htn_treated,12.4,12,12.9,Proportion,"12.4 (12, 12.9)",68464,education,No education
Urban,htn_controlled,5.2,5,5.5,Proportion,"5.2 (5, 5.5)",68464,education,No education
Urban,htn_screened,73.8,72.8,74.8,Proportion,"73.8 (72.8, 74.8)",48282,education,Primary
Urban,htn_disease,69,68.3,69.7,Proportion,"69 (68.3, 69.7)",48282,education,Primary
Urban,htn_diagnosed,17.1,16.5,17.8,Proportion,"17.1 (16.5, 17.8)",48282,education,Primary
Urban,htn_treated,12.5,12,13,Proportion,"12.5 (12, 13)",48282,education,Primary
Urban,htn_controlled,5.7,5.3,6,Proportion,"5.7 (5.3, 6)",48282,education,Primary
Urban,htn_screened,70.6,69.9,71.3,Proportion,"70.6 (69.9, 71.3)",199069,education,Secondary
Urban,htn_disease,61.1,60.7,61.6,Proportion,"61.1 (60.7, 61.6)",199069,education,Secondary
Urban,htn_diagnosed,12.2,11.9,12.5,Proportion,"12.2 (11.9, 12.5)",199069,education,Secondary
Urban,htn_treated,8.2,7.9,8.4,Proportion,"8.2 (7.9, 8.4)",199069,education,Secondary
Urban,htn_controlled,3.8,3.6,3.9,Proportion,"3.8 (3.6, 3.9)",199069,education,Secondary
Rural,htn_screened,64.2,63.6,64.8,Proportion,"64.2 (63.6, 64.8)",283087,caste,General
Rural,htn_disease,60.1,59.5,60.6,Proportion,"60.1 (59.5, 60.6)",283087,caste,General
Rural,htn_diagnosed,12.4,12.2,12.7,Proportion,"12.4 (12.2, 12.7)",283087,caste,General
Rural,htn_treated,7.4,7.2,7.6,Proportion,"7.4 (7.2, 7.6)",283087,caste,General
Rural,htn_controlled,3.4,3.3,3.5,Proportion,"3.4 (3.3, 3.5)",283087,caste,General
Rural,htn_screened,61.7,61.2,62.1,Proportion,"61.7 (61.2, 62.1)",465932,caste,OBC
Rural,htn_disease,58.6,58.3,58.8,Proportion,"58.6 (58.3, 58.8)",465932,caste,OBC
