residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,64.8,64.4,65.2,Proportion,"64.8 (64.4, 65.2)",764739,,NA
Rural,htn_diagnosed,16.9,16.7,17.2,Proportion,"16.9 (16.7, 17.2)",764739,,NA
Urban,htn_screened,76.1,75.5,76.8,Proportion,"76.1 (75.5, 76.8)",264159,,NA
Urban,htn_diagnosed,21.1,20.6,21.6,Proportion,"21.1 (20.6, 21.6)",264159,,NA
Rural,htn_screened,71.6,71.2,72,Proportion,"71.6 (71.2, 72)",377512,sex,Female
Rural,htn_diagnosed,20.9,20.6,21.3,Proportion,"20.9 (20.6, 21.3)",377512,sex,Female
Rural,htn_screened,57.9,57.5,58.4,Proportion,"57.9 (57.5, 58.4)",387227,sex,Male
Rural,htn_diagnosed,12.9,12.7,13.2,Proportion,"12.9 (12.7, 13.2)",387227,sex,Male
Urban,htn_screened,82.2,81.5,82.8,Proportion,"82.2 (81.5, 82.8)",128518,sex,Female
Urban,htn_diagnosed,25.8,25.2,26.3,Proportion,"25.8 (25.2, 26.3)",128518,sex,Female
Urban,htn_screened,70.3,69.6,71.1,Proportion,"70.3 (69.6, 71.1)",135641,sex,Male
Urban,htn_diagnosed,16.6,16.2,17.1,Proportion,"16.6 (16.2, 17.1)",135641,sex,Male
Rural,htn_screened,56.8,56.4,57.3,Proportion,"56.8 (56.4, 57.3)",303724,age_category,18-39
Rural,htn_diagnosed,9.6,9.3,9.9,Proportion,"9.6 (9.3, 9.9)",303724,age_category,18-39
Rural,htn_screened,68.5,68.1,68.9,Proportion,"68.5 (68.1, 68.9)",352227,age_category,40-64
Rural,htn_diagnosed,18.7,18.4,19,Proportion,"18.7 (18.4, 19)",352227,age_category,40-64
Rural,htn_screened,74.1,73.7,74.6,Proportion,"74.1 (73.7, 74.6)",108788,age_category,65 plus
Rural,htn_diagnosed,30.7,30.2,31.2,Proportion,"30.7 (30.2, 31.2)",108788,age_category,65 plus
Urban,htn_screened,65,64.2,65.9,Proportion,"65 (64.2, 65.9)",104005,age_category,18-39
Urban,htn_diagnosed,8.8,8.3,9.2,Proportion,"8.8 (8.3, 9.2)",104005,age_category,18-39
Urban,htn_screened,81.7,81,82.3,Proportion,"81.7 (81, 82.3)",125272,age_category,40-64
Urban,htn_diagnosed,24.4,23.9,24.9,Proportion,"24.4 (23.9, 24.9)",125272,age_category,40-64
Urban,htn_screened,87.6,86.9,88.3,Proportion,"87.6 (86.9, 88.3)",34882,age_category,65 plus
Urban,htn_diagnosed,43.7,42.7,44.7,Proportion,"43.7 (42.7, 44.7)",34882,age_category,65 plus
Rural,htn_screened,62.5,61.9,63.2,Proportion,"62.5 (61.9, 63.2)",65927,education,Higher
Rural,htn_diagnosed,13.3,12.8,13.8,Proportion,"13.3 (12.8, 13.8)",65927,education,Higher
Rural,htn_screened,65.1,64.7,65.6,Proportion,"65.1 (64.7, 65.6)",278839,education,No education
Rural,htn_diagnosed,19.1,18.8,19.4,Proportion,"19.1 (18.8, 19.4)",278839,education,No education
Rural,htn_screened,66.7,66.1,67.2,Proportion,"66.7 (66.1, 67.2)",122640,education,Primary
Rural,htn_diagnosed,18.5,18.1,18.9,Proportion,"18.5 (18.1, 18.9)",122640,education,Primary
Rural,htn_screened,64.1,63.7,64.6,Proportion,"64.1 (63.7, 64.6)",297333,education,Secondary
Rural,htn_diagnosed,15,14.7,15.3,Proportion,"15 (14.7, 15.3)",297333,education,Secondary
Urban,htn_screened,76.2,75.2,77.1,Proportion,"76.2 (75.2, 77.1)",58278,education,Higher
Urban,htn_diagnosed,17.5,16.8,18.1,Proportion,"17.5 (16.8, 18.1)",58278,education,Higher
Urban,htn_screened,76.7,75.8,77.7,Proportion,"76.7 (75.8, 77.7)",48821,education,No education
Urban,htn_diagnosed,25.7,24.9,26.5,Proportion,"25.7 (24.9, 26.5)",48821,education,No education
Urban,htn_screened,77.6,76.7,78.6,Proportion,"77.6 (76.7, 78.6)",33642,education,Primary
Urban,htn_diagnosed,24.9,24,25.7,Proportion,"24.9 (24, 25.7)",33642,education,Primary
Urban,htn_screened,75.4,74.7,76.2,Proportion,"75.4 (74.7, 76.2)",123418,education,Secondary
Urban,htn_diagnosed,20,19.4,20.5,Proportion,"20 (19.4, 20.5)",123418,education,Secondary
Rural,htn_screened,69.4,68.8,70.1,Proportion,"69.4 (68.8, 70.1)",173354,caste,General
Rural,htn_diagnosed,20.7,20.3,21.2,Proportion,"20.7 (20.3, 21.2)",173354,caste,General
Rural,htn_screened,66.5,66,66.9,Proportion,"66.5 (66, 66.9)",275232,caste,OBC
Rural,htn_diagnosed,17.4,17.1,17.8,Proportion,"17.4 (17.1, 17.8)",275232,caste,OBC
Rural,htn_screened,64.1,63.5,64.8,Proportion,"64.1 (63.5, 64.8)",145726,caste,Schedule Caste
Rural,htn_diagnosed,15.8,15.4,16.2,Proportion,"15.8 (15.4, 16.2)",145726,caste,Schedule Caste
Rural,htn_screened,50.8,49.9,51.7,Proportion,"50.8 (49.9, 51.7)",170427,caste,Schedule Tribe
Rural,htn_diagnosed,9.7,9.3,10.1,Proportion,"9.7 (9.3, 10.1)",170427,caste,Schedule Tribe
Urban,htn_screened,78.7,77.8,79.6,Proportion,"78.7 (77.8, 79.6)",89237,caste,General
Urban,htn_diagnosed,22.5,21.9,23.2,Proportion,"22.5 (21.9, 23.2)",89237,caste,General
