state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,htn_screened,78,76.4,79.6,Proportion,"78 (76.4, 79.6)",26558,,NA,Jammu & Kashmir,North
1,Rural,htn_diagnosed,19.3,18.1,20.6,Proportion,"19.3 (18.1, 20.6)",26558,,NA,Jammu & Kashmir,North
1,Urban,htn_screened,79.2,75.6,82.9,Proportion,"79.2 (75.6, 82.9)",6040,,NA,Jammu & Kashmir,North
1,Urban,htn_diagnosed,24.7,21.8,27.5,Proportion,"24.7 (21.8, 27.5)",6040,,NA,Jammu & Kashmir,North
2,Rural,htn_screened,76.6,75,78.1,Proportion,"76.6 (75, 78.1)",15173,,NA,Himachal Pradesh,North
2,Rural,htn_diagnosed,19.1,17.8,20.4,Proportion,"19.1 (17.8, 20.4)",15173,,NA,Himachal Pradesh,North
2,Urban,htn_screened,82,78.6,85.4,Proportion,"82 (78.6, 85.4)",1323,,NA,Himachal Pradesh,North
2,Urban,htn_diagnosed,22.3,18.4,26.2,Proportion,"22.3 (18.4, 26.2)",1323,,NA,Himachal Pradesh,North
3,Rural,htn_screened,81.2,79.9,82.5,Proportion,"81.2 (79.9, 82.5)",26302,,NA,Punjab,North
3,Rural,htn_diagnosed,25.5,24.1,27,Proportion,"25.5 (24.1, 27)",26302,,NA,Punjab,North
3,Urban,htn_screened,83.8,81.9,85.6,Proportion,"83.8 (81.9, 85.6)",11400,,NA,Punjab,North
3,Urban,htn_diagnosed,24.9,22.8,26.9,Proportion,"24.9 (22.8, 26.9)",11400,,NA,Punjab,North
4,Rural,htn_screened,92,92,92,Proportion,"92 (92, 92)",36,,NA,Chandigarh,North
4,Rural,htn_diagnosed,13.1,13.1,13.1,Proportion,"13.1 (13.1, 13.1)",36,,NA,Chandigarh,North
4,Urban,htn_screened,84.7,79.8,89.6,Proportion,"84.7 (79.8, 89.6)",860,,NA,Chandigarh,North
4,Urban,htn_diagnosed,22.1,16.8,27.5,Proportion,"22.1 (16.8, 27.5)",860,,NA,Chandigarh,North
5,Rural,htn_screened,69.2,67.4,71,Proportion,"69.2 (67.4, 71)",15671,,NA,Uttarakhand,Central
5,Rural,htn_diagnosed,14.9,13.8,16.1,Proportion,"14.9 (13.8, 16.1)",15671,,NA,Uttarakhand,Central
5,Urban,htn_screened,79.6,76.7,82.4,Proportion,"79.6 (76.7, 82.4)",3513,,NA,Uttarakhand,Central
5,Urban,htn_diagnosed,21.5,19.2,23.8,Proportion,"21.5 (19.2, 23.8)",3513,,NA,Uttarakhand,Central
6,Rural,htn_screened,72.9,71.7,74.1,Proportion,"72.9 (71.7, 74.1)",22981,,NA,Haryana,North
6,Rural,htn_diagnosed,18.5,17.3,19.8,Proportion,"18.5 (17.3, 19.8)",22981,,NA,Haryana,North
6,Urban,htn_screened,78.2,76.6,79.8,Proportion,"78.2 (76.6, 79.8)",10441,,NA,Haryana,North
6,Urban,htn_diagnosed,20.8,19,22.6,Proportion,"20.8 (19, 22.6)",10441,,NA,Haryana,North
7,Rural,htn_screened,84.9,79.2,90.6,Proportion,"84.9 (79.2, 90.6)",549,,NA,Nct Of Delhi,North
7,Rural,htn_diagnosed,25.2,14.4,36.1,Proportion,"25.2 (14.4, 36.1)",549,,NA,Nct Of Delhi,North
7,Urban,htn_screened,81.4,80.1,82.7,Proportion,"81.4 (80.1, 82.7)",14476,,NA,Nct Of Delhi,North
7,Urban,htn_diagnosed,18.2,17.1,19.2,Proportion,"18.2 (17.1, 19.2)",14476,,NA,Nct Of Delhi,North
8,Rural,htn_screened,54.1,52.6,55.6,Proportion,"54.1 (52.6, 55.6)",44629,,NA,Rajasthan,North
8,Rural,htn_diagnosed,11.7,10.8,12.5,Proportion,"11.7 (10.8, 12.5)",44629,,NA,Rajasthan,North
8,Urban,htn_screened,66.8,64,69.5,Proportion,"66.8 (64, 69.5)",13494,,NA,Rajasthan,North
8,Urban,htn_diagnosed,17.6,15.5,19.7,Proportion,"17.6 (15.5, 19.7)",13494,,NA,Rajasthan,North
9,Rural,htn_screened,62.2,61.2,63.1,Proportion,"62.2 (61.2, 63.1)",95550,,NA,Uttar Pradesh,Central
9,Rural,htn_diagnosed,16,15.3,16.8,Proportion,"16 (15.3, 16.8)",95550,,NA,Uttar Pradesh,Central
9,Urban,htn_screened,70.9,69.1,72.7,Proportion,"70.9 (69.1, 72.7)",24972,,NA,Uttar Pradesh,Central
9,Urban,htn_diagnosed,16.5,15.2,17.9,Proportion,"16.5 (15.2, 17.9)",24972,,NA,Uttar Pradesh,Central
10,Rural,htn_screened,65,63.9,66,Proportion,"65 (63.9, 66)",40505,,NA,Bihar,East
10,Rural,htn_diagnosed,23.9,22.6,25.2,Proportion,"23.9 (22.6, 25.2)",40505,,NA,Bihar,East
10,Urban,htn_screened,73.6,71,76.2,Proportion,"73.6 (71, 76.2)",5434,,NA,Bihar,East
10,Urban,htn_diagnosed,29.6,25.4,33.9,Proportion,"29.6 (25.4, 33.9)",5434,,NA,Bihar,East
11,Rural,htn_screened,76.3,73.2,79.4,Proportion,"76.3 (73.2, 79.4)",5357,,NA,Sikkim,North East
11,Rural,htn_diagnosed,18.7,16.7,20.6,Proportion,"18.7 (16.7, 20.6)",5357,,NA,Sikkim,North East
11,Urban,htn_screened,76.6,70.2,83,Proportion,"76.6 (70.2, 83)",811,,NA,Sikkim,North East
11,Urban,htn_diagnosed,25.8,21.1,30.4,Proportion,"25.8 (21.1, 30.4)",811,,NA,Sikkim,North East
12,Rural,htn_screened,62.1,60,64.3,Proportion,"62.1 (60, 64.3)",27289,,NA,Arunachal Pradesh,North East
12,Rural,htn_diagnosed,13.9,12.6,15.1,Proportion,"13.9 (12.6, 15.1)",27289,,NA,Arunachal Pradesh,North East
12,Urban,htn_screened,73.8,70,77.6,Proportion,"73.8 (70, 77.6)",6227,,NA,Arunachal Pradesh,North East
12,Urban,htn_diagnosed,21.3,18,24.6,Proportion,"21.3 (18, 24.6)",6227,,NA,Arunachal Pradesh,North East
13,Rural,htn_screened,55.4,52.2,58.6,Proportion,"55.4 (52.2, 58.6)",11730,,NA,Nagaland,North East
13,Rural,htn_diagnosed,14.5,12.9,16.2,Proportion,"14.5 (12.9, 16.2)",11730,,NA,Nagaland,North East
13,Urban,htn_screened,67.9,62.9,72.8,Proportion,"67.9 (62.9, 72.8)",3919,,NA,Nagaland,North East
13,Urban,htn_diagnosed,22.8,19.5,26.2,Proportion,"22.8 (19.5, 26.2)",3919,,NA,Nagaland,North East
14,Rural,htn_screened,83,81.5,84.5,Proportion,"83 (81.5, 84.5)",9709,,NA,Manipur,North East
14,Rural,htn_diagnosed,18.1,16.8,19.5,Proportion,"18.1 (16.8, 19.5)",9709,,NA,Manipur,North East
14,Urban,htn_screened,88.1,86.5,89.8,Proportion,"88.1 (86.5, 89.8)",3884,,NA,Manipur,North East
14,Urban,htn_diagnosed,22.5,20.5,24.5,Proportion,"22.5 (20.5, 24.5)",3884,,NA,Manipur,North East
15,Rural,htn_screened,72.3,68.4,76.3,Proportion,"72.3 (68.4, 76.3)",5615,,NA,Mizoram,North East
