residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,60.6,60.2,61,Proportion,"60.6 (60.2, 61)",1273546,,NA
Rural,htn_disease,58.5,58.3,58.8,Proportion,"58.5 (58.3, 58.8)",1273546,,NA
Rural,htn_diagnosed,9.6,9.4,9.7,Proportion,"9.6 (9.4, 9.7)",1273546,,NA
Rural,htn_treated,4.8,4.8,4.9,Proportion,"4.8 (4.8, 4.9)",1273546,,NA
Rural,htn_controlled,2.2,2.2,2.3,Proportion,"2.2 (2.2, 2.3)",1273546,,NA
Urban,htn_screened,73.4,72.7,74.1,Proportion,"73.4 (72.7, 74.1)",417490,,NA
Urban,htn_disease,65,64.6,65.3,Proportion,"65 (64.6, 65.3)",417490,,NA
Urban,htn_diagnosed,14.7,14.4,15,Proportion,"14.7 (14.4, 15)",417490,,NA
Urban,htn_treated,10.2,9.9,10.4,Proportion,"10.2 (9.9, 10.4)",417490,,NA
Urban,htn_controlled,4.7,4.5,4.8,Proportion,"4.7 (4.5, 4.8)",417490,,NA
Rural,htn_screened,66.8,66.4,67.2,Proportion,"66.8 (66.4, 67.2)",670881,sex,Female
Rural,htn_disease,53.5,53.3,53.8,Proportion,"53.5 (53.3, 53.8)",670881,sex,Female
Rural,htn_diagnosed,10.4,10.2,10.6,Proportion,"10.4 (10.2, 10.6)",670881,sex,Female
Rural,htn_treated,5,4.9,5.1,Proportion,"5 (4.9, 5.1)",670881,sex,Female
Rural,htn_controlled,2.4,2.3,2.4,Proportion,"2.4 (2.3, 2.4)",670881,sex,Female
Rural,htn_screened,53.8,53.3,54.2,Proportion,"53.8 (53.3, 54.2)",602665,sex,Male
Rural,htn_disease,64,63.7,64.3,Proportion,"64 (63.7, 64.3)",602665,sex,Male
Rural,htn_diagnosed,8.7,8.5,8.8,Proportion,"8.7 (8.5, 8.8)",602665,sex,Male
Rural,htn_treated,4.7,4.6,4.8,Proportion,"4.7 (4.6, 4.8)",602665,sex,Male
Rural,htn_controlled,2.1,2,2.1,Proportion,"2.1 (2, 2.1)",602665,sex,Male
Urban,htn_screened,78.4,77.7,79.1,Proportion,"78.4 (77.7, 79.1)",218587,sex,Female
Urban,htn_disease,59.6,59.2,60.1,Proportion,"59.6 (59.2, 60.1)",218587,sex,Female
Urban,htn_diagnosed,15.5,15.2,15.9,Proportion,"15.5 (15.2, 15.9)",218587,sex,Female
Urban,htn_treated,10.5,10.2,10.8,Proportion,"10.5 (10.2, 10.8)",218587,sex,Female
Urban,htn_controlled,5,4.8,5.1,Proportion,"5 (4.8, 5.1)",218587,sex,Female
Urban,htn_screened,68.5,67.8,69.3,Proportion,"68.5 (67.8, 69.3)",198903,sex,Male
Urban,htn_disease,70.2,69.7,70.7,Proportion,"70.2 (69.7, 70.7)",198903,sex,Male
Urban,htn_diagnosed,13.8,13.5,14.2,Proportion,"13.8 (13.5, 14.2)",198903,sex,Male
Urban,htn_treated,9.8,9.5,10.1,Proportion,"9.8 (9.5, 10.1)",198903,sex,Male
Urban,htn_controlled,4.4,4.2,4.6,Proportion,"4.4 (4.2, 4.6)",198903,sex,Male
Rural,htn_screened,55.2,54.8,55.6,Proportion,"55.2 (54.8, 55.6)",634537,age_category,18-39
Rural,htn_disease,47.4,47.1,47.7,Proportion,"47.4 (47.1, 47.7)",634537,age_category,18-39
Rural,htn_diagnosed,4.8,4.6,4.9,Proportion,"4.8 (4.6, 4.9)",634537,age_category,18-39
