residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,56.2,55.8,56.6,Proportion,"56.2 (55.8, 56.6)",861264,,NA
Rural,htn_disease,18.2,18,18.4,Proportion,"18.2 (18, 18.4)",861264,,NA
Rural,htn_diagnosed,5.7,5.6,5.9,Proportion,"5.7 (5.6, 5.9)",861264,,NA
Rural,htn_treated,1.8,1.7,1.8,Proportion,"1.8 (1.7, 1.8)",861264,,NA
Rural,htn_controlled,0.9,0.9,0.9,Proportion,"0.9 (0.9, 0.9)",861264,,NA
Urban,htn_screened,66,65.2,66.7,Proportion,"66 (65.2, 66.7)",288118,,NA
Urban,htn_disease,20.1,19.7,20.4,Proportion,"20.1 (19.7, 20.4)",288118,,NA
Urban,htn_diagnosed,6.4,6.1,6.6,Proportion,"6.4 (6.1, 6.6)",288118,,NA
Urban,htn_treated,2.7,2.6,2.8,Proportion,"2.7 (2.6, 2.8)",288118,,NA
Urban,htn_controlled,1.3,1.2,1.3,Proportion,"1.3 (1.2, 1.3)",288118,,NA
Rural,htn_screened,64.8,64.4,65.2,Proportion,"64.8 (64.4, 65.2)",459461,sex,Female
Rural,htn_disease,16.8,16.6,17.1,Proportion,"16.8 (16.6, 17.1)",459461,sex,Female
Rural,htn_diagnosed,7.1,6.9,7.2,Proportion,"7.1 (6.9, 7.2)",459461,sex,Female
Rural,htn_treated,2.2,2.1,2.2,Proportion,"2.2 (2.1, 2.2)",459461,sex,Female
Rural,htn_controlled,1.2,1.1,1.2,Proportion,"1.2 (1.1, 1.2)",459461,sex,Female
Rural,htn_screened,46.1,45.6,46.5,Proportion,"46.1 (45.6, 46.5)",401803,sex,Male
Rural,htn_disease,19.8,19.6,20.1,Proportion,"19.8 (19.6, 20.1)",401803,sex,Male
Rural,htn_diagnosed,4.2,4,4.3,Proportion,"4.2 (4, 4.3)",401803,sex,Male
Rural,htn_treated,1.4,1.3,1.4,Proportion,"1.4 (1.3, 1.4)",401803,sex,Male
Rural,htn_controlled,0.6,0.6,0.6,Proportion,"0.6 (0.6, 0.6)",401803,sex,Male
Urban,htn_screened,73.5,72.7,74.3,Proportion,"73.5 (72.7, 74.3)",151621,sex,Female
Urban,htn_disease,18.1,17.7,18.4,Proportion,"18.1 (17.7, 18.4)",151621,sex,Female
Urban,htn_diagnosed,7.6,7.3,7.9,Proportion,"7.6 (7.3, 7.9)",151621,sex,Female
Urban,htn_treated,3.2,3,3.3,Proportion,"3.2 (3, 3.3)",151621,sex,Female
Urban,htn_controlled,1.6,1.5,1.7,Proportion,"1.6 (1.5, 1.7)",151621,sex,Female
Urban,htn_screened,57.5,56.7,58.4,Proportion,"57.5 (56.7, 58.4)",136497,sex,Male
Urban,htn_disease,22.3,21.8,22.7,Proportion,"22.3 (21.8, 22.7)",136497,sex,Male
Urban,htn_diagnosed,5.1,4.8,5.3,Proportion,"5.1 (4.8, 5.3)",136497,sex,Male
Urban,htn_treated,2.3,2.2,2.4,Proportion,"2.3 (2.2, 2.4)",136497,sex,Male
Urban,htn_controlled,0.9,0.9,1,Proportion,"0.9 (0.9, 1)",136497,sex,Male
